 	a23	a85	a87	a23	a79	a20	a73	a7	a84	a38	a41	a12	a32	a90	a94	a35	a94	a71	a25	a87	a23	a24	a25	a79	a76	a94	a24	a25	a38	a73	a84	a57	a87	</S>
il	0.0202461	0.0241059	0.0271149	0.027431	0.0293457	0.0412527	0.0432779	0.0279247	0.0342901	0.0481787	0.0928217	0.0856349	0.0768283	0.0865168	0.0367295	0.0142401	0.0219497	0.00824145	0.00311689	0.00180668	0.00217965	0.00492217	0.00664809	0.00569317	0.00860363	0.0176606	0.0180467	0.018383	0.0259206	0.0404001	0.0403551	0.0217418	0.0198322	0.0185597
a	0.00245406	0.00201938	0.00239346	0.00270947	0.00190418	0.00254411	0.00556571	0.00368152	0.0119397	0.0203042	0.0348002	0.0444954	0.0479688	0.0382488	0.0436023	0.0394051	0.092469	0.0726586	0.0459239	0.051743	0.0520011	0.0181883	0.0147272	0.0102372	0.0106834	0.0199092	0.0314192	0.0338251	0.034056	0.0258055	0.0451374	0.0376831	0.0521602	0.0473364
atteint	0.0089274	0.00748481	0.00989517	0.0118343	0.0230192	0.0284174	0.0277878	0.03217	0.0290141	0.0350616	0.0331318	0.0399313	0.050299	0.0387641	0.0254452	0.0165886	0.0164694	0.00909003	0.00969098	0.00957134	0.0105088	0.00599328	0.00439851	0.00514917	0.00763022	0.00677157	0.011708	0.0330423	0.0445485	0.0459986	0.0575733	0.069839	0.0855052	0.14874
la	0.0415225	0.0364354	0.0263858	0.0295418	0.0495902	0.0479476	0.162758	0.166358	0.0508448	0.0319881	0.0413473	0.0293257	0.020679	0.0226372	0.0210099	0.018464	0.0135539	0.017271	0.0143595	0.0130861	0.0219491	0.0308622	0.021512	0.00886024	0.00446249	0.00391645	0.00314496	0.00479177	0.00442497	0.00368562	0.00451252	0.00875564	0.00738763	0.0166283
vieillesse	0.0589712	0.0272878	0.0213372	0.0244409	0.022853	0.0197983	0.0186894	0.0256357	0.0484501	0.0297356	0.0266407	0.0366549	0.0428779	0.0507212	0.0655277	0.0538829	0.0757546	0.0740776	0.0269258	0.0137544	0.0181264	0.0152577	0.0229837	0.0269605	0.0224938	0.0178748	0.0127521	0.0138378	0.0109043	0.0107791	0.0149221	0.0173197	0.0166913	0.0150799
sans	0.0405821	0.0407031	0.037304	0.0353208	0.0310015	0.0245218	0.0468322	0.0557022	0.0751323	0.067907	0.0469032	0.0499173	0.0458278	0.0558532	0.045264	0.034029	0.0417047	0.0318692	0.0186213	0.00909285	0.0111786	0.0141455	0.0140494	0.0104808	0.00905397	0.00737376	0.00387058	0.00455402	0.00468849	0.00749803	0.0112941	0.0175513	0.0148862	0.035286
jamais	0.102497	0.0708165	0.0396049	0.0362354	0.0284876	0.01831	0.0217088	0.0182833	0.0388626	0.0492791	0.0250828	0.032656	0.0301607	0.0382885	0.0377427	0.0320416	0.0210656	0.0159324	0.0120562	0.00700067	0.00879959	0.0053228	0.00758636	0.00742454	0.00737296	0.00648805	0.0085777	0.0136431	0.0156634	0.0165482	0.0262352	0.04262	0.0645471	0.0930582
être	0.0774245	0.0684599	0.0329006	0.0325099	0.0282139	0.0183477	0.0173566	0.0176495	0.0226254	0.0209041	0.0219137	0.0323975	0.0292827	0.0293354	0.0275889	0.0244757	0.0267209	0.0233958	0.0119392	0.00972764	0.0161794	0.011976	0.0173292	0.0179375	0.0183825	0.0156696	0.0252173	0.0353338	0.0413764	0.0386789	0.0449881	0.0567779	0.0384631	0.0485209
malade	0.045916	0.0458424	0.0491249	0.0457538	0.0347054	0.0339498	0.0174486	0.015535	0.00758498	0.0069476	0.00813945	0.0145878	0.0138399	0.0148453	0.0178719	0.013523	0.0155383	0.0134373	0.00971362	0.00736297	0.0113301	0.0167771	0.0209775	0.0210903	0.0249811	0.02543	0.0416984	0.0498367	0.0501818	0.0764895	0.062141	0.0698139	0.049759	0.0478255
</S>	0.0260195	0.0320216	0.0342311	0.028773	0.0152814	0.0108211	0.0109254	0.0127951	0.0129206	0.0129998	0.0121323	0.0165421	0.0182031	0.016038	0.0163656	0.0131141	0.0168177	0.00984201	0.00653835	0.00496001	0.010085	0.00907304	0.0229944	0.0213201	0.0260279	0.0360761	0.0573699	0.0528436	0.0421675	0.0380975	0.0638761	0.078645	0.069053	0.145029
