 	a66	a87	a23	a87	a23	a40	a7	a53	a90	a56	a98	a47	a85	a47	a36	a21	a98	a6	a98	a85	a47	a37	a66	a53	a4	a57	a82	a97	a87	a23	a99	a87	</S>
les	0.0284423	0.0420689	0.048298	0.03381	0.0417388	0.0563644	0.0727772	0.0514041	0.0531822	0.0739003	0.0986143	0.0768011	0.049376	0.022852	0.0302237	0.0298147	0.017596	0.00560576	0.00398018	0.00767883	0.00605082	0.00984436	0.00791055	0.008556	0.00895267	0.0127716	0.00860988	0.00938639	0.0101438	0.0116267	0.0142869	0.0108224	0.0365091
champignons	0.00245278	0.00452051	0.00681823	0.0128689	0.0133393	0.0318506	0.0758683	0.111619	0.0844787	0.0765103	0.0996931	0.0967664	0.0743088	0.081685	0.110126	0.0329281	0.00637674	0.00854979	0.00771495	0.0112172	0.00285555	0.00300832	0.00116389	0.00132743	0.00330375	0.00280162	0.00127316	0.00226976	0.00279782	0.00431394	0.0056409	0.0108361	0.00871455
de	0.0269114	0.0451398	0.0389051	0.074366	0.0648185	0.133882	0.182984	0.10678	0.054272	0.0582431	0.0334701	0.0384074	0.0106053	0.0190967	0.016829	0.00945438	0.00331792	0.00455651	0.00416417	0.00499425	0.00124337	0.00148783	0.000567729	0.000704568	0.000807253	0.00132822	0.0011309	0.00176635	0.00226298	0.00797401	0.0157621	0.0260768	0.00769016
savane	0.0182648	0.0173414	0.00930683	0.00794925	0.00981949	0.0183899	0.0210651	0.0200164	0.0122718	0.00862359	0.00639734	0.0101012	0.00820165	0.00940579	0.00962787	0.00826189	0.00720146	0.0171995	0.0191515	0.0302686	0.0271059	0.0388415	0.0183881	0.0223877	0.0563689	0.0488347	0.0968209	0.0595222	0.0821027	0.0836548	0.0634943	0.101618	0.0319952
qu'	0.0604561	0.0473735	0.0389125	0.0501224	0.04487	0.0668212	0.034332	0.0433656	0.0361664	0.025561	0.0397505	0.0405201	0.0250162	0.0262411	0.0329429	0.0288878	0.0112427	0.0149979	0.022304	0.0425002	0.0112309	0.0129009	0.00403205	0.0037709	0.00685668	0.00942487	0.0169384	0.0149149	0.0426792	0.0436493	0.0347017	0.0369667	0.0295497
ils	0.02929	0.0202015	0.0187174	0.0236385	0.0180936	0.0376832	0.0487907	0.041501	0.0259922	0.0336565	0.0360861	0.0577955	0.0470255	0.0489503	0.0584888	0.0419849	0.0189257	0.0228796	0.0194674	0.0147307	0.0165158	0.0464863	0.0165198	0.016143	0.0108656	0.0253732	0.0128537	0.0270988	0.0205339	0.0367128	0.0410389	0.0261362	0.0398231
vendent	0.0354719	0.0239816	0.0168859	0.0192902	0.015545	0.0203159	0.0153867	0.0162577	0.0101246	0.0189706	0.0170185	0.0327075	0.0231171	0.0338161	0.0446818	0.0296308	0.0243259	0.0369907	0.026447	0.0288196	0.025077	0.0574253	0.0237459	0.0230337	0.0202287	0.0408135	0.0263646	0.0440917	0.0440568	0.0534318	0.0585649	0.0567568	0.0366243
sont	0.0265695	0.0220379	0.0163339	0.0187097	0.0203388	0.0241856	0.0307995	0.0354841	0.0205245	0.0196346	0.0185334	0.0120404	0.0100143	0.0134874	0.0213615	0.02651	0.0284174	0.0301476	0.0281204	0.0287077	0.0207022	0.0237605	0.0248307	0.0280909	0.0288816	0.0448542	0.0423604	0.0481278	0.0559072	0.0520422	0.0496095	0.0608863	0.0679884
pourris	0.0125574	0.00713324	0.00610921	0.00748936	0.00726377	0.00950263	0.0134662	0.0137126	0.0123996	0.00896435	0.0129955	0.00688281	0.00828559	0.0108397	0.0212214	0.0267959	0.0422396	0.0590742	0.0503568	0.0921735	0.0878567	0.0670441	0.0439419	0.0250494	0.0330859	0.0337479	0.028899	0.0354962	0.0387921	0.0424144	0.0434623	0.052182	0.0385647
</S>	0.0315431	0.0199239	0.0161254	0.01354	0.014964	0.0162079	0.0178223	0.0164091	0.0125866	0.00766653	0.0111892	0.00794676	0.00702331	0.00999612	0.0165848	0.0210538	0.0313537	0.0389763	0.0284991	0.054102	0.0629875	0.0477299	0.0242554	0.0173142	0.0143652	0.0174231	0.0129093	0.0339049	0.0389437	0.0705541	0.0751809	0.0954978	0.0954199
