 	a66	a87	a23	a83	a98	a92	a56	a93	a4	a93	a96	a62	a88	a62	a34	a90	a69	a53	a93	a44	a70	a13	a3	a97	a99	a97	a87	a23	a99	a26	</S>
j'	0.0653748	0.0427998	0.0432337	0.0305919	0.0235816	0.0278009	0.0315127	0.0336882	0.0290133	0.0158297	0.0176771	0.00892766	0.00474773	0.00561559	0.0066748	0.00779822	0.0120376	0.0246117	0.0196687	0.0364263	0.0579162	0.0502169	0.043505	0.070899	0.0448557	0.0506912	0.0339475	0.0302695	0.0328978	0.0285043	0.068685
ai	0.0257804	0.0263094	0.0312358	0.0254238	0.0247936	0.0281069	0.0323665	0.0216036	0.016721	0.0259511	0.0274295	0.0359896	0.0249545	0.0408667	0.0281123	0.0441121	0.0447547	0.043298	0.0477435	0.0471675	0.0417591	0.0503338	0.0336957	0.0251066	0.0292716	0.0260487	0.0286435	0.029626	0.0330483	0.0330953	0.0266508
déjà	0.0131161	0.0138228	0.00882794	0.00597664	0.00674598	0.00832882	0.00893167	0.0124239	0.0187707	0.0269604	0.0266282	0.0382203	0.0386147	0.0301407	0.0314751	0.0290287	0.0248534	0.014977	0.0169158	0.0137258	0.0203851	0.025064	0.029615	0.0358673	0.0653409	0.0461695	0.0575346	0.0589677	0.0738467	0.132709	0.0660159
tué	0.0186703	0.00804935	0.00547106	0.00492148	0.00517833	0.0082925	0.0128891	0.0388469	0.123399	0.094234	0.0687422	0.138367	0.185567	0.0454092	0.0230959	0.018312	0.00976924	0.0145407	0.0183378	0.0188514	0.018467	0.0109081	0.0191719	0.0129292	0.0134808	0.00813493	0.00917212	0.00854324	0.0114486	0.0104995	0.0163003
un	0.0678854	0.0261556	0.0153126	0.0119907	0.0103432	0.0148784	0.0159946	0.0219483	0.0275343	0.0312276	0.0225954	0.0270874	0.0212359	0.0241866	0.0220189	0.0181197	0.0226591	0.0290129	0.0327519	0.0374243	0.0398798	0.0389179	0.0381427	0.0550355	0.0463649	0.0430933	0.0490964	0.0436247	0.0368224	0.0331082	0.0755517
serpent	0.0945869	0.0553342	0.0462042	0.0267417	0.0218876	0.037817	0.0434871	0.0621229	0.0696033	0.0486599	0.0357138	0.0282117	0.0182727	0.0248967	0.0237911	0.0259047	0.0233441	0.0184051	0.0199124	0.0164942	0.0211361	0.020063	0.0172125	0.0173537	0.0158882	0.0187782	0.0265199	0.027618	0.0206788	0.0234992	0.0498608
naja	0.0618296	0.0595329	0.03875	0.0297025	0.0256413	0.0442521	0.0506416	0.0459464	0.0503763	0.0525424	0.042025	0.0510263	0.0425086	0.0397698	0.0364526	0.0305346	0.0230752	0.0164425	0.011706	0.0144624	0.0113637	0.0172355	0.0139749	0.0146233	0.0122353	0.0174825	0.0229715	0.0250747	0.0233374	0.027514	0.0469693
dans	0.0323265	0.0142577	0.0134126	0.0141789	0.0151309	0.0195916	0.0195929	0.0225514	0.0212997	0.0183387	0.020265	0.022874	0.0228629	0.0230521	0.0247902	0.0290986	0.0294482	0.0306224	0.0278656	0.0309736	0.035635	0.032551	0.0346052	0.0305861	0.0481516	0.0341732	0.0484188	0.0542121	0.0527997	0.0643866	0.111947
la	0.0240349	0.018506	0.0142512	0.011379	0.0111761	0.013432	0.0171644	0.0121288	0.0127442	0.0118426	0.0114093	0.00899271	0.00887244	0.00751848	0.00711026	0.00816861	0.0122705	0.0289595	0.0231397	0.0293856	0.0422163	0.0380503	0.0506585	0.0682381	0.0799964	0.0569793	0.0616446	0.066466	0.0570736	0.0751112	0.11108
nasse	0.0276063	0.0187298	0.0162446	0.0125487	0.011458	0.00915263	0.00914911	0.00929247	0.0189863	0.0233857	0.0281163	0.0215495	0.0348375	0.0402449	0.0354301	0.029564	0.0349208	0.0311398	0.0284717	0.0284796	0.0336264	0.0323573	0.0310268	0.0362388	0.0442093	0.0353873	0.0512201	0.0701969	0.0575303	0.0872892	0.0516097
</S>	0.0170017	0.014168	0.00382068	0.00356069	0.00212544	0.00344617	0.00296532	0.00171459	0.00294235	0.00335324	0.00514568	0.00442106	0.00475729	0.00474392	0.0070552	0.00736702	0.0116989	0.0194077	0.0154654	0.0246752	0.0356444	0.0412049	0.0512506	0.0759216	0.0924113	0.0867594	0.0843846	0.116156	0.075199	0.0746328	0.1066
