 	a66	a87	a97	a79	a98	a47	a98	a92	a25	a79	a56	a93	a4	a53	a44	a75	a79	a7	a4	a57	a9	a3	a99	a97	a87	a97	a11	</S>
le	0.0638787	0.0706252	0.0966714	0.0870945	0.0610255	0.0497306	0.0556901	0.0532907	0.0376044	0.0241904	0.0225863	0.014648	0.0101354	0.00565811	0.00541786	0.0043291	0.00554514	0.00653745	0.0131173	0.0196735	0.0257279	0.0287995	0.0383261	0.0401361	0.0361544	0.0353936	0.0342859	0.0537267
père	0.00362048	0.0099467	0.0110536	0.0148957	0.0284519	0.0448953	0.0463908	0.185121	0.226297	0.163475	0.09001	0.0866605	0.044669	0.011677	0.0042821	0.00326198	0.00388183	0.00600681	0.0031489	0.00204263	0.000430128	0.000709286	0.00080907	0.000810501	0.00156957	0.00153256	0.00204048	0.00230915
de	0.0294336	0.0380869	0.0504527	0.0469779	0.0287977	0.0193351	0.0252165	0.0481193	0.0721808	0.10213	0.139331	0.10047	0.0731722	0.0502668	0.0222246	0.0223801	0.00495124	0.00616033	0.00536816	0.00459873	0.00317893	0.00848473	0.013275	0.019142	0.0231195	0.0206287	0.0170605	0.00545626
cet	0.0250482	0.0182954	0.0134843	0.01451	0.00664115	0.00850906	0.0100658	0.00899423	0.0197281	0.0390136	0.0801324	0.0506971	0.0968029	0.123311	0.08646	0.0586645	0.0345249	0.0238192	0.0179995	0.0200769	0.0166361	0.021025	0.0250505	0.0313578	0.0294833	0.0299402	0.0420378	0.0476914
enfant-ci	0.0617948	0.0701788	0.0623867	0.0542601	0.0494825	0.0541061	0.060968	0.0256796	0.0166142	0.0135606	0.0267938	0.0578951	0.0556768	0.050469	0.028705	0.0140622	0.016581	0.0319635	0.0249481	0.034396	0.0225225	0.0264476	0.0208392	0.0149445	0.0220724	0.0267077	0.0251689	0.0307753
est	0.0795992	0.0439066	0.0369157	0.0315617	0.0135508	0.0186911	0.030415	0.0346362	0.0516708	0.0436556	0.0446394	0.0334293	0.0192806	0.00854203	0.00828706	0.00667189	0.0115712	0.015368	0.0241176	0.0341564	0.0296016	0.0608613	0.0636377	0.090273	0.0575319	0.0378786	0.0318728	0.0376771
le	0.0678842	0.0464219	0.0296926	0.018026	0.00925342	0.00710692	0.00993329	0.0145387	0.0302235	0.0408961	0.0394045	0.0447727	0.0291383	0.0219798	0.0159467	0.0149978	0.0212115	0.0331838	0.0395197	0.0423852	0.0441504	0.0714087	0.0517275	0.0522308	0.0484793	0.0538127	0.0449664	0.0567075
chef	0.0456634	0.0485385	0.0374483	0.0382348	0.027752	0.0202804	0.0279917	0.0557066	0.0784481	0.0660085	0.0359973	0.0277299	0.0164872	0.0138605	0.0160715	0.0172791	0.0201055	0.0550802	0.0416097	0.0466356	0.031466	0.112621	0.0234638	0.0214107	0.0202519	0.0174283	0.0150621	0.021367
du	0.108099	0.137034	0.127804	0.0729956	0.0278479	0.00946701	0.0141643	0.0208954	0.0251974	0.0173466	0.0171078	0.0260378	0.0213365	0.0120321	0.0110277	0.00998176	0.0100865	0.0103748	0.0117352	0.0159819	0.014956	0.0281561	0.0269188	0.0280257	0.0278894	0.0414477	0.0463458	0.079707
village	0.0647414	0.0648001	0.0572914	0.0416202	0.0244098	0.0124762	0.0151084	0.0196305	0.0269439	0.0430915	0.070429	0.108127	0.0642113	0.0266277	0.010103	0.00930513	0.0115678	0.0128882	0.0122224	0.0130476	0.0115626	0.027821	0.0223345	0.0277434	0.0298792	0.044449	0.0528545	0.0747133
</S>	0.0638127	0.0801025	0.082765	0.0629438	0.0492246	0.0211765	0.0252851	0.0239189	0.0162844	0.0113535	0.0113927	0.0107791	0.0058558	0.00280354	0.00264211	0.00283547	0.00615847	0.00988714	0.0138303	0.0173566	0.0157944	0.0304636	0.0470698	0.0562498	0.0499776	0.065108	0.0779445	0.136984
