 	a66	a87	a23	a18	a40	a6	a36	a37	a12	a21	a12	a18	a75	a85	a6	a36	a37	a70	a93	a34	a56	a34	a70	a71	a9	a83	a13	a50	a96	a70	a13	a53	a56	a44	a93	a4	a93	a94	a57	a82	a3	a87	a23	a99	a97	a57	</S>
la	0.0392571	0.0431738	0.028531	0.0237683	0.0110884	0.0362737	0.0500514	0.0371311	0.0465648	0.0201807	0.012085	0.0107008	0.00553026	0.0057788	0.00580615	0.00558995	0.00692736	0.0060184	0.0054111	0.0140093	0.00905836	0.0123158	0.0133505	0.0126707	0.011102	0.0123775	0.0271378	0.0255171	0.0409924	0.0565622	0.038912	0.0507504	0.0341588	0.0335104	0.036093	0.0259761	0.0214171	0.0115539	0.0150209	0.0147794	0.0128137	0.00883064	0.0115192	0.00783345	0.0105248	0.0107248	0.0206199
manière	0.00258969	0.00723643	0.0134352	0.0219345	0.0198586	0.0544173	0.0897236	0.0626827	0.0504921	0.0519493	0.0844509	0.0538029	0.0438935	0.0598346	0.03453	0.0268615	0.0412189	0.050355	0.0886431	0.0237878	0.0153838	0.013278	0.0103442	0.0146182	0.00392177	0.00632133	0.00725438	0.00821303	0.00139103	0.00453524	0.00555483	0.00552933	0.0041527	0.00203188	0.00124284	0.00155485	0.00089223	0.00100178	0.000763597	0.00108131	0.0011589	0.00158004	0.00123002	0.000729472	0.000948547	0.00172948	0.00185949
dont	0.0279032	0.0238983	0.0293719	0.0183578	0.0386741	0.0450887	0.0715497	0.052383	0.0674581	0.0796238	0.0587167	0.0530117	0.0717904	0.0710089	0.0409268	0.0834715	0.0259181	0.0366211	0.0210789	0.0111841	0.0107571	0.00480306	0.00400544	0.00312003	0.00241072	0.00286251	0.00280513	0.00196623	0.00279963	0.00226215	0.00197384	0.00284029	0.00193371	0.00195937	0.000946702	0.000690861	0.000935228	0.00154704	0.00121363	0.00142831	0.00257505	0.00141276	0.00185776	0.00210583	0.00308824	0.00397259	0.00368982
elle	0.0291915	0.015692	0.00657356	0.0051841	0.0090674	0.0279573	0.0184464	0.00811441	0.00762638	0.0105495	0.00642713	0.0136601	0.0216888	0.0207285	0.0250525	0.0646703	0.0352471	0.0239019	0.0300614	0.0318689	0.0235275	0.0303743	0.0408803	0.0405373	0.0556292	0.0398655	0.057925	0.0206174	0.0354508	0.00643653	0.0150085	0.00881005	0.0044855	0.0123892	0.00644564	0.00445776	0.00939092	0.0145877	0.00890149	0.00939334	0.0102278	0.0189164	0.0262194	0.0215374	0.0187364	0.0390919	0.00844763
manque	0.0392187	0.0151673	0.00914509	0.00491323	0.00837634	0.0087413	0.00606264	0.00338557	0.00322779	0.00316895	0.00751293	0.0133215	0.0237529	0.0442275	0.0569045	0.102787	0.0495402	0.0933424	0.0561568	0.0184185	0.0306086	0.0380372	0.0408116	0.0391787	0.0494903	0.0345526	0.0452825	0.0179467	0.017525	0.00960488	0.0163165	0.00678073	0.00320744	0.00615228	0.00315727	0.00211005	0.00170915	0.00322741	0.00266396	0.00325339	0.00399945	0.00488812	0.00761426	0.00824404	0.00674429	0.0169614	0.0125611
de	0.0375593	0.0142912	0.0086825	0.00425492	0.00806769	0.0074583	0.00838625	0.00879901	0.00756215	0.00841559	0.0132894	0.0143149	0.0213838	0.0267187	0.0235287	0.0356613	0.0223142	0.0363426	0.0217967	0.0148319	0.0168704	0.01927	0.0248502	0.0217923	0.0274932	0.0309959	0.0490863	0.0307042	0.0589803	0.0245769	0.0325038	0.033936	0.0230261	0.0338958	0.0207635	0.0143159	0.0121711	0.0161287	0.0107464	0.0123484	0.0204345	0.0133889	0.0139118	0.0132281	0.0167202	0.0237084	0.0404935
mari	0.0130692	0.00644677	0.00455005	0.00222788	0.0040101	0.00519557	0.00506761	0.00556355	0.00679832	0.00725288	0.00854439	0.0150044	0.0126032	0.0369474	0.0290361	0.0455232	0.0315061	0.0372032	0.0420183	0.0386001	0.0282175	0.0213452	0.0293693	0.0278106	0.0205302	0.0144649	0.0166549	0.0104639	0.0160839	0.0190589	0.0275776	0.0216874	0.0271247	0.0314565	0.0177114	0.018487	0.0158563	0.0273605	0.0151893	0.013671	0.022783	0.0218172	0.028958	0.0175258	0.0361721	0.0522773	0.0431774
m'	0.0092451	0.00632931	0.00584218	0.0026718	0.0015673	0.00340166	0.0035264	0.00176781	0.00326631	0.00247388	0.00190114	0.00352827	0.00294972	0.00792188	0.00686347	0.00937795	0.00751239	0.0111181	0.00756206	0.00863868	0.0100332	0.0103501	0.0108108	0.0101411	0.00914045	0.0102503	0.0208554	0.00846742	0.0126234	0.0180868	0.046216	0.0210142	0.0313757	0.0375283	0.0318483	0.0290293	0.0342131	0.0325799	0.0274863	0.0233203	0.0308378	0.0597428	0.0540608	0.0500351	0.045442	0.14713	0.0699154
est	0.00712183	0.00556156	0.00359208	0.00173207	0.000987859	0.0014292	0.00172403	0.00102387	0.00262064	0.00286108	0.00253745	0.00260047	0.00256393	0.00529557	0.00589703	0.00821054	0.00688644	0.0105497	0.00556447	0.0034821	0.00565689	0.00696571	0.00532536	0.00656453	0.00900989	0.0133081	0.0222936	0.0158858	0.0131131	0.0187136	0.0225355	0.00984422	0.0165623	0.0154938	0.0193908	0.022297	0.0215468	0.022963	0.0339201	0.0357537	0.0524001	0.0840876	0.0493349	0.061122	0.0366431	0.179603	0.117424
incompréhensible	0.0226306	0.0120388	0.00607233	0.00288555	0.0022103	0.00191411	0.00122555	0.000808315	0.00240008	0.00347109	0.00571209	0.00738509	0.0120555	0.0150301	0.0203839	0.0269658	0.0199087	0.0311745	0.0156704	0.00860561	0.0203269	0.0233173	0.0189771	0.0180413	0.0200601	0.0163607	0.0172633	0.016214	0.013884	0.0135334	0.0166721	0.00704766	0.0107231	0.0130906	0.0134144	0.0181212	0.0220102	0.0207962	0.0212977	0.0322102	0.0292602	0.0480232	0.0456036	0.052618	0.0328782	0.114104	0.105603
