 	a66	a87	a23	a87	a10	a53	a90	a4	a61	a0	a21	a61	a31	a88	a61	a21	a41	a61	a47	a88	a9	a38	a75	a47	a30	a2	a57	a87	a23	a97	</S>
il	0.145138	0.223683	0.213579	0.105853	0.0684302	0.0330125	0.017758	0.00693873	0.00618628	0.00281381	0.00179868	0.00131121	0.000964492	0.000919735	0.00114081	0.000434985	0.000425168	0.000877865	0.000766022	0.000833499	0.00882996	0.013456	0.00920691	0.010082	0.0254507	0.0183085	0.016642	0.0131511	0.0136678	0.0154051	0.0229356
n'	0.0106827	0.00732137	0.0109145	0.018477	0.0264074	0.0381119	0.0498849	0.0279474	0.0303773	0.027502	0.0270614	0.0270508	0.0269701	0.021281	0.0221896	0.0166382	0.0203427	0.0178403	0.0171879	0.0329602	0.0290813	0.0464961	0.0411321	0.0527958	0.0655522	0.086134	0.0608256	0.0579662	0.0349652	0.0329045	0.0149982
y	0.0160731	0.0109788	0.00839993	0.0106028	0.015757	0.0362863	0.0276874	0.0221745	0.0324785	0.0302851	0.0173784	0.0112646	0.0125177	0.0173933	0.0345171	0.0344676	0.0420661	0.0374839	0.0240188	0.02999	0.0438523	0.0359495	0.0258049	0.02668	0.0420835	0.0361098	0.0398281	0.0516118	0.0793134	0.0566705	0.0902754
a	0.0851373	0.0725592	0.0500932	0.0542314	0.0556204	0.0386786	0.041201	0.0592923	0.0352968	0.0566325	0.0379762	0.0271586	0.047896	0.025685	0.0213821	0.0257841	0.0172665	0.0174793	0.0170205	0.0129451	0.0143444	0.0136868	0.0200775	0.023397	0.0156734	0.0139301	0.0164418	0.0187526	0.0171533	0.0173004	0.0299064
pas	0.0836835	0.0572456	0.044164	0.0440492	0.0383437	0.0558932	0.0483967	0.0477195	0.0365276	0.0348755	0.0238118	0.0169632	0.0175842	0.0149568	0.0120033	0.0101523	0.00901103	0.0130702	0.0124466	0.0146637	0.0311488	0.0241732	0.0165794	0.0230917	0.0376296	0.0237891	0.0370665	0.0506177	0.038179	0.0306433	0.0515204
de	0.0608923	0.0228106	0.017033	0.0165853	0.0220469	0.0316764	0.0276678	0.0188864	0.0190593	0.0182956	0.013422	0.0110838	0.0116307	0.0179879	0.0204683	0.0196394	0.0159966	0.0184697	0.0217234	0.0296301	0.0438962	0.0528614	0.0681091	0.0586863	0.0610037	0.0598566	0.0530053	0.0538269	0.0418845	0.0322147	0.0396499
riches	0.0295596	0.0155962	0.0116221	0.0131598	0.0143474	0.0140445	0.0140486	0.0148533	0.0150626	0.0157144	0.0103852	0.00783772	0.01042	0.0184623	0.0349667	0.0387465	0.0556457	0.0739394	0.0596145	0.0573012	0.0443971	0.0504698	0.057189	0.0513231	0.0464575	0.0545604	0.0351428	0.044978	0.032523	0.0274526	0.030179
dans	0.0426602	0.0238319	0.0128307	0.00964296	0.00800576	0.00682458	0.0113538	0.0153437	0.0167836	0.0148147	0.0139852	0.00988519	0.0119299	0.022126	0.0371341	0.0328235	0.0212006	0.036631	0.0250361	0.0254624	0.0489949	0.0696639	0.0759179	0.0493148	0.0561299	0.0477235	0.0482259	0.0390036	0.0555728	0.0506121	0.0605348
notre	0.0471895	0.0324194	0.0182253	0.0144751	0.0147538	0.00398941	0.00629654	0.0100247	0.0083745	0.00803923	0.00876699	0.00652648	0.00899244	0.0134575	0.0168182	0.014724	0.0145503	0.0185829	0.0177253	0.0240146	0.0441391	0.0669594	0.0652701	0.0547556	0.084673	0.0565783	0.0632678	0.0556886	0.0693425	0.0590299	0.0723493
village	0.0145963	0.00820208	0.0108267	0.010803	0.0108669	0.00841297	0.00964873	0.0126688	0.00948111	0.0102634	0.0132335	0.0148801	0.0169384	0.0238238	0.0208705	0.0218303	0.0333243	0.0581147	0.0500155	0.0573373	0.0730575	0.0598896	0.0537344	0.0488643	0.0567268	0.0537973	0.0521419	0.0523682	0.0476254	0.0549427	0.0307135
</S>	0.0224393	0.00608796	0.00301025	0.00214266	0.00264406	0.00228979	0.00279438	0.00374916	0.00429182	0.00265643	0.00352832	0.00214448	0.0023892	0.00460014	0.00441136	0.00202436	0.00190061	0.00975035	0.00733867	0.0185353	0.043235	0.049798	0.05027	0.0673271	0.0706685	0.0830319	0.0853234	0.123981	0.110039	0.106172	0.101426
