 	a66	a87	a79	a12	a61	a75	a85	a37	a5	a36	a75	a56	a43	a75	a47	a21	a5	a75	a92	a21	a12	a18	a93	a94	a56	a44	a34	a75	a6	a36	a27	a57	a87	a97	a99	a97	</S>
cette	0.0355681	0.0692382	0.075412	0.04148	0.0613579	0.0536106	0.0360756	0.0197914	0.0211617	0.0127156	0.00956485	0.00862642	0.00698086	0.00996309	0.0102437	0.0136973	0.0258261	0.0188569	0.0342891	0.0312575	0.0454574	0.0356761	0.0345102	0.0330436	0.0149907	0.0102521	0.0132054	0.00909483	0.0129637	0.0165488	0.0178371	0.021999	0.0267018	0.0244906	0.0258788	0.0170554	0.0445776
manière	0.00509819	0.00733666	0.00809024	0.020528	0.0369146	0.0858199	0.104475	0.0903043	0.105142	0.0645948	0.090399	0.0631377	0.0543468	0.0569573	0.0323581	0.0160946	0.00770006	0.0147674	0.0136281	0.00682094	0.0128193	0.0230473	0.0189856	0.0172722	0.00954471	0.00196471	0.00194365	0.00149021	0.00219592	0.00115939	0.00244846	0.00273035	0.00353153	0.00457387	0.00492265	0.00516587	0.00169049
de	0.0670093	0.045311	0.0259341	0.0196775	0.0273242	0.0217025	0.0251532	0.0323834	0.0311114	0.0421963	0.0308662	0.025725	0.0270595	0.0216378	0.0275477	0.0196902	0.0171234	0.00829871	0.00615892	0.00950763	0.00768624	0.00548412	0.00697268	0.00519346	0.012054	0.0219985	0.0132875	0.0275794	0.022145	0.0365244	0.0308668	0.0528285	0.0253189	0.0296606	0.0395802	0.0776472	0.0537545
préparer	0.0540494	0.0300682	0.0201153	0.00721958	0.0056944	0.00368995	0.00330556	0.00332917	0.00433854	0.00798084	0.00882198	0.0142134	0.0218957	0.0254434	0.0607931	0.0785665	0.0842328	0.0620043	0.0577874	0.07464	0.0950052	0.0522713	0.0301455	0.0269721	0.0143646	0.0144479	0.00931878	0.0117022	0.0147305	0.0155452	0.00867462	0.0139722	0.0157038	0.0139528	0.0130079	0.0150238	0.00697183
le	0.0477176	0.0371331	0.0249589	0.0265227	0.0369172	0.0349321	0.0397917	0.0366141	0.0403643	0.0414056	0.04361	0.0423966	0.0551989	0.0681539	0.0693432	0.0627117	0.044242	0.0471244	0.0275335	0.0264883	0.0211581	0.0121121	0.00843034	0.00669729	0.00533886	0.00329942	0.00266702	0.00395187	0.00474985	0.00522205	0.00331114	0.0047166	0.00645202	0.00684214	0.0118859	0.0218889	0.0181167
poulet	0.0456241	0.0340857	0.0224986	0.0142024	0.0103588	0.00932278	0.00736229	0.00824221	0.00952972	0.0141343	0.0146007	0.0203943	0.023926	0.0230181	0.0183319	0.0278432	0.0323027	0.0264393	0.0227074	0.0310954	0.0387843	0.0347712	0.0349572	0.0149682	0.0210419	0.0297386	0.0198942	0.0227826	0.029064	0.0453446	0.0325117	0.0503413	0.0219445	0.0348393	0.0416812	0.069104	0.0422112
donne	0.0330791	0.0257135	0.0203334	0.0184022	0.0143846	0.0116868	0.00946977	0.0110881	0.0170333	0.022606	0.0271553	0.0485128	0.0517391	0.0371681	0.0317813	0.0210511	0.0217791	0.015364	0.013609	0.0171273	0.0142987	0.0127654	0.0215638	0.0164207	0.0236952	0.0294705	0.0206712	0.023015	0.0447288	0.0514322	0.025325	0.0417322	0.0135164	0.035872	0.0342666	0.0452574	0.0768851
de	0.0322425	0.0295705	0.0208853	0.0155291	0.011531	0.00723097	0.00494663	0.00364881	0.00330465	0.00395022	0.00401054	0.00891189	0.0102634	0.00821632	0.0119746	0.0108838	0.015663	0.0115076	0.0257124	0.0305376	0.0297876	0.0253413	0.0344619	0.0279199	0.0325029	0.0389591	0.0363302	0.0414156	0.040675	0.0629928	0.0442237	0.0601512	0.0411541	0.0539144	0.04652	0.0453347	0.0677948
l'	0.0296099	0.0244848	0.0179546	0.0231814	0.0231579	0.0229153	0.0248243	0.0259936	0.0224347	0.0148394	0.0162401	0.0182984	0.0194815	0.0150267	0.0165382	0.0121608	0.00942931	0.00906003	0.0113049	0.0144452	0.0127834	0.0115995	0.0188162	0.0129969	0.0114162	0.0200098	0.0214187	0.0222864	0.0632804	0.0573187	0.0483297	0.0415831	0.0429015	0.039665	0.0553411	0.0759201	0.0729518
appetit	0.0278575	0.0415059	0.0383252	0.0442343	0.0398363	0.0378968	0.0261208	0.021384	0.0201304	0.0140847	0.0156291	0.0181231	0.0203933	0.0172443	0.0201568	0.0148897	0.0117602	0.0108739	0.0106584	0.0162024	0.0127517	0.0117825	0.0161888	0.0105082	0.0105342	0.0100802	0.0120182	0.0102804	0.0461841	0.0336073	0.0302211	0.0316742	0.0568616	0.0593753	0.0503115	0.0476503	0.0826628
</S>	0.0200067	0.0288561	0.029855	0.0194442	0.0267173	0.0221829	0.0174542	0.00972496	0.0110467	0.00827631	0.0077096	0.00853296	0.008497	0.00908368	0.013465	0.0119056	0.0162259	0.0124595	0.0143538	0.0180248	0.0135441	0.00976962	0.0173228	0.0151625	0.0191828	0.0153691	0.0270274	0.0168997	0.0565886	0.0521157	0.0459551	0.0463542	0.0522851	0.0593721	0.056211	0.0483406	0.134678
