 	a58	a9	a97	a3	a9	a83	a99	a31	a83	a90	a25	a70	a66	a61	a66	a38	a11	a96	a34	a0	a62	a34	a75	a85	a37	a83	a38	a27	a57	a87	a23	a9	</S>
j'	0.0158356	0.0152376	0.0305718	0.0290858	0.0378308	0.0397107	0.0227903	0.0376707	0.0246882	0.0240919	0.0185082	0.0147885	0.0217624	0.00865127	0.00610395	0.00633783	0.00982964	0.00831584	0.0134389	0.0100602	0.00808422	0.0110997	0.021516	0.0439011	0.0415185	0.0430321	0.0363144	0.0436519	0.0573322	0.0529423	0.0565148	0.0567209	0.132062
ai	0.0488912	0.0315008	0.0384009	0.0318423	0.0433117	0.0302129	0.0504001	0.0352104	0.0378044	0.0473944	0.0415717	0.0366577	0.0394206	0.0258075	0.0227358	0.0292937	0.0313786	0.0293515	0.0362076	0.0288859	0.0286244	0.0304813	0.0233304	0.0193914	0.0335719	0.0197784	0.0189262	0.014069	0.0126173	0.0155017	0.0178584	0.0274371	0.0221326
gardé	0.0211006	0.0178978	0.0278117	0.0229141	0.0312725	0.0160996	0.0185061	0.0296864	0.0196674	0.0303433	0.0350751	0.0278195	0.0411363	0.0271859	0.0177479	0.0184661	0.0177226	0.0270362	0.0431784	0.0226822	0.0181108	0.0352395	0.0285944	0.0279599	0.0305334	0.0201413	0.0309406	0.03505	0.0501281	0.0742128	0.0445741	0.0568549	0.0343105
un	0.0891423	0.0334241	0.00969726	0.0130767	0.0127022	0.0106083	0.013395	0.00887517	0.00704566	0.00933043	0.00369809	0.00491478	0.00596547	0.0154653	0.0314603	0.0390277	0.0503932	0.0485539	0.0673043	0.0469794	0.0648817	0.037451	0.0418804	0.0302599	0.0341159	0.0400943	0.0304773	0.0336056	0.0334322	0.0362259	0.0305923	0.0408643	0.0250596
morceau	0.0585758	0.0488981	0.028796	0.031873	0.0178287	0.0259524	0.0182908	0.0174581	0.0261762	0.0268624	0.0216596	0.0209317	0.0197736	0.0470408	0.0267171	0.024888	0.0244013	0.0177918	0.016158	0.0127853	0.0144232	0.010019	0.0068207	0.0284776	0.0348038	0.0453863	0.0459386	0.0421307	0.0500255	0.0551159	0.0454318	0.0598361	0.0287321
de	0.187038	0.0790961	0.0252861	0.0173395	0.0143855	0.00621925	0.0122765	0.00835337	0.00493219	0.00459314	0.00185123	0.00187747	0.00357764	0.00952265	0.0104897	0.00681458	0.00927513	0.00760366	0.0105444	0.0119505	0.0218366	0.0099094	0.00874636	0.0208721	0.0300101	0.059118	0.0524474	0.0580134	0.0540615	0.0547987	0.0635859	0.0940985	0.0394753
goudron	0.12135	0.0820863	0.036573	0.0291401	0.0239233	0.0153509	0.0180997	0.0298914	0.0290782	0.0320269	0.0188559	0.00904292	0.0147866	0.0169064	0.0095418	0.0150698	0.0189101	0.0126071	0.0150846	0.0215288	0.02158	0.024403	0.011447	0.0402614	0.0208998	0.0369495	0.0350184	0.0408708	0.0450618	0.0448007	0.0375572	0.0525988	0.018697
dans	0.0770261	0.0234485	0.0108866	0.0107083	0.0123755	0.00650921	0.0131385	0.012181	0.00721416	0.00748622	0.00455296	0.00491699	0.0093035	0.0124313	0.0134252	0.00747436	0.011433	0.0115616	0.013744	0.0212153	0.0356156	0.0292533	0.0394195	0.0506696	0.0872465	0.0928121	0.0773619	0.0811465	0.0554702	0.0536154	0.0430879	0.0470562	0.0162129
une	0.0250771	0.0117268	0.00490859	0.00547016	0.00556311	0.00336012	0.00584196	0.00579864	0.00444393	0.0052656	0.00436739	0.00485878	0.00783794	0.0189058	0.0198676	0.0207405	0.0241387	0.0281876	0.0305002	0.0316397	0.0329171	0.0332577	0.0417225	0.0687284	0.0862909	0.106127	0.0869379	0.0758211	0.0534801	0.0498695	0.0310261	0.0398186	0.0255032
boite	0.0220924	0.00967722	0.00566767	0.00305863	0.00503253	0.00239105	0.00474985	0.00360054	0.00342038	0.00335835	0.00248322	0.00329984	0.00281137	0.00948499	0.0160277	0.0323628	0.0558225	0.0510394	0.0662592	0.0626832	0.0674476	0.0495458	0.0452686	0.0676965	0.0751048	0.0545933	0.048571	0.039408	0.0367082	0.0367262	0.0280087	0.0696314	0.0159668
</S>	0.00460121	0.00155176	0.00110279	0.000637684	0.000833215	0.00063108	0.00115884	0.00169134	0.00149053	0.00134722	0.00157204	0.00219199	0.00161388	0.00283492	0.00249467	0.00233372	0.00371914	0.00409202	0.00522414	0.0072914	0.0134479	0.0116742	0.0277408	0.0652383	0.0937329	0.119436	0.114341	0.133603	0.0949885	0.0990154	0.0777801	0.0736715	0.0269163
