 	a87	a23	a97	a87	a23	a62	a83	a24	a62	a70	a75	a70	a61	a31	a0	a11	a21	a85	a25	a44	a93	a90	a94	a76	a35	a90	a56	a70	a62	a21	a85	a27	a11	a75	a90	a96	a83	a44	a2	a57	a87	a23	a97	a82	</S>
edzunza	0.035031	0.0488259	0.022572	0.0378647	0.0222866	0.0325499	0.0191487	0.0291809	0.0150985	0.0157852	0.00823297	0.0157287	0.0125878	0.0126095	0.0133108	0.0150058	0.0178998	0.0137139	0.00862554	0.00691767	0.00757588	0.0114416	0.00921748	0.0111108	0.0154648	0.0242017	0.0392466	0.0183789	0.0275076	0.0248886	0.0144179	0.0105254	0.0295335	0.0445537	0.044958	0.0332555	0.0259758	0.0226273	0.0160043	0.0215967	0.0267155	0.0171844	0.0250536	0.0259425	0.049646
est	0.0292955	0.0261599	0.0296806	0.0328053	0.0257115	0.0138584	0.00739117	0.0104838	0.0109716	0.0107767	0.00997977	0.00707562	0.0165325	0.016568	0.0158497	0.0315679	0.0260594	0.0361929	0.0485827	0.0298941	0.0342508	0.0211526	0.0312856	0.0494225	0.0334859	0.0221705	0.0178583	0.022592	0.0115986	0.0123083	0.0136453	0.00792601	0.0131012	0.0105831	0.0149981	0.01688	0.0269366	0.0202572	0.0254081	0.0258366	0.0270627	0.0265613	0.0242467	0.0274575	0.0275373
un	0.048509	0.024151	0.0223845	0.0229157	0.0216849	0.0148899	0.0126753	0.0222588	0.0234041	0.0187549	0.0195556	0.0122381	0.0178463	0.0242016	0.0164841	0.0257185	0.0209598	0.0254496	0.0245602	0.0258394	0.028795	0.0367682	0.0561297	0.111927	0.087907	0.0631878	0.04373	0.0233349	0.0145685	0.015581	0.0123276	0.00615731	0.00505769	0.00326149	0.00289636	0.0034127	0.00343957	0.00235967	0.00428541	0.00451733	0.00496428	0.00624541	0.00515928	0.00504316	0.00446244
poisson	0.063144	0.0228156	0.0101652	0.00934722	0.0308033	0.0115305	0.0501639	0.0204508	0.0544262	0.0237624	0.0224931	0.0347388	0.00984169	0.0133356	0.0230313	0.00697012	0.0133607	0.0133302	0.0398217	0.0367236	0.0726914	0.0353021	0.062382	0.0282056	0.0302263	0.0258486	0.0285378	0.0287564	0.0244992	0.0198556	0.0192472	0.0324071	0.0123794	0.00971691	0.00784498	0.010547	0.00300823	0.00453621	0.00399777	0.00539726	0.00497072	0.00411149	0.00539767	0.00412505	0.00575198
qu'	0.0973261	0.0459284	0.0466282	0.0343567	0.0179703	0.0121344	0.01748	0.0139924	0.0154227	0.0205798	0.0227209	0.024539	0.0248236	0.034199	0.0437897	0.0290628	0.0410688	0.0397975	0.0486085	0.0288726	0.0250633	0.0149594	0.0197407	0.0129518	0.00903887	0.0105223	0.00695142	0.00452419	0.00461042	0.00471857	0.0040739	0.00635539	0.00303329	0.00579323	0.00568039	0.00801126	0.00729537	0.0152912	0.0111749	0.0134208	0.0176079	0.0267596	0.0223046	0.0325028	0.0483131
on	0.0942485	0.0317651	0.0240641	0.020399	0.0101252	0.0120174	0.0107404	0.0179431	0.0191132	0.0176323	0.020553	0.0129091	0.0209258	0.0326814	0.023619	0.0532433	0.044649	0.0573646	0.0309876	0.0246716	0.0251709	0.023084	0.0239705	0.0169356	0.0128475	0.0118155	0.00810327	0.00579308	0.00694191	0.00868825	0.0120779	0.0143337	0.00754063	0.0196962	0.0194453	0.0185818	0.0260572	0.0145307	0.014944	0.0179221	0.0251115	0.0280673	0.0229884	0.023605	0.0120948
trouve	0.0358092	0.0191661	0.0249189	0.0238055	0.0143402	0.0140301	0.00812456	0.0163848	0.0103857	0.0132256	0.0159047	0.00950835	0.0134515	0.0190433	0.0183198	0.021225	0.0272369	0.0407309	0.034456	0.0374909	0.044103	0.0645253	0.0492148	0.0484728	0.0383665	0.0260466	0.0135179	0.00948208	0.00925692	0.0126174	0.018089	0.0275322	0.0138676	0.0222374	0.0171312	0.0194815	0.0179444	0.0129565	0.0112932	0.0140479	0.0155785	0.0221541	0.0123175	0.0203926	0.0218153
dans	0.0200218	0.0148295	0.0193386	0.0280007	0.0210247	0.0165682	0.0104926	0.0207025	0.0117615	0.0143707	0.0125676	0.00796701	0.0112565	0.012496	0.011667	0.0134547	0.017057	0.0205239	0.0129885	0.013203	0.0108503	0.0155905	0.0164175	0.0173057	0.0184357	0.0147337	0.013821	0.0126338	0.0181414	0.0170835	0.0134297	0.022208	0.0208744	0.0328973	0.0310209	0.0502125	0.0491292	0.0459852	0.0217952	0.033677	0.0364311	0.037115	0.0284851	0.0423238	0.0691101
le	0.0508522	0.0308695	0.0241401	0.0190544	0.00985954	0.00921156	0.00594088	0.00893843	0.00511615	0.00867131	0.00615303	0.00666328	0.00878553	0.0139813	0.00606321	0.00725776	0.00909154	0.00785644	0.0128593	0.00949261	0.00882074	0.00936095	0.0131232	0.00874028	0.00727534	0.00786761	0.00756687	0.00826174	0.01675	0.0131328	0.0113486	0.0112948	0.00629478	0.0129465	0.0242833	0.0236042	0.0566073	0.0476262	0.0420101	0.0541885	0.0678084	0.0609826	0.0606931	0.0794018	0.0791521
ruisseau	0.0321798	0.0122998	0.0109139	0.00905219	0.0131391	0.00617199	0.00794809	0.0130201	0.00887848	0.0158334	0.0161255	0.0119301	0.0119914	0.020031	0.0122089	0.010894	0.014335	0.013419	0.0224603	0.0216825	0.0157602	0.0248885	0.0303697	0.0240352	0.0224286	0.022429	0.0152096	0.0130893	0.0123342	0.0140636	0.0144973	0.0180167	0.00953154	0.0182255	0.0246695	0.0287369	0.032514	0.0286044	0.0268743	0.0393055	0.0541621	0.064374	0.0490542	0.0734581	0.0388533
vouma	0.040766	0.0261958	0.0234526	0.0230695	0.0330719	0.0167263	0.0211601	0.0274699	0.0177505	0.0267024	0.0232568	0.0236829	0.0170311	0.0197409	0.0122475	0.00895233	0.0141566	0.0115711	0.0182484	0.0119233	0.0144784	0.0160244	0.0247694	0.0247563	0.0199423	0.0244545	0.0241894	0.0197926	0.019912	0.0218717	0.0162478	0.0163109	0.00708647	0.00921839	0.012963	0.0152662	0.0183505	0.0143617	0.0135595	0.0200413	0.0345709	0.0534758	0.0372376	0.0636565	0.0402866
pendant	0.0814989	0.0431559	0.0252036	0.0181181	0.00562537	0.00723503	0.00625111	0.00686694	0.00431581	0.00691307	0.00502376	0.00647154	0.00942594	0.0171714	0.0075835	0.0160059	0.0132853	0.0134382	0.0124832	0.00388596	0.00462131	0.00242625	0.00570873	0.00376401	0.00268216	0.00783643	0.00599095	0.00503011	0.00577863	0.00655009	0.00682883	0.00779771	0.00317921	0.00967202	0.0189898	0.0231361	0.045539	0.028928	0.0249412	0.0421604	0.0758574	0.0717452	0.0853326	0.0997996	0.0957458
