 	a23	a85	a87	a23	a38	a98	a71	a53	a98	a66	a76	a73	a94	a84	a11	a94	a21	a47	a88	a71	a25	a87	a23	a53	a94	a41	a31	a32	a24	a41	a66	a76	a41	a26	a62	a98	a83	a9	a87	</S>
il	0.0576729	0.0767953	0.0373446	0.0337045	0.0594447	0.0416431	0.0433787	0.0555359	0.0379932	0.0418037	0.0494967	0.0251144	0.0275641	0.0220756	0.0232723	0.0205391	0.0170945	0.0181085	0.0170593	0.0147582	0.0195572	0.0205822	0.0186867	0.0158374	0.0187772	0.016364	0.0134321	0.0102437	0.00658954	0.00797488	0.00947031	0.00670307	0.00913529	0.0232969	0.00986895	0.00495539	0.0119336	0.0115587	0.00873095	0.0359023
faut	0.00518127	0.00545319	0.00470159	0.00428602	0.0116629	0.00629329	0.0110051	0.0110867	0.00937409	0.0168105	0.0186165	0.0292835	0.0232418	0.034282	0.0681498	0.0430664	0.0452652	0.0857834	0.104416	0.0692786	0.0635155	0.0394535	0.0455277	0.0184751	0.0137545	0.00869178	0.00918107	0.0139325	0.0121197	0.0122786	0.0195852	0.0169834	0.0180047	0.00989021	0.0128338	0.0122269	0.0133413	0.0145968	0.020498	0.0178713
faire	0.0100828	0.00529074	0.00441095	0.00175848	0.00179322	0.00148698	0.00173126	0.00240925	0.00209622	0.00266663	0.00337703	0.00645364	0.00416888	0.00513881	0.00795195	0.00388869	0.00862839	0.0164892	0.0311588	0.0309605	0.0281307	0.0128076	0.00945397	0.00425292	0.00277489	0.00168041	0.00174489	0.00303208	0.00457168	0.0103327	0.00954944	0.0194398	0.050418	0.041509	0.0631777	0.117087	0.10811	0.0816808	0.157318	0.120986
attention	0.0368578	0.0240433	0.0240955	0.021273	0.00787138	0.020556	0.0206135	0.015324	0.0227427	0.0247715	0.0286443	0.0346482	0.0188712	0.0168824	0.0181151	0.0171475	0.0180477	0.0154589	0.0372905	0.0480189	0.0474647	0.0810724	0.0597071	0.0483021	0.0421872	0.0159258	0.0247885	0.0431587	0.0227799	0.025768	0.0161659	0.0140558	0.0135433	0.0174922	0.010343	0.00680978	0.0101149	0.00762051	0.0073675	0.0140593
à	0.0429889	0.0124932	0.0164912	0.011139	0.00908746	0.00710367	0.00576296	0.00939035	0.0103914	0.0132047	0.0137775	0.0224935	0.0109774	0.00856441	0.00997052	0.0121818	0.0128533	0.0108391	0.0210434	0.0164758	0.028191	0.0215506	0.0197555	0.0181686	0.0170546	0.0134109	0.0210636	0.0302643	0.0635882	0.060401	0.0250323	0.0348688	0.0922897	0.0409602	0.0434409	0.051496	0.0366219	0.0307708	0.0452214	0.0286201
ce	0.111068	0.0393415	0.0194837	0.00717957	0.00635169	0.00589244	0.00463627	0.00426766	0.00427401	0.0082058	0.00737533	0.0155544	0.00885918	0.00832007	0.00910366	0.011526	0.0132882	0.0143463	0.0163174	0.0241212	0.0199825	0.0210158	0.0148486	0.0270975	0.0203254	0.0129597	0.0164742	0.029459	0.0582598	0.0358569	0.0251824	0.0288488	0.0421054	0.0284542	0.0377045	0.0424294	0.048578	0.0464229	0.0664651	0.0380172
que	0.0844012	0.0252649	0.0115983	0.00369141	0.00332684	0.00540679	0.00531831	0.00526632	0.0152376	0.0225796	0.0293216	0.040184	0.0203693	0.0191549	0.0312025	0.0243422	0.0198601	0.0256842	0.0332479	0.0583731	0.0362785	0.0214288	0.0142025	0.0228241	0.0098972	0.00959953	0.0145622	0.0267991	0.0199345	0.0198666	0.0190781	0.0166081	0.0241566	0.0213298	0.0240271	0.0292937	0.044465	0.0445152	0.0664562	0.0308462
l'	0.0844537	0.0300808	0.0210796	0.00986995	0.010465	0.0070513	0.00773338	0.0060963	0.00665204	0.00454282	0.0105769	0.0129177	0.00685212	0.00342218	0.00598045	0.00323799	0.00257605	0.00526687	0.00708951	0.012979	0.0199149	0.0202539	0.0182782	0.0129377	0.0445783	0.0247112	0.0208398	0.0133747	0.0309002	0.0242738	0.0205526	0.0334523	0.048599	0.0748635	0.0612674	0.0623442	0.0677764	0.055375	0.063954	0.0228291
on	0.0354478	0.0266165	0.0170706	0.0136542	0.0134907	0.0150212	0.0144665	0.00873715	0.0107579	0.015706	0.0129673	0.0138242	0.0109041	0.0134885	0.0141	0.00809564	0.00537781	0.0160728	0.0189006	0.0294534	0.0297778	0.0209364	0.0175767	0.0153196	0.0095826	0.00608389	0.0101832	0.0158728	0.0192308	0.017232	0.0167078	0.0173548	0.0390778	0.0531027	0.0453741	0.0518641	0.075468	0.0638185	0.0812406	0.0800431
vous	0.0643192	0.0491691	0.0310272	0.0152948	0.0284659	0.0113351	0.0062228	0.010398	0.0119726	0.0155167	0.0154539	0.0118973	0.00942676	0.0126923	0.0107751	0.00614452	0.00451497	0.00736023	0.0103654	0.0123071	0.016819	0.0145353	0.0125628	0.00985784	0.00828505	0.0070815	0.0130742	0.0148963	0.0208004	0.017407	0.0153926	0.0145464	0.0362146	0.0323746	0.0362797	0.0565178	0.0628748	0.0654849	0.086843	0.113493
dit	0.0700809	0.0553791	0.0330197	0.0214379	0.0383261	0.0103739	0.00659027	0.00688492	0.00744591	0.0105342	0.00990611	0.00881099	0.00549475	0.0064808	0.0056952	0.00722694	0.00971973	0.0129285	0.0134648	0.0159609	0.0202893	0.0135135	0.0105657	0.00532245	0.006418	0.00588198	0.0132385	0.012302	0.0131016	0.0149163	0.0239018	0.0180144	0.0413125	0.0508836	0.038184	0.0566401	0.0499503	0.05823	0.0782811	0.113291
</S>	0.0595119	0.0389584	0.00985307	0.00473229	0.00676768	0.00294297	0.00224358	0.0026535	0.00335789	0.00468232	0.005424	0.00397512	0.00392845	0.00391094	0.00591706	0.00631691	0.00573934	0.00577547	0.00671122	0.00673584	0.00659803	0.00804514	0.00805362	0.00951012	0.0100068	0.00736603	0.0085117	0.0160623	0.0399417	0.0270255	0.0424476	0.0398691	0.0616075	0.0882231	0.0712306	0.0536101	0.0659172	0.0946065	0.0621812	0.0890481
