 	a84	a87	a10	a87	a30	a10	a83	a53	a15	a98	a79	a56	a43	a75	a5	a36	a11	a88	a24	a88	a71	a38	a93	a96	a34	a96	a0	a21	a12	a96	a70	a13	a3	a87	a23	a99	a97	</S>
notre	0.0243272	0.0381897	0.0360916	0.0555514	0.0599953	0.0624677	0.0494296	0.0518601	0.0389223	0.0305215	0.0214678	0.0203457	0.0203924	0.0136737	0.0199361	0.0178104	0.0182082	0.0132608	0.0109486	0.00897786	0.0138024	0.0105675	0.0127845	0.00897737	0.00590803	0.00770456	0.0115853	0.0120881	0.0210425	0.0225307	0.030681	0.0311396	0.032483	0.0273012	0.040043	0.0347705	0.0242294	0.0399834
mère	0.00155204	0.00244413	0.00510571	0.00481063	0.00829986	0.022213	0.0516877	0.0447483	0.0651518	0.0462658	0.0216381	0.0429629	0.0407731	0.0422346	0.119089	0.198688	0.125739	0.0624564	0.0358974	0.0158655	0.00534704	0.00412282	0.00197022	0.0015627	0.0014871	0.00240077	0.00146062	0.000938886	0.00189834	0.00183918	0.00212249	0.00423283	0.00198355	0.00120002	0.00250286	0.00202106	0.00325735	0.00202892
a	0.0249137	0.0303268	0.0388741	0.0448296	0.0468429	0.0479356	0.0564885	0.0709462	0.0443171	0.0699836	0.0333379	0.0191607	0.026128	0.0327353	0.0268349	0.0671313	0.0316845	0.035354	0.0559346	0.0396618	0.0189706	0.0160225	0.00629051	0.00423239	0.00276608	0.00344597	0.00656977	0.00533243	0.0057949	0.00428569	0.00419246	0.00649608	0.00490041	0.0088345	0.0109112	0.0139269	0.0165191	0.0170875
attrapé	0.0315421	0.0149009	0.0126184	0.0124929	0.0143115	0.0193164	0.0370347	0.0419099	0.0353363	0.0702499	0.0318357	0.0671836	0.0684074	0.0297817	0.0199259	0.0323033	0.0196524	0.0150233	0.0157797	0.017051	0.0105606	0.0181282	0.0115736	0.0303379	0.013779	0.0133543	0.0110716	0.0088681	0.0103828	0.0149671	0.0136922	0.0170615	0.0159761	0.026608	0.0329567	0.031174	0.0332973	0.0795543
une	0.0234989	0.0128348	0.00891038	0.00764754	0.0111835	0.020525	0.0145135	0.0192361	0.0184244	0.0363524	0.0248976	0.0205551	0.0229482	0.0172363	0.0151435	0.0232187	0.0279997	0.0324383	0.0273034	0.039659	0.0316622	0.0393859	0.0416271	0.0345303	0.0339931	0.0301433	0.0210297	0.0427686	0.0299018	0.0271788	0.027707	0.0284979	0.030788	0.0265602	0.0317163	0.031651	0.0325696	0.0337627
grenouille	0.0244241	0.0203412	0.0147461	0.0194329	0.0209627	0.02387	0.0172162	0.0173726	0.0161829	0.0372616	0.0335691	0.041668	0.0468569	0.0308425	0.0341422	0.0387423	0.0619595	0.0554007	0.0538934	0.0558201	0.0358018	0.0344705	0.0174327	0.0147056	0.0138204	0.0142173	0.0132894	0.0176244	0.0121157	0.0112111	0.0115575	0.0146453	0.0154765	0.0132818	0.0248419	0.0242379	0.0258146	0.0207503
dans	0.0313525	0.0249865	0.0228468	0.0268436	0.0171228	0.0164516	0.00994456	0.0115917	0.00790292	0.0252531	0.0155697	0.0198194	0.0285316	0.0118995	0.01592	0.0215283	0.0371186	0.0288864	0.0207955	0.0202172	0.0143104	0.0285852	0.0222678	0.0138224	0.00947924	0.010454	0.0151341	0.0204183	0.0202532	0.0326533	0.0339573	0.0213674	0.0371113	0.0485874	0.0668625	0.063252	0.0520774	0.0748244
l'	0.102537	0.0453254	0.0336951	0.0455286	0.0191058	0.0123961	0.00911683	0.00779398	0.0154756	0.0164266	0.0154818	0.0221695	0.0271441	0.0306519	0.0394859	0.0291969	0.0264806	0.0278604	0.0266607	0.0236566	0.0282924	0.0347891	0.0221943	0.0294677	0.00798682	0.0101325	0.00599504	0.00895827	0.00402354	0.00698745	0.00658114	0.0152385	0.00740769	0.0223222	0.0606132	0.0504725	0.0590974	0.0432515
étang	0.0496788	0.0341738	0.0270795	0.030753	0.0191935	0.0123817	0.00782636	0.00705609	0.0062818	0.00721335	0.00653871	0.0144438	0.0114837	0.0122684	0.0115548	0.0143131	0.018801	0.0191563	0.0195391	0.0231249	0.0232941	0.0370226	0.0217307	0.0296289	0.0151685	0.0144348	0.0138323	0.0222202	0.0128654	0.0201563	0.026872	0.0511832	0.0385872	0.0339767	0.0936102	0.0736953	0.077857	0.0410026
où	0.0499388	0.0295222	0.0258346	0.0203916	0.0163489	0.0122782	0.0134004	0.0112162	0.0149606	0.0190714	0.0247197	0.0289977	0.0341852	0.0363049	0.0228723	0.0322177	0.0195417	0.0155246	0.0168382	0.0101721	0.00938141	0.0118966	0.0123825	0.00998147	0.0058252	0.00521792	0.00609284	0.00688945	0.00848256	0.0171009	0.0315192	0.0160508	0.0300158	0.0470157	0.0798847	0.0584483	0.0630672	0.12641
elle	0.0715225	0.0472112	0.0387395	0.0399223	0.0238161	0.0215126	0.017033	0.0199824	0.0151831	0.0149124	0.0156144	0.0164658	0.0155211	0.0123751	0.0101388	0.0117697	0.0136161	0.0120252	0.0163961	0.0175263	0.0200997	0.0288187	0.018366	0.0186036	0.0103643	0.0107516	0.0139043	0.012354	0.0145129	0.0157144	0.0245518	0.0247474	0.0322997	0.0379542	0.0588206	0.0548103	0.0591724	0.0928706
trempe	0.0312803	0.0398057	0.048168	0.0386436	0.0245024	0.0203891	0.0273248	0.0244798	0.0358482	0.0199343	0.0323049	0.0325251	0.026498	0.0325341	0.0242909	0.0253346	0.0154293	0.0152864	0.0182778	0.0142278	0.0129915	0.018876	0.0148841	0.0132972	0.00811262	0.00916356	0.0086373	0.0108469	0.00856742	0.0117423	0.0199745	0.0142319	0.0256108	0.028048	0.0494726	0.0443818	0.0520364	0.10204
