 	a23	a87	a10	a82	a99	a83	a62	a12	a96	a18	a44	a56	a96	a70	a62	a12	a94	a70	a18	a56	a94	a11	a54	a36	a7	a4	a58	a84	a82	a87	a23	a87	a23	a87	a23	a87	a97	</S>
j'	0.0834792	0.112692	0.0645721	0.123153	0.0708815	0.0270039	0.0383625	0.0154696	0.0126529	0.00821575	0.00771155	0.00571657	0.0050851	0.00397438	0.00540283	0.0069846	0.00705718	0.00556298	0.00552817	0.00611854	0.00936824	0.0347833	0.0350676	0.0245937	0.0304994	0.0219991	0.0224086	0.0247503	0.0149655	0.0116659	0.0112526	0.018742	0.0170343	0.016619	0.0124274	0.0185761	0.0227103	0.0369126
ai	0.0228067	0.0177355	0.0211259	0.0266284	0.0337064	0.0286642	0.0328752	0.0401615	0.0378416	0.0311756	0.0460982	0.0288215	0.0252137	0.0393697	0.0263202	0.0482034	0.0533961	0.0314768	0.0297418	0.0459817	0.0332623	0.0157806	0.0169684	0.0212702	0.0141549	0.0237727	0.0211333	0.0295581	0.0173307	0.0158079	0.0167126	0.0191375	0.0171104	0.0130955	0.0132236	0.00986461	0.0140714	0.0204008
abattu	0.0188113	0.0243002	0.0150764	0.0139845	0.0168545	0.0195029	0.0244509	0.042344	0.0317583	0.0439823	0.0460572	0.0469629	0.050417	0.051615	0.024503	0.0263444	0.0144261	0.00750693	0.0116093	0.0188528	0.0259698	0.0204943	0.0247287	0.0321127	0.0369568	0.01882	0.0216743	0.0235453	0.0204	0.014933	0.0159024	0.0187139	0.0237529	0.0228277	0.0256265	0.0349867	0.0388288	0.030366
l'	0.0503048	0.0255638	0.0190182	0.0161617	0.00783629	0.00886523	0.0172488	0.0126137	0.0159179	0.0183959	0.0201092	0.0169671	0.0168261	0.011544	0.016851	0.024934	0.0339885	0.0548654	0.0578279	0.0516744	0.0493077	0.0266325	0.0260795	0.0295965	0.0168985	0.02123	0.0226663	0.0229581	0.0198246	0.0250053	0.0392442	0.0274861	0.0279497	0.030842	0.0306667	0.0263155	0.0328854	0.0268976
arbre	0.0452872	0.0261062	0.0349541	0.0306967	0.0215741	0.0234159	0.0322459	0.0215461	0.0232865	0.0303724	0.025026	0.032054	0.0539493	0.0337571	0.030203	0.0245713	0.0238145	0.0361234	0.018768	0.0159754	0.0169345	0.0174142	0.0263086	0.0388017	0.0500058	0.0122064	0.0279078	0.0106681	0.0118355	0.013494	0.0214894	0.0201899	0.0192699	0.0311326	0.020621	0.040841	0.0182118	0.0189411
yanza	0.0717379	0.0769895	0.0639456	0.0693121	0.0336451	0.0352576	0.0706952	0.0466651	0.03391	0.0176822	0.021595	0.0123836	0.00842846	0.00468474	0.00429865	0.00655792	0.00417198	0.0102491	0.00557741	0.00430002	0.0049383	0.0125771	0.0115531	0.0130687	0.0102101	0.0114772	0.0113438	0.00873924	0.00870349	0.0124971	0.0260721	0.0195674	0.026044	0.0396117	0.0376933	0.0413666	0.0453924	0.0570575
dans	0.0455761	0.0518169	0.0396017	0.0445674	0.0347411	0.0324212	0.0326998	0.030815	0.0249966	0.00977381	0.0115012	0.0105154	0.0119882	0.011285	0.0150652	0.0238334	0.0300621	0.0272601	0.0208347	0.0224208	0.0211376	0.0247603	0.0207044	0.020147	0.0171278	0.0172763	0.0165822	0.0244829	0.0282144	0.0274939	0.0329966	0.0267544	0.0367435	0.0336576	0.0304202	0.0327949	0.0220946	0.0348356
la	0.0588673	0.0451028	0.0296113	0.0208568	0.0123358	0.00878737	0.00926319	0.0134311	0.0147416	0.0122557	0.0105872	0.0135025	0.0138796	0.0123109	0.0119683	0.0131383	0.0140186	0.010267	0.00730579	0.00903718	0.00806964	0.00907179	0.0119644	0.0162402	0.0210364	0.0172415	0.0229328	0.0234164	0.0418567	0.0438961	0.0471492	0.0274821	0.0369646	0.0442556	0.0611946	0.0681144	0.0639409	0.0939044
forêt	0.051116	0.0368563	0.0269858	0.0237715	0.0238538	0.021095	0.0192261	0.019613	0.0175766	0.0121831	0.0134866	0.0114391	0.010253	0.00943429	0.0116506	0.0245782	0.0252635	0.0263345	0.0244585	0.0266205	0.0223998	0.0187383	0.0349249	0.0213745	0.0216483	0.0222712	0.0274835	0.0273545	0.0335564	0.0293969	0.0317194	0.0395623	0.0337704	0.0384091	0.0298617	0.0430781	0.0279971	0.0606574
</S>	0.0429213	0.0172541	0.00845182	0.00493457	0.00263521	0.00167438	0.00178339	0.00200123	0.00242461	0.00175989	0.00265787	0.0020352	0.00247971	0.00240318	0.0017108	0.0014453	0.0014654	0.00127517	0.00153828	0.00231588	0.00271259	0.00514416	0.0114434	0.013	0.0123812	0.0230794	0.0276753	0.044072	0.0618981	0.0637206	0.0751831	0.0535945	0.0659125	0.0695646	0.0770406	0.0820755	0.0777712	0.128564
