 	a23	a85	a87	a23	a87	a23	a18	a24	a76	a94	a38	a73	a94	a76	a94	a57	a38	a41	a27	a25	a87	a99	a50	a98	a0	a11	a90	a98	a70	a4	a13	a9	a53	a76	a69	a58	a84	a87	</S>
c'	0.0880844	0.11064	0.103528	0.0726809	0.066864	0.0366071	0.0195283	0.0216959	0.0140161	0.0108367	0.00978939	0.0104361	0.0104015	0.0100218	0.0146059	0.0159084	0.0146511	0.0164304	0.0170006	0.0212095	0.0132841	0.0149918	0.0146454	0.00868647	0.00937795	0.00742218	0.00521258	0.00664412	0.011328	0.0176406	0.0200602	0.0226791	0.0353963	0.02757	0.0182467	0.0199345	0.0154898	0.0237794	0.0226745
est	0.00856802	0.00738302	0.00585068	0.00460571	0.00591455	0.00442178	0.00490786	0.00859092	0.00699275	0.00497922	0.00511653	0.00957154	0.00983277	0.00903668	0.011289	0.0103215	0.00697531	0.0076213	0.0179308	0.0136188	0.0192231	0.0210669	0.0253378	0.0140067	0.0152533	0.0256446	0.0395677	0.0380246	0.0300926	0.0381932	0.0433402	0.0560186	0.0391578	0.0712868	0.0635646	0.0713459	0.0997899	0.0862436	0.0393135
un	0.0556427	0.0364134	0.021745	0.00696651	0.00381112	0.00395999	0.00242941	0.00361777	0.00527096	0.0115207	0.0072915	0.00890857	0.00798631	0.00611742	0.0102439	0.00836243	0.00914748	0.0106658	0.00739708	0.0086521	0.00636728	0.00841413	0.00743644	0.00798747	0.00916798	0.0112307	0.0179038	0.0159577	0.0219742	0.0215668	0.016921	0.0311786	0.0240441	0.0445955	0.0529057	0.0682113	0.139498	0.131173	0.127316
bon	0.00548322	0.00453364	0.00474368	0.016486	0.0229466	0.0330658	0.0412254	0.0594439	0.0388655	0.0147708	0.0133939	0.010856	0.0167725	0.00992714	0.0112942	0.0124386	0.0124495	0.0350302	0.0328207	0.0334288	0.0273335	0.0258175	0.0449146	0.0403455	0.0348042	0.0389779	0.0318531	0.0393858	0.0409838	0.0615622	0.0449533	0.032972	0.02141	0.0214977	0.0175159	0.016042	0.0123409	0.00946655	0.00784756
remède	0.00845379	0.00521605	0.00506338	0.00969812	0.0120038	0.0111135	0.0107279	0.00822915	0.00765995	0.00230955	0.00240846	0.00265073	0.00630954	0.00661176	0.0115661	0.0134702	0.0142887	0.0217483	0.0266391	0.0246102	0.0322333	0.0134024	0.0192945	0.0277583	0.0284122	0.0666769	0.0820913	0.0947891	0.0851695	0.0873408	0.0413293	0.0194654	0.0270893	0.0344001	0.0344738	0.032406	0.0294861	0.0193023	0.0141013
pour	0.0374049	0.0256313	0.0236521	0.0409191	0.0556663	0.0389703	0.0347447	0.0435776	0.0344885	0.0116318	0.00754949	0.00460897	0.00559576	0.00271354	0.002531	0.00319004	0.00569522	0.015624	0.0117898	0.0132961	0.0176817	0.0211752	0.0387792	0.0211341	0.0191154	0.0184168	0.0177856	0.028462	0.027285	0.0347947	0.0348724	0.0289329	0.0418103	0.042291	0.0463797	0.0469315	0.0381258	0.024163	0.032583
les	0.0523624	0.0348955	0.0276892	0.0184004	0.0153426	0.0151981	0.0124551	0.0152385	0.0141608	0.0138192	0.0124564	0.01037	0.00992954	0.00713559	0.00712684	0.00748314	0.00775838	0.0211903	0.0144437	0.0109748	0.0124799	0.0158065	0.042126	0.0153897	0.0170267	0.0161975	0.0198231	0.0333819	0.0336422	0.0343686	0.0578151	0.0572146	0.0638991	0.0522976	0.058503	0.0436196	0.0316423	0.0315779	0.0347583
maux	0.0387669	0.0298303	0.0327489	0.0256681	0.0216688	0.0214676	0.0133123	0.00941366	0.0117081	0.00640111	0.00568847	0.00458121	0.00322798	0.00202397	0.00420647	0.00565555	0.0057358	0.0233113	0.0174388	0.0190883	0.0172811	0.0212714	0.0305057	0.0241624	0.0218154	0.0237777	0.0224216	0.0393386	0.0461697	0.0484124	0.0429422	0.045257	0.0482378	0.0471211	0.0461664	0.0435953	0.0416978	0.0434936	0.0443891
de	0.158268	0.0972478	0.0636999	0.0298328	0.0194719	0.0186998	0.00622754	0.00908453	0.00697307	0.00701188	0.00747729	0.00469257	0.00734248	0.00406853	0.00413226	0.00501602	0.00585736	0.00614948	0.00432378	0.0030571	0.00239779	0.00327226	0.00453864	0.00428026	0.00356217	0.0027428	0.00273561	0.00369584	0.00494136	0.00774482	0.0153558	0.0190204	0.0372302	0.0486819	0.0588117	0.0687801	0.0722253	0.0832558	0.0880935
ventre	0.0497389	0.0227631	0.0235045	0.0254878	0.0195078	0.0236957	0.00955325	0.00961949	0.00726741	0.00243177	0.00197726	0.00107695	0.00157761	0.000944837	0.00107675	0.00115619	0.00211263	0.00240968	0.00191832	0.00277241	0.00380473	0.00705724	0.0163513	0.00914641	0.0132039	0.0185732	0.0227547	0.0334387	0.0454754	0.0562401	0.0667199	0.073278	0.0589565	0.0569947	0.0620873	0.0669529	0.0628917	0.0574269	0.0580541
</S>	0.0607104	0.028138	0.025404	0.016266	0.00926889	0.0105879	0.00352368	0.00495424	0.00638952	0.00296925	0.00256587	0.00142147	0.00125828	0.00076156	0.000808452	0.000907307	0.0012208	0.00134465	0.00173328	0.00222971	0.00231619	0.00432103	0.00724582	0.00544966	0.0103398	0.0123667	0.0151882	0.0185857	0.0334524	0.04089	0.0599629	0.0611801	0.0581846	0.0740169	0.0792006	0.0698031	0.0661955	0.0764441	0.122394
