 	a15	a66	a87	a23	a87	a10	a24	a62	a88	a62	a75	a21	a85	a36	a75	a85	a6	a0	a11	a94	a58	a82	a10	a87	a10	a87	a23	a87	a97	a10	a87	</S>
un	0.0611161	0.0985873	0.0476298	0.0551324	0.023325	0.0312726	0.0187885	0.0121601	0.0141157	0.0130443	0.00824483	0.00711656	0.00991513	0.00765554	0.00637103	0.00836233	0.0115063	0.0313036	0.0286862	0.0354333	0.062172	0.0370616	0.0487255	0.0498604	0.0411954	0.0334692	0.0310099	0.0462034	0.02127	0.0505136	0.0180006	0.0307517
impoli	0.0136537	0.0186809	0.0171537	0.0198941	0.0211624	0.0146374	0.0137974	0.0149815	0.013535	0.0190764	0.0153892	0.0379672	0.0346282	0.0712807	0.0908289	0.133271	0.133009	0.0603817	0.0366707	0.0373562	0.0143066	0.0115031	0.0116611	0.0149144	0.0191236	0.0136455	0.014135	0.0158744	0.0104116	0.0201767	0.0242821	0.0126101
manque	0.130336	0.0361575	0.0439807	0.0555867	0.0387579	0.0490026	0.0539015	0.0721832	0.0269839	0.0124852	0.0127241	0.00818966	0.0174451	0.0139444	0.0133295	0.0176163	0.0146564	0.015359	0.0194167	0.0102139	0.0133633	0.0139102	0.02084	0.0218751	0.021274	0.0172007	0.0187899	0.0178093	0.0299878	0.0353223	0.0753518	0.0520054
du	0.134578	0.0969087	0.0899627	0.0796719	0.0442603	0.0335197	0.0359227	0.0538363	0.0211952	0.0276216	0.0143456	0.0213533	0.0187536	0.0439103	0.0506233	0.0551434	0.0211338	0.0134632	0.014424	0.00932628	0.00651901	0.010054	0.00896178	0.00895395	0.0068336	0.00716339	0.0103549	0.00674131	0.0100828	0.011478	0.0217695	0.0111338
respect	0.0342301	0.047576	0.0393769	0.0275205	0.0209507	0.0360516	0.0465458	0.0633048	0.113452	0.142837	0.0753491	0.0459881	0.0490194	0.0341614	0.031921	0.0165022	0.0110849	0.0100961	0.0105493	0.00876576	0.00682954	0.00876535	0.00934859	0.00814248	0.00736907	0.0122708	0.0160875	0.013409	0.0124009	0.0178536	0.0130513	0.00918919
à	0.0820064	0.0336636	0.0272319	0.0216991	0.016584	0.0158449	0.0173036	0.0252349	0.0226444	0.0130175	0.0118902	0.00685057	0.00683914	0.00389679	0.00202081	0.00243381	0.00290982	0.0102637	0.0153574	0.0147937	0.0184829	0.0267403	0.0371125	0.0305517	0.0260433	0.0570847	0.058856	0.0670439	0.0936422	0.0678634	0.0758526	0.0882404
tout	0.0529383	0.0380796	0.0303316	0.0296768	0.0280116	0.0240979	0.0202215	0.0247004	0.0267013	0.0233969	0.0151491	0.00881953	0.00593927	0.00547298	0.00557681	0.00565317	0.00818142	0.005352	0.0117859	0.00987643	0.0124019	0.0167426	0.0248649	0.0208205	0.0176193	0.0621734	0.0546063	0.0746325	0.0920272	0.0709128	0.0983265	0.0749094
le	0.0610081	0.024792	0.0184867	0.0150594	0.00948116	0.0104073	0.00587077	0.0110216	0.00976252	0.0100177	0.0125925	0.0123589	0.00907229	0.00858856	0.0051216	0.00373337	0.00633643	0.00531818	0.00944614	0.00852471	0.0108116	0.0284276	0.0364215	0.0334662	0.0315962	0.0745037	0.0693327	0.0878169	0.112	0.0825272	0.11118	0.0649167
monde	0.0362251	0.021623	0.0152606	0.010576	0.00877949	0.0142908	0.0127824	0.0121067	0.0206134	0.0188112	0.0274686	0.0332595	0.0228499	0.0142103	0.0162349	0.00513558	0.00473319	0.00532654	0.00676493	0.00687589	0.00733825	0.0194055	0.0243892	0.0237694	0.0269692	0.0432124	0.0413023	0.0727429	0.106349	0.0780202	0.107693	0.13488
</S>	0.0398132	0.0229334	0.0115071	0.00820105	0.00533334	0.00729067	0.00676758	0.005969	0.0140152	0.0154147	0.0147486	0.0101983	0.0072268	0.00480988	0.0048576	0.0026381	0.00452778	0.00935876	0.0161256	0.0135706	0.0210122	0.028026	0.0312702	0.0277988	0.0202638	0.0398498	0.0398919	0.0748697	0.115507	0.0931639	0.127449	0.155591
