 	a15	a66	a87	a23	a40	a36	a37	a61	a37	a85	a6	a37	a26	a98	a85	a47	a36	a90	a15	a25	a94	a32	a11	a62	a47	a18	a34	a56	a94	a71	a25	a87	a23	a87	</S>
les	0.0348457	0.0332058	0.0296437	0.0423191	0.0613397	0.0544978	0.0842368	0.0924591	0.107235	0.0913105	0.0712934	0.0466209	0.0246877	0.0234334	0.0126886	0.0116336	0.00819045	0.00740594	0.00778287	0.00719065	0.0105424	0.0126846	0.00781039	0.00782746	0.00710333	0.00686217	0.00660015	0.00793931	0.0101722	0.00958096	0.00890244	0.00750279	0.00970385	0.00933788	0.0254091
femmes	0.00186303	0.00209633	0.00266554	0.00346594	0.00832736	0.0154163	0.0139495	0.021514	0.0282908	0.0636137	0.0867487	0.0743435	0.112372	0.0992169	0.122356	0.134414	0.0585884	0.0542689	0.0336155	0.0261761	0.0122839	0.00393826	0.00298209	0.00169269	0.000661198	0.00180254	0.000940816	0.000968483	0.00107668	0.00116358	0.000992148	0.00128954	0.00121977	0.00375093	0.00193445
sont	0.0463199	0.0319235	0.032989	0.0408316	0.0462676	0.0500128	0.0558065	0.0525892	0.0799658	0.0471092	0.0579026	0.0392909	0.0555824	0.0316926	0.0323836	0.0400723	0.0378238	0.0342498	0.0204573	0.0208749	0.0158308	0.00969833	0.00772397	0.00578371	0.00325995	0.00334455	0.00542906	0.00604395	0.00553403	0.00487615	0.0128317	0.0120952	0.0188826	0.0263327	0.00818808
en	0.00944398	0.006105	0.00592925	0.00578868	0.00987764	0.0192837	0.0143389	0.0260812	0.0199675	0.0182997	0.0434898	0.0264102	0.0489471	0.0191864	0.0352846	0.0330545	0.017692	0.0603628	0.0517346	0.0645105	0.0885046	0.0352879	0.0356532	0.0294759	0.0221822	0.0279934	0.0244136	0.0246909	0.0229727	0.0290571	0.0196255	0.0286542	0.0281746	0.0245436	0.0229827
train	0.0325048	0.0225613	0.018947	0.019147	0.0196738	0.0180606	0.0279873	0.0359894	0.0471306	0.0424419	0.0335746	0.030321	0.0305859	0.0208572	0.021931	0.0204361	0.0153439	0.0304716	0.0307659	0.0342537	0.0366802	0.0390694	0.0399888	0.0404357	0.0290583	0.0314063	0.0190927	0.0273944	0.0271161	0.0376037	0.0231544	0.0281812	0.0239855	0.0214403	0.0224084
de	0.0533633	0.0335869	0.0382944	0.0373115	0.0299061	0.0201856	0.0366913	0.0495407	0.0870791	0.112428	0.109117	0.068734	0.0404684	0.0351202	0.0205291	0.0248708	0.0132249	0.00926921	0.00640007	0.00533618	0.00480478	0.00463695	0.00350223	0.00374042	0.00444154	0.0034961	0.00276631	0.00759918	0.006988	0.0129879	0.0247252	0.0187608	0.0182689	0.0260365	0.0257889
vider	0.017588	0.0132412	0.00961214	0.0124843	0.0101122	0.0115962	0.0203912	0.0263859	0.0584534	0.0639285	0.0734431	0.0896678	0.0822706	0.0430713	0.0438088	0.0842014	0.0642495	0.0503844	0.0607076	0.0531811	0.0189233	0.0124825	0.00751545	0.00576076	0.00439791	0.00439897	0.00485661	0.00690567	0.00602269	0.00705991	0.00687949	0.00582336	0.00576947	0.0067871	0.00763812
la	0.0680863	0.0558834	0.0450062	0.0366852	0.0255645	0.0168936	0.022755	0.0214898	0.0280649	0.0409328	0.0671869	0.0726478	0.0704324	0.0766392	0.0630099	0.0482399	0.0320867	0.0212682	0.0133636	0.0100624	0.0136082	0.00734268	0.00639629	0.00588341	0.00323782	0.00468355	0.00350098	0.00574353	0.00660025	0.00980517	0.0131566	0.0123217	0.0156707	0.0240503	0.0317003
deuxième	0.0502834	0.0384288	0.0287358	0.0214962	0.00814753	0.0070572	0.0113315	0.00919489	0.023038	0.0199277	0.0454793	0.0383253	0.0434668	0.0588487	0.0407123	0.0480904	0.0510694	0.0374068	0.034771	0.0258225	0.0273367	0.0127284	0.00886312	0.00814993	0.00701166	0.00964226	0.00789238	0.0112504	0.0152241	0.023649	0.0312035	0.0422828	0.0507193	0.0628667	0.0395462
partie	0.0948727	0.0532003	0.0490376	0.0199195	0.00748197	0.00376477	0.00458996	0.00428159	0.00550996	0.00683542	0.0155397	0.0132516	0.0164343	0.0260792	0.0129228	0.0110779	0.0108212	0.0118803	0.00863564	0.00652947	0.00671301	0.00796856	0.00650155	0.00876494	0.015708	0.0180195	0.0159382	0.0412957	0.0482933	0.0616498	0.0780161	0.0748625	0.0790707	0.0766771	0.0778551
