 	a66	a87	a23	a87	a79	a54	a37	a6	a37	a98	a6	a5	a36	a90	a92	a56	a44	a93	a44	a98	a47	a7	a21	a92	a56	a93	a62	a21	a85	a6	a0	a21	a12	a18	a25	a87	a23	a97	</S>
les	0.0260391	0.0642701	0.0388824	0.0338752	0.029463	0.0508136	0.0490326	0.0630624	0.0428154	0.0207174	0.0140929	0.0159598	0.0111343	0.00721766	0.0085749	0.00479365	0.00710827	0.00703516	0.00666633	0.0092979	0.0089182	0.0084152	0.00658792	0.0074967	0.00676748	0.00889791	0.0148177	0.018234	0.0261393	0.0267111	0.0231851	0.0372491	0.0317047	0.0357903	0.0415776	0.0376106	0.0526486	0.042807	0.0535895
éleves	0.00431547	0.0199355	0.0231564	0.0108793	0.0186279	0.0133162	0.0242117	0.0473727	0.043489	0.0594578	0.0597999	0.0288036	0.0532387	0.0103938	0.0690545	0.0230313	0.0727737	0.0778254	0.0507371	0.0414889	0.070808	0.0572487	0.0243077	0.0221057	0.0125345	0.00495843	0.00608466	0.0069655	0.00293944	0.00267564	0.00321799	0.00387442	0.0034549	0.00317173	0.00328044	0.00273792	0.00359447	0.0102177	0.00391356
sont	0.0288376	0.0286037	0.0217174	0.0180432	0.039577	0.0497219	0.0616043	0.0474363	0.0543887	0.0467475	0.0587632	0.0260038	0.0318728	0.0156835	0.0309302	0.0354923	0.0358634	0.0186488	0.0107903	0.0189956	0.024446	0.00955784	0.0122703	0.0203029	0.0145862	0.0136295	0.0114083	0.0149744	0.0148234	0.0152855	0.0156521	0.0167683	0.0158279	0.0180298	0.0199636	0.0126176	0.0163042	0.0383222	0.0155084
en	0.0154118	0.00956434	0.00877389	0.0077489	0.00844376	0.0107158	0.0133818	0.0178935	0.0198779	0.0164831	0.0187118	0.0228902	0.0268174	0.0315306	0.0378276	0.0400532	0.0289545	0.0440312	0.0478618	0.041933	0.0451662	0.023722	0.0341463	0.0248915	0.0156576	0.0179471	0.00905924	0.0101766	0.00697078	0.0104424	0.021181	0.0285858	0.0447141	0.0397415	0.0391213	0.0409062	0.0346915	0.0368303	0.0471424
train	0.0240111	0.0260022	0.0335173	0.0371617	0.0379732	0.0208735	0.0202262	0.0134998	0.0140761	0.00817394	0.011569	0.0150203	0.0178207	0.0168663	0.0253046	0.0263838	0.0261912	0.0493728	0.0667134	0.0735477	0.0540768	0.0456615	0.0522321	0.056523	0.0527653	0.0362851	0.0281624	0.015416	0.00947903	0.00517259	0.00997482	0.00863617	0.007627	0.00835411	0.00896559	0.00868179	0.00874436	0.00545447	0.0134829
d'	0.0174964	0.0127125	0.0176411	0.0216269	0.0316518	0.0450017	0.051846	0.0579843	0.0597055	0.0399095	0.0350353	0.0599653	0.0267154	0.0538108	0.0111235	0.0304569	0.0326508	0.0335706	0.0183357	0.022119	0.0192732	0.00977719	0.00660153	0.0104057	0.0136334	0.0156645	0.0110024	0.0091772	0.0125064	0.00914408	0.00922443	0.0111851	0.0123845	0.014683	0.0187245	0.0430978	0.0368924	0.0279106	0.029353
applaudir	0.0163624	0.0125026	0.0108646	0.0105495	0.0138751	0.0231613	0.0310928	0.0322041	0.0424842	0.037635	0.0461171	0.0537645	0.0320692	0.0646217	0.0363014	0.0740071	0.0577421	0.0582941	0.0423397	0.0509715	0.0537659	0.0247676	0.0199753	0.0227479	0.0119872	0.0167054	0.00913077	0.00703817	0.00788837	0.00599221	0.00373808	0.00641732	0.0076775	0.00871759	0.00882798	0.0126502	0.00840555	0.00804439	0.00856287
leur	0.0313324	0.015548	0.0143603	0.0153637	0.0194849	0.0206893	0.0237828	0.0148995	0.0159217	0.014664	0.0151888	0.0237702	0.0234097	0.0268061	0.0184062	0.0296531	0.019935	0.0145605	0.0336633	0.0363504	0.035768	0.0393891	0.0305798	0.0506681	0.0503834	0.0721275	0.0360573	0.0243505	0.0174258	0.0139504	0.0121789	0.0179425	0.0204713	0.0243608	0.0219441	0.0340621	0.0226194	0.0167451	0.031186
camarade	0.0312795	0.0191333	0.0142335	0.0123963	0.0139715	0.0158245	0.023474	0.0130209	0.0168654	0.0142953	0.0149375	0.0227795	0.0245951	0.0282903	0.0220549	0.0258565	0.0218206	0.0145026	0.0339294	0.0358364	0.0381686	0.0422188	0.0361039	0.0622288	0.0543326	0.0394048	0.0381568	0.0198234	0.0165522	0.0141443	0.0156588	0.0228277	0.025289	0.0301576	0.023206	0.0326001	0.0213348	0.0209098	0.0277856
</S>	0.0185882	0.00960781	0.00891173	0.00878892	0.00995068	0.0110129	0.0133112	0.00744422	0.00941295	0.00871615	0.0102582	0.0208598	0.0269631	0.0354829	0.021502	0.0375549	0.0296146	0.0187205	0.0345063	0.0334508	0.0401173	0.0316663	0.0187243	0.0332622	0.0332691	0.037362	0.0224483	0.017873	0.0160272	0.0180852	0.0172838	0.0312657	0.0319722	0.0336091	0.0324163	0.0592674	0.0443848	0.0320787	0.0742293
