 	a66	a87	a97	a99	a50	a62	a88	a71	a62	a47	a62	a31	a62	a11	a90	a25	a21	a47	a88	a83	a50	a62	a83	a62	a47	a96	a83	a0	a75	a96	a11	a62	a83	a62	a88	a71	a9	a3	a97	a30	</S>
cette	0.039098	0.0296441	0.0191198	0.0180402	0.0178264	0.024506	0.0249325	0.0161142	0.0182714	0.0135796	0.0182658	0.0328691	0.0258066	0.0298819	0.0447691	0.0696074	0.0436623	0.0512826	0.0268862	0.0180158	0.0227981	0.0107529	0.0143907	0.0130869	0.0179233	0.0089836	0.0204816	0.00685312	0.0101072	0.0063229	0.0200776	0.0279088	0.0292906	0.0354929	0.0297368	0.019874	0.0197504	0.0252795	0.0223736	0.0260434	0.0302931
manière	0.00520857	0.00441801	0.0085902	0.0103769	0.0108601	0.0114739	0.0130792	0.0103378	0.0238757	0.023076	0.0333594	0.047407	0.121852	0.102108	0.160213	0.0993865	0.0729624	0.0469395	0.0227354	0.0627662	0.0149784	0.00787548	0.00657547	0.00389892	0.00596638	0.00569537	0.00618137	0.0053463	0.00519025	0.00461214	0.0040733	0.00316149	0.00374161	0.00470404	0.00305589	0.00181493	0.00227036	0.00448382	0.00484722	0.00534177	0.0051605
de	0.02569	0.0209028	0.0108269	0.013541	0.00809439	0.00756126	0.0112323	0.0169109	0.0310189	0.0374853	0.0266668	0.0374422	0.0269945	0.0358548	0.0191743	0.0185489	0.0254582	0.0207463	0.0133826	0.00509609	0.00512002	0.0108411	0.0148631	0.00879352	0.0122031	0.0262589	0.0239609	0.0202131	0.0266925	0.0142231	0.02192	0.0165253	0.0179906	0.0302005	0.0350402	0.0499121	0.0395943	0.049332	0.0692445	0.055509	0.038934
couper	0.0323343	0.0189126	0.0127834	0.0132574	0.00854001	0.0188359	0.0202933	0.0215208	0.0228648	0.0242815	0.0164281	0.0137533	0.0172542	0.0279439	0.0175445	0.0240276	0.0597245	0.0529184	0.0767029	0.0355703	0.0515113	0.0552362	0.0615858	0.0403089	0.0329353	0.0268307	0.0273313	0.0271375	0.0321282	0.0113497	0.0137708	0.00926849	0.00611355	0.00650869	0.00840793	0.010147	0.00870932	0.0120041	0.00876022	0.00941186	0.00505167
les	0.0588391	0.0326386	0.0274277	0.0208116	0.0135977	0.0248054	0.0294953	0.0340518	0.0327074	0.03891	0.0338234	0.0492493	0.0263419	0.0422113	0.0298573	0.0304441	0.0400212	0.0411705	0.0508475	0.0326988	0.0307675	0.0351805	0.026389	0.020655	0.0161328	0.0219196	0.0127831	0.0149465	0.0108981	0.00530216	0.00997786	0.0130404	0.00604427	0.00936848	0.00478639	0.00550948	0.00621385	0.0105454	0.0126919	0.0169695	0.0199287
arbres	0.0275615	0.0140709	0.0145717	0.0181587	0.015959	0.018365	0.0271949	0.0353143	0.032553	0.0338408	0.0299979	0.0300743	0.0151651	0.0331075	0.0188432	0.0215952	0.0266481	0.0265604	0.0346146	0.0140978	0.0224125	0.0194549	0.0265624	0.0204246	0.0280938	0.0210809	0.0228233	0.0202264	0.02244	0.0172134	0.0128861	0.0124812	0.0104223	0.0106571	0.0117405	0.0249178	0.0219133	0.040455	0.0611298	0.0419529	0.0424178
détruit	0.0213479	0.0115187	0.00764399	0.00640551	0.0140638	0.0124502	0.0323738	0.0349409	0.0412203	0.0400069	0.0327417	0.0287146	0.0176461	0.0388053	0.0200214	0.0266583	0.0314164	0.0305794	0.0289063	0.00983323	0.0146671	0.0163438	0.0233406	0.0138509	0.0233412	0.0221403	0.0246899	0.0141993	0.0188616	0.0130283	0.0096578	0.0110263	0.0134762	0.0148475	0.0163839	0.0405391	0.0412826	0.0409259	0.0620679	0.045844	0.032191
la	0.0226783	0.012154	0.00735116	0.00534238	0.00637989	0.00319115	0.00375902	0.00443666	0.00543227	0.00627487	0.0132317	0.0130469	0.00747146	0.0124769	0.00850532	0.010321	0.0104398	0.0123135	0.0104325	0.00447297	0.0066605	0.0067918	0.0103775	0.0131533	0.0222392	0.0138219	0.0170151	0.0121039	0.015293	0.0198272	0.0188964	0.0144874	0.0163771	0.0193028	0.0397048	0.114354	0.126476	0.0974273	0.125298	0.0786734	0.0320065
hache	0.0171642	0.0137847	0.0109534	0.00877133	0.0129787	0.00991197	0.0170621	0.0153095	0.0176153	0.0141316	0.0270739	0.0186778	0.0150058	0.0154571	0.0160451	0.0157608	0.0178246	0.0192939	0.021872	0.0112315	0.0101852	0.0116729	0.0167981	0.0222832	0.0322688	0.01762	0.0257865	0.0195273	0.0233981	0.0252982	0.0216648	0.0211162	0.0368141	0.0207376	0.0203001	0.078804	0.0610011	0.0586588	0.0667102	0.0430454	0.0503837
</S>	0.0165166	0.0127472	0.0125716	0.015081	0.0227998	0.0174083	0.0247965	0.0260138	0.0301425	0.0219062	0.0398256	0.024425	0.020931	0.0292448	0.0251134	0.0238102	0.0203726	0.0176044	0.0125937	0.00749299	0.0069911	0.0136672	0.0214366	0.0187726	0.0248914	0.0271487	0.0277224	0.0222894	0.0270497	0.0259905	0.0294496	0.0254745	0.0298368	0.0221793	0.0169345	0.0344946	0.0222052	0.0373676	0.0331304	0.0519598	0.0596107
