 	a66	a87	a97	a10	a97	a87	a23	a62	a12	a90	a25	a85	a5	a61	a56	a44	a70	a62	a88	a9	a83	a75	a92	a37	a85	a6	a92	a85	a92	a79	a90	a69	a32	a4	a57	a82	a3	a97	a99	a97	a87	</S>
le	0.0439493	0.0437864	0.0179243	0.0252355	0.0158978	0.0171961	0.0223916	0.041586	0.056624	0.0554353	0.0352747	0.0192381	0.0157265	0.0103491	0.00578316	0.00659956	0.00264799	0.0125637	0.0110715	0.0165586	0.0141527	0.0200321	0.0234559	0.0245867	0.0311347	0.0482474	0.0351773	0.0622968	0.0187402	0.0354687	0.0365038	0.0179905	0.0230219	0.0161116	0.0223363	0.0273945	0.0163821	0.012743	0.00803484	0.00798415	0.00928647	0.0130789
féticheur	0.00156148	0.00487787	0.0033942	0.00371658	0.00593056	0.0113141	0.0393304	0.0440603	0.0928321	0.210783	0.145829	0.10211	0.0865703	0.0624178	0.0404566	0.0419047	0.016908	0.0245681	0.0196797	0.00493493	0.00145389	0.00385125	0.00414339	0.00140795	0.00388267	0.000869739	0.00222252	0.00151133	0.00193807	0.000832045	0.000901953	0.00207504	0.00202951	0.000709721	0.000493935	0.00065173	0.00152132	0.00187586	0.000939662	0.00117386	0.00143416	0.00090112
lui	0.0219682	0.0232283	0.035631	0.0237319	0.032586	0.0356803	0.0622097	0.0611946	0.0544707	0.059009	0.0741641	0.0883263	0.0818272	0.0816262	0.0494687	0.040562	0.0191414	0.0254516	0.0248328	0.0089195	0.00276937	0.0055579	0.0145918	0.00553006	0.0102758	0.0034333	0.00774948	0.00371478	0.00384056	0.0012325	0.000831616	0.00443049	0.00230667	0.000724748	0.00128079	0.00106864	0.00203033	0.00334767	0.00372924	0.00702217	0.00827528	0.00222735
avait	0.0392323	0.0176343	0.0160203	0.0119958	0.0118893	0.0100744	0.0170846	0.0151126	0.0107643	0.0186686	0.0268808	0.0254099	0.0329061	0.0376095	0.0250553	0.0359725	0.038245	0.034372	0.0355991	0.0331375	0.0306411	0.0307289	0.0363101	0.0366782	0.0314545	0.0279544	0.0426101	0.0317873	0.053472	0.0260609	0.021341	0.0264197	0.0158073	0.0131447	0.00730133	0.00922366	0.00962985	0.010886	0.00852779	0.0125769	0.0112035	0.0125764
tout	0.0434437	0.0602743	0.0804374	0.0664322	0.0360342	0.0341128	0.049346	0.0287581	0.0257136	0.0330919	0.0363356	0.0406719	0.0310516	0.0283727	0.0159756	0.0143338	0.0140425	0.0166083	0.0175939	0.0241553	0.0262864	0.0300489	0.0242624	0.0212585	0.0289528	0.00769151	0.0140115	0.023877	0.014098	0.017807	0.0125854	0.0112719	0.0140415	0.012136	0.00580283	0.00735345	0.00587252	0.00491324	0.00384061	0.00630625	0.00379199	0.00700473
expliqué	0.0358004	0.0308984	0.0382447	0.0238369	0.0169564	0.0137788	0.0204613	0.0155162	0.0107101	0.0122251	0.0175321	0.0177722	0.0190675	0.0184014	0.0154279	0.0146739	0.0179556	0.0202981	0.0179709	0.0263976	0.0268858	0.0237677	0.0188105	0.0188247	0.0121313	0.0115815	0.0169334	0.0158655	0.0286932	0.0224302	0.0182501	0.02198	0.0204966	0.0249118	0.0332005	0.0363267	0.0304787	0.0300146	0.042855	0.0339656	0.0644381	0.0432333
à	0.0332819	0.0282291	0.0283796	0.0271424	0.0253772	0.0231213	0.0234294	0.0157588	0.0158102	0.018177	0.0217166	0.0238882	0.0226839	0.0232764	0.0206535	0.0194815	0.0161661	0.0180571	0.0172309	0.0306404	0.0215093	0.0283346	0.0157553	0.0162408	0.0131978	0.0146603	0.0183396	0.0165212	0.0301334	0.0270962	0.0208851	0.0240065	0.0178305	0.0234399	0.0369939	0.0314032	0.0241892	0.0271235	0.0314748	0.0257613	0.0464034	0.0361985
propos	0.0409527	0.026807	0.0289225	0.0194007	0.0171242	0.0134211	0.0155887	0.011202	0.0104665	0.0119645	0.0146306	0.0139789	0.0149968	0.014182	0.0131043	0.0130851	0.0177829	0.015189	0.0171922	0.027354	0.0275682	0.0368775	0.0222002	0.0218086	0.016221	0.0197366	0.0175793	0.0186464	0.0488214	0.033723	0.0354148	0.0363328	0.0331335	0.0382728	0.0478988	0.0416784	0.0250933	0.0304791	0.0229313	0.022255	0.0289605	0.0170219
du	0.0377335	0.0346514	0.0288117	0.0290174	0.0210266	0.0219528	0.0267058	0.0206129	0.0161638	0.0224302	0.0159434	0.014168	0.0202916	0.0199952	0.0215232	0.0218339	0.0174392	0.024344	0.0147442	0.028163	0.0207612	0.0400404	0.0300706	0.0240566	0.018662	0.0240501	0.0185788	0.0180953	0.0236751	0.0243955	0.0274015	0.0213013	0.0228402	0.0161621	0.0217573	0.0273739	0.0280406	0.0385265	0.0234081	0.0231033	0.0320346	0.0181131
pouvoir	0.0360551	0.0278828	0.0270287	0.0244597	0.0185438	0.0190357	0.0215834	0.0224776	0.0226446	0.028383	0.0171301	0.0147317	0.0150442	0.0136985	0.0182315	0.017282	0.00850929	0.0264232	0.0176877	0.0369096	0.0360113	0.0466597	0.0378339	0.0296366	0.0267729	0.0350777	0.0226251	0.0186044	0.0363928	0.0379637	0.0349508	0.02374	0.0157949	0.015997	0.0165282	0.0175352	0.0125168	0.0373321	0.0119363	0.0114722	0.0271967	0.0136796
