 	a66	a87	a23	a30	a93	a96	a12	a21	a47	a21	a12	a34	a93	a4	a93	a90	a56	a93	a94	a98	a71	a9	a97	a87	a23	a87	</S>
femme	0.124731	0.123174	0.101221	0.0452591	0.0311518	0.0237136	0.0122545	0.0147736	0.0171554	0.0119038	0.00880581	0.00739272	0.010201	0.0244969	0.0186192	0.0224914	0.0275247	0.035492	0.0572625	0.0708203	0.0547814	0.0512159	0.0207184	0.0202366	0.0271224	0.0135384	0.0239429
de	0.027374	0.0218	0.0248599	0.0272717	0.0245822	0.0434204	0.0514811	0.0632807	0.0542582	0.0300879	0.0464188	0.0411131	0.032467	0.0354809	0.0441406	0.0552909	0.0701877	0.0612067	0.0331693	0.0436684	0.0275317	0.0297074	0.0212089	0.017778	0.0230276	0.0286198	0.020567
petite	0.0386057	0.0350672	0.0267109	0.0167752	0.00959598	0.00972552	0.00925958	0.00863746	0.0103617	0.00687182	0.00845222	0.0101176	0.0083441	0.00848	0.0140525	0.0114783	0.0118608	0.0147624	0.0165505	0.02792	0.0530663	0.0419138	0.0879479	0.079347	0.0773945	0.173988	0.182713
taille	0.037737	0.0807197	0.0850765	0.0645045	0.0357835	0.02732	0.0153754	0.0235499	0.0220667	0.0492978	0.0670714	0.0738907	0.0593201	0.0247337	0.0194324	0.014669	0.0145153	0.0128847	0.0179312	0.020147	0.0258533	0.0257229	0.0251321	0.0294521	0.0430657	0.0273957	0.0573519
et	0.106801	0.069295	0.0165674	0.014566	0.00853268	0.0114388	0.00726498	0.00467008	0.0046411	0.00462955	0.00495566	0.00551183	0.00881428	0.0110509	0.0106917	0.00619375	0.00600433	0.0050905	0.00860768	0.0141643	0.0106609	0.0327155	0.0688602	0.0793607	0.0955965	0.169523	0.213792
trapue	0.110101	0.0315361	0.0158959	0.0121024	0.00576805	0.00725563	0.0089499	0.0161815	0.0168205	0.0159477	0.0112251	0.0106398	0.022527	0.024322	0.0470281	0.0388364	0.0238434	0.0280514	0.0503219	0.0466382	0.0465128	0.0435225	0.0648008	0.0559581	0.0736317	0.0688084	0.102774
de	0.0795303	0.0552547	0.0291844	0.0247456	0.0112398	0.0122451	0.0127099	0.0125845	0.0170068	0.015889	0.0112454	0.00964897	0.0211251	0.0279875	0.0375926	0.0338077	0.0251452	0.0335569	0.0395486	0.0490031	0.0354189	0.0582897	0.0419437	0.0608826	0.0654937	0.0813589	0.0975612
quoi	0.0555974	0.0309167	0.0125956	0.0085205	0.00510603	0.00576407	0.00554644	0.00652464	0.00715871	0.00985295	0.00928279	0.0100951	0.0121121	0.0351301	0.0476582	0.041042	0.0391315	0.0431138	0.0483761	0.040099	0.0409118	0.0505495	0.0998446	0.0738403	0.0657693	0.101078	0.0943828
es-tu	0.059687	0.0421929	0.0160673	0.00610732	0.00301938	0.00263453	0.00194906	0.00209255	0.00448234	0.00534294	0.00247176	0.00345867	0.0069328	0.0201606	0.0185461	0.0107369	0.0065311	0.0173427	0.0256862	0.0548145	0.0417948	0.0913522	0.0713319	0.1221	0.0959902	0.162618	0.104556
morte	0.074957	0.0543989	0.0151717	0.00619267	0.00150488	0.00178456	0.000881239	0.0012904	0.00510947	0.00716224	0.00510431	0.00456314	0.00834656	0.0229079	0.0220147	0.0176154	0.0110822	0.0221256	0.0292874	0.0568084	0.039007	0.0881856	0.0543119	0.12083	0.0891724	0.131085	0.109099
</S>	0.0830042	0.0425936	0.00993249	0.00534623	0.00155809	0.00130956	0.000950604	0.00187292	0.00424071	0.00461852	0.00417221	0.00460327	0.0070659	0.0144893	0.027296	0.0153426	0.0110298	0.0195178	0.0208383	0.0709936	0.0318389	0.104661	0.0509184	0.0993754	0.0750574	0.119543	0.16783
