 	a82	a10	a87	a99	a50	a31	a0	a47	a62	a83	a90	a98	a85	a37	a79	a37	a70	a88	a71	a11	a21	a12	a5	a37	a75	a5	a18	a82	a10	a87	a23	a87	</S>
je	0.0845768	0.0834357	0.0422613	0.105814	0.025495	0.057149	0.0223567	0.0247261	0.0151742	0.0119226	0.0150086	0.0126622	0.0144345	0.0197599	0.0220185	0.0200011	0.0196999	0.0333277	0.0261339	0.0321864	0.0186872	0.0207493	0.0158892	0.0132463	0.0235662	0.0225615	0.0238252	0.0258497	0.0197106	0.0287431	0.028971	0.0249521	0.0451044
me	0.0204311	0.0238357	0.0259476	0.0113555	0.0284826	0.0330859	0.0426623	0.0460406	0.0408451	0.047079	0.0579815	0.0526854	0.0463539	0.0426159	0.0292437	0.031089	0.0260464	0.0252121	0.0159977	0.0165423	0.0241148	0.0185739	0.0144125	0.020222	0.0301699	0.025263	0.0291117	0.0237721	0.029045	0.0288073	0.0257943	0.0301052	0.037075
suis	0.0747809	0.0241503	0.025916	0.0119153	0.0233333	0.0267045	0.0186412	0.0308942	0.026728	0.0184338	0.0251048	0.0168826	0.0153292	0.0155983	0.00859517	0.00746566	0.00607233	0.0085853	0.0138732	0.0123143	0.0331793	0.0280092	0.0295752	0.0392053	0.040865	0.0495275	0.0384996	0.0502025	0.0461385	0.0459256	0.0530923	0.0722163	0.0622453
servi	0.0211152	0.0290933	0.0282245	0.0285602	0.0115157	0.0109831	0.0195794	0.0105119	0.0104618	0.0100115	0.0255342	0.118031	0.113743	0.0599764	0.0920786	0.0764842	0.0596133	0.036128	0.0323487	0.0221764	0.0185584	0.0213898	0.0146089	0.0139376	0.0154977	0.0134296	0.0214299	0.0110347	0.00832968	0.0114689	0.0108404	0.0125707	0.0107338
de	0.0745852	0.0729476	0.0721161	0.0602328	0.0334216	0.0387264	0.0315456	0.027019	0.017931	0.0152431	0.0154703	0.0224246	0.0280494	0.0334789	0.0211091	0.0159062	0.0161408	0.0268042	0.0293712	0.0335434	0.0444554	0.039741	0.0231247	0.0257708	0.0211767	0.0176257	0.0229109	0.0144737	0.0140013	0.017633	0.0138773	0.0226612	0.0364818
ta	0.043359	0.0420897	0.0348603	0.0299164	0.0397677	0.0329044	0.0371567	0.0334004	0.0294945	0.0195167	0.0134314	0.0138192	0.0160005	0.0211811	0.0163707	0.0155269	0.0142591	0.0165083	0.0216871	0.0213709	0.0269475	0.0368318	0.0329388	0.0413474	0.0418526	0.0377106	0.052848	0.0331071	0.0261432	0.0313427	0.0473648	0.0299953	0.0489495
pirogue	0.0456397	0.0667921	0.0522677	0.0499088	0.0255447	0.029482	0.0379433	0.0321022	0.0182248	0.0150877	0.0171593	0.0184465	0.0204763	0.0211735	0.0266606	0.0289334	0.0293123	0.0289597	0.0262379	0.0259064	0.0237205	0.0308798	0.0303815	0.0362853	0.038669	0.0405598	0.0434413	0.0318856	0.0229604	0.0266434	0.0256556	0.020793	0.0118658
pour	0.0719169	0.0833903	0.053507	0.0381747	0.0192318	0.0244202	0.0139634	0.0120112	0.00736579	0.00458718	0.00597397	0.00933487	0.0113721	0.0155694	0.0114847	0.0122683	0.0157228	0.0202515	0.0218248	0.021777	0.0206384	0.0397052	0.0388841	0.0462884	0.0526014	0.058709	0.0648136	0.0422575	0.0306068	0.03677	0.0397969	0.0316909	0.02309
traverser	0.0959822	0.0621271	0.024413	0.012681	0.00803708	0.00939186	0.00272714	0.00404596	0.00286322	0.0013797	0.000950375	0.000578715	0.00055585	0.000907725	0.00114429	0.00181919	0.00308063	0.00669487	0.0118204	0.0132268	0.020677	0.0281799	0.0244339	0.0424523	0.0477433	0.0588713	0.0732951	0.0500517	0.0518626	0.0802755	0.0621476	0.106385	0.089198
la	0.1437	0.127361	0.0537519	0.0319547	0.0182832	0.024414	0.00726556	0.0115813	0.00918659	0.00412552	0.00332372	0.00145412	0.00168665	0.00378757	0.0060603	0.0119545	0.0154816	0.025397	0.0347777	0.0343647	0.0364101	0.0376906	0.0286302	0.0331855	0.0319321	0.0308358	0.0271434	0.0252452	0.0223366	0.0322358	0.0234376	0.0497335	0.0512718
rivière	0.146973	0.053025	0.0384581	0.0191301	0.0180326	0.0149405	0.00636656	0.00831597	0.00497954	0.00292012	0.00324578	0.00323551	0.00526521	0.00934545	0.0120328	0.0177402	0.022965	0.0517432	0.0554249	0.0732532	0.06206	0.0621562	0.0323215	0.0323732	0.0472007	0.0373115	0.0238263	0.0225913	0.0188632	0.0261274	0.0125463	0.028225	0.0270046
</S>	0.0968001	0.0376867	0.0257661	0.0173027	0.0173185	0.0165489	0.00494944	0.00733176	0.00479052	0.00259564	0.00277205	0.00233479	0.00228404	0.0023789	0.00226051	0.00257179	0.00252967	0.00666244	0.013612	0.0207087	0.0334957	0.0368396	0.0342051	0.0455857	0.0540077	0.0692004	0.0534535	0.0614857	0.0566693	0.0733407	0.0472096	0.0980027	0.047299
