 	a66	a87	a23	a87	a23	a38	a54	a6	a5	a61	a0	a54	a37	a96	a44	a79	a37	a70	a66	a47	a61	a83	a62	a21	a61	a96	a66	a54	a47	a36	a11	a61	a0	a75	a6	a37	a54	a36	a2	a57	a87	a23	a87	</S>
j'	0.0406473	0.0614856	0.0438439	0.034709	0.0445928	0.0223863	0.0446312	0.0548172	0.039384	0.0436461	0.0309522	0.029721	0.010175	0.0103635	0.0097457	0.00751371	0.0119573	0.0105403	0.010634	0.0199659	0.0133671	0.0166587	0.0136998	0.0133856	0.0154125	0.0201388	0.0151664	0.0186825	0.0158449	0.0182579	0.015436	0.0269986	0.0100892	0.00701705	0.0161723	0.00787016	0.0178083	0.0168892	0.0102351	0.0140474	0.0140447	0.0286202	0.0272996	0.0451461
observe	0.0183817	0.0117108	0.0173521	0.0197975	0.0224123	0.0325005	0.0384349	0.0223794	0.0264222	0.0285948	0.0432537	0.0520029	0.0426494	0.0351783	0.0503053	0.0375002	0.0369851	0.0336436	0.0349249	0.0153268	0.0329684	0.0249842	0.0131243	0.0237299	0.011049	0.00783543	0.0160834	0.00850934	0.00552268	0.00590961	0.00637915	0.00667311	0.0176677	0.0187044	0.0177804	0.0209839	0.0162658	0.0136363	0.0190574	0.0183225	0.0239829	0.0165603	0.0187217	0.0157918
comment	0.0493236	0.0268278	0.0341008	0.0283701	0.0235681	0.0206834	0.0263548	0.0216257	0.0176057	0.0133235	0.0160824	0.0162564	0.0138263	0.0108681	0.0175136	0.0123968	0.0194693	0.0204162	0.014165	0.0216791	0.0170098	0.024707	0.0234646	0.0315226	0.0210226	0.0265134	0.0160835	0.0189962	0.0234919	0.0172844	0.0222002	0.0204412	0.0114033	0.00988325	0.0119426	0.0083843	0.0138729	0.0185152	0.0170721	0.0277151	0.0226677	0.0430959	0.0531512	0.0751025
nagent	0.0215363	0.0133206	0.00919454	0.00617401	0.00469202	0.00425246	0.00602972	0.00688566	0.00748153	0.0113196	0.0155207	0.0115675	0.0103219	0.00934062	0.0122511	0.0116197	0.0140602	0.0151192	0.0203996	0.019751	0.0161432	0.0222601	0.0224267	0.0275541	0.0306274	0.0542003	0.0337682	0.0436528	0.0434679	0.0323002	0.0447619	0.0371959	0.0339309	0.0231337	0.0245649	0.0204825	0.0235172	0.0320182	0.0298887	0.0306163	0.016375	0.0311623	0.0431973	0.0519165
les	0.0626997	0.0377379	0.029356	0.0338807	0.0211516	0.0198003	0.0248126	0.0220587	0.0278296	0.0278506	0.0270346	0.0140018	0.0165396	0.0147042	0.0176143	0.0180711	0.0235969	0.0330424	0.0337872	0.0344869	0.0250582	0.025461	0.0436888	0.0365398	0.0279216	0.0350706	0.0242018	0.0197577	0.0197983	0.0190907	0.0187232	0.0160011	0.0183733	0.012484	0.0112262	0.0134452	0.00718975	0.015486	0.0158122	0.0111396	0.00773952	0.00959383	0.0137612	0.0123798
poissons	0.101618	0.0733388	0.0526676	0.053332	0.0301866	0.0191556	0.0231883	0.0360629	0.0340178	0.0222639	0.021689	0.00949781	0.00858086	0.00855799	0.00779247	0.00851763	0.0078855	0.00994358	0.0128221	0.0167429	0.0155412	0.0205885	0.0296971	0.0358367	0.0315441	0.0290774	0.0203162	0.0187569	0.0173909	0.0155342	0.0146353	0.0167735	0.0104321	0.0111382	0.0145096	0.0159015	0.0166296	0.0234516	0.0188495	0.0124018	0.0124704	0.0149813	0.0140525	0.0116285
dans	0.0878083	0.0412858	0.0293912	0.0158879	0.019277	0.00749649	0.0115903	0.0189622	0.0166543	0.0181265	0.0309371	0.0309352	0.0237218	0.0226467	0.0213797	0.0128763	0.0127698	0.0117492	0.0135758	0.0307961	0.0113135	0.0155771	0.0212478	0.0147914	0.0167642	0.0209809	0.0128593	0.0124246	0.0131461	0.0104431	0.0217545	0.0123909	0.00581709	0.0158748	0.024327	0.0265822	0.0300662	0.0358222	0.0333943	0.0314805	0.040957	0.0324175	0.0333872	0.0283128
l'	0.0366471	0.0174901	0.0148139	0.00970642	0.0104763	0.00984223	0.0121404	0.0113598	0.0092412	0.0100494	0.0131386	0.0127033	0.0123892	0.0126378	0.0100024	0.00681689	0.00615269	0.00549528	0.00742308	0.00956487	0.00785629	0.00959953	0.00962562	0.00812446	0.00866208	0.0173704	0.0097394	0.00914392	0.0125651	0.0115484	0.0367087	0.0117225	0.00579932	0.0228837	0.0295215	0.040741	0.0529968	0.0492611	0.0543511	0.0756586	0.0858883	0.0770927	0.075078	0.0399706
eau	0.0418574	0.0185567	0.0127398	0.00686019	0.00881376	0.00628764	0.00875707	0.0124192	0.0111273	0.0129129	0.0146517	0.0069172	0.00916004	0.0103931	0.0106303	0.0108538	0.0116873	0.0118307	0.0233378	0.0309469	0.0333008	0.0424805	0.0367456	0.0281834	0.0323849	0.0323333	0.0281669	0.0273977	0.0278431	0.0254618	0.0594575	0.0222882	0.0142198	0.0203141	0.0200451	0.0336711	0.0301538	0.0342303	0.0325559	0.0235102	0.0286698	0.0317029	0.025084	0.0290586
</S>	0.0673436	0.0310059	0.0198389	0.0124332	0.0142952	0.011173	0.0115005	0.0123988	0.0157348	0.0175	0.0235053	0.0180038	0.0122937	0.0130539	0.0185007	0.0125074	0.0123223	0.00940118	0.0141302	0.0206042	0.0115357	0.0150445	0.00916522	0.00938273	0.012824	0.0144317	0.0173586	0.0136222	0.0132125	0.0117564	0.0188803	0.0127447	0.0111575	0.0230151	0.0325306	0.036072	0.0247931	0.037584	0.0367674	0.0471156	0.0594826	0.0538806	0.0691218	0.0409744
