 	a66	a87	a23	a50	a0	a31	a11	a90	a75	a21	a5	a37	a90	a92	a56	a75	a25	a94	a98	a79	a37	a26	a82	a87	a23	a87	</S>
nous	0.124248	0.0694979	0.07001	0.0315777	0.0152491	0.0124251	0.00909689	0.0109184	0.00752921	0.00640438	0.00975361	0.00961495	0.0135457	0.00857014	0.0167819	0.0223268	0.0179862	0.0211093	0.0291673	0.0355579	0.0577142	0.0741254	0.0539623	0.0571444	0.0640517	0.0476688	0.103962
sommes	0.0410219	0.0336259	0.0526841	0.0491069	0.0278019	0.0278937	0.0215114	0.0168201	0.0164859	0.0176112	0.0309038	0.0414923	0.0472524	0.0443464	0.0402976	0.0439206	0.0457069	0.0452119	0.0500272	0.0452654	0.0413683	0.0383253	0.0363235	0.0343777	0.033156	0.0424308	0.0350308
en	0.0171394	0.0196273	0.0281798	0.0221209	0.0190606	0.019676	0.0210471	0.0168736	0.0223764	0.0214587	0.0332045	0.0413003	0.03981	0.0376708	0.0537965	0.0510656	0.0524261	0.0344081	0.0402818	0.0498342	0.046356	0.0467962	0.0467255	0.0560094	0.0421741	0.0697852	0.0507959
train	0.0358148	0.0278249	0.0375156	0.0248292	0.0251285	0.0319069	0.0627524	0.0792579	0.10066	0.0779484	0.0582258	0.0611583	0.0389509	0.0505784	0.0317868	0.0223994	0.0287184	0.0238671	0.0293594	0.042527	0.0246172	0.0348486	0.015235	0.0107411	0.0114943	0.00416378	0.0076899
de	0.278382	0.0928505	0.075541	0.0434116	0.0236913	0.0213617	0.0338637	0.0328103	0.0270072	0.010435	0.010412	0.0092529	0.00548856	0.00296843	0.00972944	0.00966702	0.0154787	0.00652755	0.00503099	0.00579466	0.0118737	0.013807	0.0339575	0.0386914	0.0309268	0.0680688	0.0829702
causer	0.059247	0.0461628	0.0666987	0.0900116	0.0759144	0.0806187	0.0550032	0.0486848	0.0632691	0.0561282	0.0393687	0.0345086	0.0265579	0.0150228	0.0238619	0.0216801	0.028487	0.0139494	0.0144665	0.00866342	0.0157079	0.0133265	0.0194306	0.0194727	0.0151901	0.0255472	0.0230199
sous	0.122419	0.0587619	0.0421005	0.0310919	0.0407075	0.0271937	0.0279087	0.024961	0.0249585	0.0162972	0.0156362	0.0133695	0.0129648	0.0127264	0.0175793	0.0158124	0.0192203	0.0130814	0.0122491	0.0226557	0.0511774	0.0447936	0.0734631	0.0734035	0.0600395	0.0544869	0.0709413
le	0.059681	0.0492253	0.0423235	0.0400888	0.0391717	0.0292876	0.0194544	0.0175314	0.017534	0.014873	0.0142443	0.01393	0.0102661	0.00986889	0.012876	0.0132578	0.0195187	0.0154256	0.0249017	0.0354502	0.0546223	0.0423773	0.0720958	0.078236	0.0530974	0.0755011	0.12516
manguier	0.0375003	0.0244653	0.0148531	0.0181783	0.018195	0.0159407	0.0190196	0.0241858	0.0228108	0.0215613	0.0269251	0.0255714	0.0297127	0.0208445	0.0223969	0.0140575	0.0154795	0.0179257	0.0261837	0.0485259	0.0831335	0.064891	0.0768074	0.083282	0.084018	0.0707888	0.0727462
</S>	0.0427703	0.0298549	0.0256368	0.019877	0.0192629	0.0211428	0.0219156	0.0178009	0.0120794	0.00701458	0.00538419	0.00459274	0.00623803	0.00480917	0.00840745	0.00686412	0.00607336	0.00667138	0.0107754	0.0162831	0.0557854	0.0682438	0.0852306	0.100982	0.111772	0.112825	0.171707
