 	a66	a87	a23	a61	a12	a43	a75	a25	a92	a98	a15	a7	a93	a56	a62	a88	a34	a47	a62	a75	a85	a92	a56	a92	a0	a43	a38	a10	a87	a23	a87	a23	</S>
l'	0.0444878	0.059517	0.0528947	0.0828411	0.0679667	0.102336	0.0746385	0.0421987	0.0318182	0.0168321	0.0197668	0.0126433	0.00971976	0.0107276	0.0107013	0.00862838	0.0174914	0.0100772	0.00986711	0.0153116	0.0174331	0.0187733	0.0151913	0.029386	0.0215723	0.0145978	0.0158795	0.0213153	0.0179722	0.0256511	0.0237468	0.0178476	0.0601681
amour	0.00611231	0.007984	0.0101145	0.0178774	0.0160557	0.0134427	0.0362124	0.0440657	0.0719754	0.0853392	0.113297	0.152213	0.128876	0.075781	0.0298541	0.0271431	0.0317987	0.0402246	0.0239673	0.020257	0.0121042	0.0109928	0.0042426	0.00388678	0.00271624	0.00150186	0.000929557	0.00102072	0.00138364	0.00209045	0.00156379	0.00318354	0.00179243
de	0.054305	0.057853	0.0476934	0.0494952	0.0454056	0.0490108	0.0453318	0.0474578	0.0356278	0.0184161	0.0244991	0.0137434	0.00816296	0.0118356	0.00968233	0.00702622	0.00782172	0.00629719	0.00670731	0.00808195	0.00728472	0.00872364	0.0106683	0.0193039	0.0282085	0.0346025	0.0465944	0.0518689	0.056826	0.0434774	0.0458156	0.0548112	0.0373606
la	0.108848	0.0742907	0.0539513	0.0548846	0.0460493	0.0395833	0.0191939	0.0171231	0.00836998	0.00475724	0.00431181	0.00478964	0.0075865	0.0131668	0.0122133	0.010497	0.0148932	0.0101091	0.0107139	0.0109413	0.00885389	0.0116386	0.0107565	0.019766	0.0239992	0.0295781	0.0324861	0.0569389	0.05119	0.0391074	0.0580021	0.0479138	0.0834951
patrie	0.0644657	0.0402736	0.0427935	0.0326165	0.0412272	0.0608222	0.0751574	0.0616632	0.0521164	0.042345	0.036881	0.0236766	0.0219255	0.0146644	0.0116866	0.0120866	0.0201247	0.0128341	0.0205342	0.0138159	0.0103263	0.0091066	0.0101621	0.0143337	0.0100608	0.011284	0.0175604	0.020394	0.0331944	0.0374901	0.0294248	0.0274977	0.0674545
est	0.0345693	0.0330497	0.0338885	0.0257398	0.0370896	0.0619646	0.0723356	0.0637388	0.0793022	0.0513962	0.0518094	0.0282032	0.0410881	0.0301946	0.0133623	0.0104688	0.0251232	0.0172057	0.0328685	0.0331112	0.0310186	0.0237401	0.0243869	0.0169728	0.0144656	0.012668	0.0108953	0.0144809	0.0128869	0.0188985	0.01302	0.0108161	0.0192409
plus	0.0377279	0.029926	0.0316227	0.0277574	0.0287561	0.0300663	0.0333015	0.0390338	0.0382542	0.0324449	0.0255454	0.0155941	0.0127449	0.0193324	0.0175382	0.0168686	0.0218555	0.0174529	0.0217524	0.0189685	0.025923	0.0347066	0.0323531	0.041632	0.0227828	0.0246671	0.0428938	0.0403783	0.0569322	0.049263	0.0413143	0.0302166	0.0403937
fort	0.0381333	0.029181	0.0303635	0.0327417	0.0301442	0.0364455	0.0352121	0.0507823	0.0428203	0.0274778	0.036703	0.018309	0.0175107	0.0229951	0.0189316	0.0264539	0.0167676	0.0124593	0.0127001	0.0150521	0.0205409	0.027658	0.0313887	0.0378521	0.0444298	0.0374461	0.0290758	0.0430677	0.0373556	0.0395967	0.039583	0.0303615	0.0304601
de	0.0321309	0.0256622	0.0251254	0.0294605	0.0292817	0.0352633	0.0312952	0.0435926	0.0266857	0.0189908	0.023991	0.0163564	0.0101348	0.0114952	0.0131008	0.0151012	0.0160193	0.0140814	0.0157563	0.0158951	0.0197976	0.0258669	0.0208945	0.0296037	0.0340725	0.0377435	0.0394837	0.0599612	0.0620799	0.0531519	0.0616302	0.0521368	0.0541579
celui	0.0253226	0.0268817	0.028832	0.0374658	0.043764	0.0481861	0.0440511	0.0395131	0.0229422	0.0161522	0.0189755	0.012842	0.0116654	0.00957548	0.00789713	0.00750191	0.00849158	0.0078568	0.00802641	0.00788927	0.00989788	0.013236	0.0113065	0.0220699	0.0272017	0.0310141	0.0499338	0.0535237	0.06488	0.0625455	0.0674827	0.0560425	0.0970334
de	0.0189163	0.0209486	0.0236117	0.027689	0.0310652	0.033989	0.03325	0.0259636	0.0174353	0.0122354	0.0149675	0.0106437	0.0102229	0.00973484	0.00757137	0.00959978	0.0135584	0.0117167	0.0112708	0.0127709	0.0150469	0.0183734	0.0204672	0.0341355	0.0361142	0.0356069	0.0592285	0.0547896	0.0595655	0.0769222	0.0709527	0.0531558	0.108481
la	0.0246372	0.019843	0.0189842	0.023853	0.0267003	0.0282503	0.0260329	0.0197669	0.0144447	0.00900083	0.0127254	0.00747143	0.00516314	0.00609959	0.00670731	0.00961446	0.0136814	0.010652	0.013616	0.0188154	0.0249929	0.0305352	0.0305454	0.0372645	0.0441687	0.0466701	0.0506086	0.0633502	0.052558	0.0686663	0.0714046	0.0583259	0.10485
femme	0.0274193	0.025491	0.0252415	0.0347385	0.0342942	0.0356799	0.0291212	0.0191074	0.0153638	0.00904691	0.0136274	0.00881751	0.00500705	0.00576444	0.0073446	0.00742547	0.0139606	0.00823898	0.0115827	0.0147925	0.0195423	0.0286001	0.0314162	0.0422729	0.0357265	0.0398731	0.0530851	0.0637183	0.0609947	0.067865	0.0632772	0.0520085	0.0895552
</S>	0.0198074	0.0172835	0.0160154	0.0177481	0.0129405	0.0157963	0.0104186	0.00878825	0.00863387	0.00627618	0.00730481	0.00370066	0.00386467	0.0035909	0.00312949	0.0057078	0.0112629	0.006117	0.0085492	0.0135683	0.0299799	0.0384602	0.0452253	0.0751228	0.0442572	0.0475679	0.0788205	0.0614709	0.0796347	0.0800776	0.0632624	0.0550719	0.100545
