 	a66	a87	a79	a15	a79	a21	a96	a21	a61	a43	a96	a83	a75	a85	a37	a75	a47	a6	a26	a43	a96	a75	a47	a15	a79	a98	a92	a44	a12	a96	a75	a5	a61	a18	a61	a12	a96	a66	a71	a9	a3	a97	a57	</S>
il	0.0571647	0.0502228	0.0358907	0.0596247	0.0352885	0.0371619	0.060762	0.0339584	0.027293	0.0410936	0.0651656	0.0480225	0.0338107	0.0240347	0.0281321	0.0179303	0.0167936	0.00864455	0.00805052	0.00497975	0.00449214	0.00567089	0.00717502	0.0065268	0.0091541	0.00694925	0.00973122	0.00795251	0.00924703	0.00604592	0.00677964	0.0123967	0.0133336	0.0122808	0.00862107	0.0063494	0.0154687	0.0162579	0.0214384	0.0214622	0.0282704	0.0214168	0.0152714	0.0336833
a	0.00480777	0.00566606	0.011073	0.0183719	0.0200581	0.0429617	0.0245771	0.0363756	0.0204518	0.0218469	0.01807	0.0168499	0.0161894	0.0151154	0.013899	0.0190496	0.0117235	0.027055	0.0353377	0.0287452	0.0538473	0.0867101	0.0903373	0.0255084	0.0144327	0.00813103	0.0085861	0.0102968	0.0118493	0.00952778	0.0100786	0.010615	0.0142593	0.0163499	0.0152368	0.0204583	0.0205672	0.0238219	0.0289389	0.0260564	0.0260129	0.0243712	0.0259892	0.00979329
contourné	0.00952203	0.00548086	0.00586097	0.00611616	0.00621649	0.0200714	0.0188643	0.0214677	0.00785188	0.0225141	0.0366805	0.0510771	0.035017	0.027141	0.0305333	0.0372448	0.0360139	0.0463194	0.0373397	0.0448954	0.0764398	0.0636746	0.0925087	0.0377918	0.0177144	0.00895388	0.00609557	0.00496988	0.00424411	0.00637218	0.00331509	0.00379277	0.00270973	0.00380955	0.00434647	0.00325001	0.00707298	0.0104782	0.0133286	0.0234807	0.0252461	0.0139417	0.0399585	0.0202767
ma	0.0781706	0.0401412	0.0298238	0.0160161	0.00645674	0.00425941	0.00607465	0.00944132	0.00960205	0.0122328	0.0229666	0.0198185	0.0226902	0.0208595	0.032618	0.0277764	0.0326122	0.0253984	0.0273727	0.0293483	0.0378631	0.0327659	0.0374993	0.0154309	0.0217561	0.0190277	0.0220188	0.0180896	0.0148247	0.0189685	0.0106638	0.012262	0.0164168	0.00946816	0.0101552	0.0113403	0.0224136	0.0204509	0.0156897	0.030054	0.0244609	0.0217717	0.0426731	0.0402556
parcelle	0.0219175	0.0158014	0.0168631	0.0142624	0.0116288	0.00786507	0.00373044	0.00590782	0.00851692	0.0118599	0.00753711	0.00797053	0.012312	0.0214634	0.0267782	0.0324393	0.0420548	0.056483	0.0375111	0.0592704	0.0726767	0.0470605	0.045854	0.021893	0.0291053	0.0144756	0.0228233	0.0199049	0.0209107	0.0304829	0.0183515	0.0173186	0.01263	0.00979163	0.00986356	0.00855273	0.0130143	0.0118487	0.0208651	0.0134362	0.0277742	0.0214547	0.0531616	0.0145772
parce	0.0131117	0.00887414	0.0113042	0.0189988	0.0263024	0.0269993	0.0187465	0.0344385	0.0479487	0.0607243	0.0351183	0.0350894	0.0390644	0.0796032	0.0775697	0.0530548	0.0812102	0.0482197	0.031823	0.0315428	0.0241385	0.0206697	0.0166977	0.0108346	0.010296	0.00738973	0.00798671	0.00619324	0.00598773	0.00383462	0.00345524	0.00318434	0.0032459	0.00366022	0.00331784	0.00790322	0.0072524	0.00856881	0.0110877	0.00981787	0.0125364	0.0124423	0.00804356	0.0117113
qu'	0.0339055	0.0237332	0.0116288	0.00993448	0.0120796	0.0181517	0.0113657	0.0183877	0.0253238	0.0404012	0.0582571	0.0301698	0.0614684	0.0465995	0.0564423	0.0591233	0.0664353	0.0579123	0.0492021	0.0474361	0.0414456	0.0209604	0.0203779	0.00985105	0.0088894	0.00416836	0.00832099	0.00579298	0.00525087	0.00539809	0.00539325	0.00700653	0.00458121	0.00447913	0.00426494	0.0054896	0.00496972	0.00688172	0.0168918	0.00624713	0.018978	0.0172755	0.0170357	0.0120925
il	0.0644532	0.0384322	0.0122647	0.0105932	0.0102236	0.0110392	0.00806717	0.0131816	0.0127388	0.0175229	0.0340422	0.0144907	0.0301027	0.0161848	0.0225626	0.0316952	0.0327036	0.0324171	0.0407573	0.0300249	0.0411815	0.0271618	0.0349071	0.0193424	0.021203	0.0113123	0.0154973	0.00980809	0.011156	0.0102692	0.0141076	0.0199794	0.020812	0.0134772	0.0141517	0.0106136	0.0175932	0.0186197	0.0275589	0.0257994	0.0418379	0.0319879	0.0435131	0.0146121
me	0.0647698	0.0338954	0.0151843	0.0120837	0.0110357	0.0100261	0.00597833	0.0101952	0.00778268	0.0134369	0.0230129	0.0153163	0.023928	0.0148723	0.0176181	0.0220262	0.0205503	0.019713	0.0224316	0.0187412	0.0220145	0.0173031	0.0236448	0.011386	0.0102633	0.00768871	0.0127062	0.0103925	0.0174138	0.0228162	0.0234183	0.0188394	0.0106942	0.0104121	0.00820106	0.00836258	0.0149825	0.0238711	0.0499114	0.0634549	0.0613357	0.0576495	0.0618915	0.0487484
doit	0.0750112	0.0746615	0.0640572	0.0488326	0.0454857	0.0226467	0.0144741	0.0138117	0.00855797	0.0096519	0.0140276	0.0176888	0.013273	0.0111072	0.0124547	0.0111875	0.0121406	0.0105692	0.0171948	0.0169122	0.0148762	0.0207923	0.0202546	0.0131532	0.0178448	0.0115817	0.0167997	0.0152797	0.0217387	0.0380802	0.0252013	0.0202403	0.00843954	0.00515921	0.00614144	0.00426292	0.0114591	0.0148952	0.0263885	0.0430877	0.0292314	0.0262639	0.0416003	0.0334818
de	0.0231451	0.0369915	0.0490626	0.0498145	0.0684057	0.0436211	0.0309186	0.0272314	0.0152067	0.0146837	0.0173209	0.0198352	0.0184867	0.017299	0.0193018	0.0185594	0.0189514	0.019905	0.0330636	0.0307138	0.0241586	0.0337497	0.0327474	0.0237966	0.0295438	0.0174622	0.018764	0.0170303	0.0178876	0.0262602	0.0154394	0.0145755	0.0063121	0.00486246	0.00413113	0.00500945	0.00593365	0.00711668	0.0196283	0.0198715	0.0212656	0.0165326	0.029009	0.0163947
l'	0.0131104	0.013404	0.0210072	0.0260435	0.0409655	0.0391588	0.0331382	0.0366259	0.0212554	0.0244072	0.0272539	0.0215391	0.0302471	0.0214428	0.0223805	0.0294259	0.0282911	0.0273318	0.0329725	0.0250913	0.0210741	0.024268	0.0269766	0.019669	0.0217179	0.0115454	0.0215124	0.0190493	0.0182939	0.018472	0.0137902	0.0136072	0.00795242	0.00766614	0.00700206	0.00646148	0.0102083	0.0110662	0.0245145	0.0203398	0.035073	0.0290439	0.049279	0.0263251
argent	0.0125261	0.00770519	0.0122717	0.0128908	0.022247	0.022303	0.0156095	0.0267724	0.0215576	0.0223212	0.0185951	0.0160345	0.022068	0.0177003	0.0198463	0.0255573	0.022155	0.0267741	0.0292128	0.0206522	0.0171292	0.0197649	0.0212431	0.0206592	0.0203101	0.0118677	0.0196796	0.0151296	0.0156484	0.0225601	0.0221144	0.024548	0.0127902	0.0142878	0.0142592	0.0105809	0.0197845	0.0214758	0.037446	0.0341691	0.0519717	0.0457426	0.0660366	0.0460008
</S>	0.0236257	0.0176409	0.00968987	0.00613606	0.00747127	0.00552988	0.00516382	0.0053473	0.0074558	0.0176821	0.0326953	0.0143601	0.0261372	0.0154562	0.0220031	0.0290101	0.0332916	0.0188998	0.0175361	0.0124575	0.0130281	0.00521561	0.0112364	0.00344058	0.00548333	0.00422708	0.00752495	0.00611191	0.00925364	0.00725434	0.00850209	0.0162975	0.0139207	0.0190043	0.0145702	0.0187443	0.0351121	0.0445876	0.0791035	0.0652099	0.0748112	0.0682954	0.0731574	0.0683181
