 	a87	a30	a93	a21	a56	a90	a76	a73	a37	a61	a66	a34	a75	a98	a85	a37	a61	a47	a88	a24	a62	a56	a93	a56	a90	a98	a92	a37	a21	a5	a37	a98	a85	a61	a83	a9	a10	a87	a10	a9	a30	</S>
cette	0.0360498	0.0326263	0.0381159	0.05584	0.0436574	0.0411943	0.0441043	0.0268202	0.03888	0.0361916	0.0497261	0.0405796	0.0587475	0.0311599	0.071917	0.0366376	0.0166729	0.0132924	0.0152429	0.00757107	0.00795094	0.0094932	0.00591407	0.00852476	0.00876084	0.0105971	0.0127331	0.00939195	0.0130004	0.010617	0.00851383	0.00874719	0.00642919	0.0110973	0.00833814	0.00875515	0.0142074	0.0110776	0.0100673	0.0204011	0.021898	0.0384577
femme	0.00361938	0.00726513	0.0220348	0.0253049	0.0741016	0.100249	0.186816	0.13401	0.134138	0.0664363	0.0607061	0.0298932	0.0210446	0.0152929	0.0161523	0.0102749	0.00852495	0.0121364	0.00499512	0.00387842	0.00280392	0.0025187	0.00367043	0.00456822	0.00858214	0.00830339	0.00779667	0.00527125	0.00522278	0.00256501	0.00122179	0.0009952	0.000505276	0.000906808	0.000577634	0.000440993	0.000784122	0.000701595	0.000679251	0.00158538	0.00157221	0.00185346
a	0.0292921	0.0233297	0.0428439	0.0408641	0.0440036	0.0514411	0.0778832	0.0275235	0.033173	0.0207041	0.0334516	0.0116136	0.0167893	0.0131437	0.0205081	0.0259106	0.049301	0.0564853	0.0394076	0.0360756	0.016853	0.0170181	0.0161331	0.00961019	0.00921597	0.00769682	0.00412113	0.00519277	0.00525153	0.00717403	0.00824756	0.00860875	0.0120178	0.0111103	0.0146896	0.0138622	0.0148969	0.0201803	0.0265543	0.0184488	0.0456638	0.0137082
abandonné	0.0253867	0.0253599	0.00987856	0.0079541	0.0120803	0.0322546	0.0372804	0.0704634	0.041939	0.0322595	0.0203631	0.0270182	0.0219046	0.0190318	0.0151477	0.0227169	0.0456838	0.049195	0.0390193	0.0416237	0.0399206	0.0314436	0.0400717	0.0382391	0.0360301	0.0283681	0.0239929	0.0202145	0.0153702	0.0147251	0.00738751	0.00680689	0.00647826	0.0112903	0.0069524	0.0068409	0.0118631	0.0100817	0.0112198	0.0120528	0.0104678	0.0136219
son	0.023982	0.0135457	0.00906141	0.00525482	0.0045887	0.00766014	0.00821093	0.0182912	0.0110329	0.0174245	0.0129826	0.0367173	0.0476643	0.0427045	0.0393437	0.0345489	0.0274843	0.0252123	0.0258576	0.0258249	0.0250834	0.0280071	0.0294582	0.0224939	0.0177437	0.0176197	0.0188958	0.0213705	0.0208878	0.0177199	0.0263549	0.0279545	0.0228688	0.0410015	0.0318828	0.0400248	0.0338941	0.0322173	0.0225218	0.0259867	0.0171662	0.0214539
foyer	0.0216818	0.0170276	0.013127	0.0110037	0.0107269	0.0131838	0.0175466	0.0276117	0.0292145	0.0346187	0.0409952	0.0488477	0.0599646	0.0598683	0.0460217	0.0369303	0.0291932	0.0206226	0.0262504	0.0209023	0.0148017	0.0150199	0.0160875	0.014168	0.0163885	0.0224125	0.0197441	0.0222986	0.0220509	0.01998	0.0213377	0.018288	0.0151412	0.0184509	0.028534	0.0298777	0.0199139	0.020065	0.0139657	0.0153772	0.0148108	0.0159476
conjugal	0.0422036	0.0409112	0.0253472	0.0192824	0.0162353	0.0228497	0.0173148	0.0137701	0.0212332	0.0259188	0.0489684	0.0465442	0.0583028	0.0565865	0.0732429	0.0580094	0.0376975	0.0263177	0.0307675	0.0200867	0.0181644	0.0232349	0.0214218	0.0162992	0.0121277	0.010323	0.0092167	0.00756269	0.00855551	0.00825851	0.00845337	0.00835233	0.00767389	0.0153606	0.0123786	0.0179476	0.0154192	0.0157529	0.0119535	0.0144712	0.0162352	0.0192472
parce	0.0535939	0.0502039	0.0508076	0.0411667	0.0341512	0.0210315	0.0147456	0.00985539	0.0114666	0.0154788	0.0277992	0.0421119	0.055825	0.0607397	0.0504813	0.0484594	0.0308616	0.0227949	0.0202554	0.0112386	0.0107032	0.0122383	0.00808835	0.0114279	0.00849631	0.0114994	0.00775461	0.011607	0.0159233	0.0165756	0.0118702	0.0142232	0.00722938	0.012589	0.0143218	0.0138459	0.0152166	0.0236681	0.0201685	0.0153688	0.0266905	0.0374259
que	0.0343261	0.024983	0.0260929	0.0192903	0.0164119	0.0123116	0.0119469	0.00917683	0.00746843	0.00775898	0.01106	0.014253	0.01798	0.0298055	0.0243882	0.0263963	0.0397759	0.0406046	0.0375035	0.0232174	0.0227455	0.0205753	0.0119319	0.0122989	0.00839701	0.0108803	0.0086113	0.0130103	0.0259403	0.029285	0.0403555	0.0404082	0.0317108	0.0381861	0.0299327	0.0226715	0.0301093	0.0382309	0.0354246	0.0215338	0.0337687	0.0392404
son	0.0345981	0.039429	0.0376131	0.0389308	0.0358205	0.0237305	0.019833	0.0163369	0.0113461	0.0119399	0.0151276	0.0206031	0.0223875	0.0339301	0.0268648	0.0197016	0.0277057	0.048404	0.026551	0.0240861	0.0266543	0.0309024	0.0157467	0.0148499	0.0196677	0.0242555	0.0222403	0.025296	0.0291791	0.0287162	0.0221185	0.022263	0.0124869	0.0182119	0.0142023	0.0133089	0.0194916	0.0185835	0.021702	0.0193282	0.0231152	0.0227405
mari	0.0289348	0.0242495	0.0189544	0.0136504	0.0168446	0.0205057	0.0186487	0.0244462	0.0189131	0.0175587	0.018747	0.0209544	0.0190416	0.0267388	0.0234859	0.0222901	0.0320825	0.0349839	0.0309404	0.0293384	0.0314278	0.0260042	0.0220129	0.0204451	0.0162703	0.0192815	0.015729	0.022372	0.0247763	0.0286944	0.0318072	0.0265417	0.0156796	0.0186503	0.0129006	0.0127227	0.0262566	0.0221848	0.0265038	0.0305154	0.0431296	0.0447852
est	0.034288	0.0372705	0.0496556	0.0566885	0.0803129	0.0361857	0.025184	0.0210486	0.0145048	0.0129615	0.017706	0.0178173	0.021531	0.0300014	0.0328762	0.028747	0.0266698	0.0384625	0.0286337	0.0250876	0.0279608	0.0246739	0.011187	0.016536	0.0164704	0.0343662	0.0220901	0.0282718	0.0164839	0.0197233	0.0130473	0.0097597	0.00604787	0.00794089	0.00650074	0.0057927	0.0089563	0.0108489	0.0104627	0.0134693	0.0261837	0.0275939
éhonté	0.0418401	0.0359228	0.0492884	0.035405	0.0717774	0.0537294	0.0475267	0.0431637	0.0319265	0.0292878	0.0341056	0.0267344	0.0207729	0.0204455	0.0258822	0.0181095	0.0189453	0.023641	0.0209606	0.0166764	0.0168017	0.0151414	0.0145615	0.0140782	0.0131333	0.0222543	0.0181154	0.0235721	0.0265098	0.0239996	0.0178853	0.0132837	0.00475027	0.0073597	0.00503616	0.00449936	0.00875969	0.0104107	0.0113602	0.0145222	0.0247583	0.0230659
</S>	0.0687166	0.0413077	0.061785	0.0489629	0.0534427	0.0156954	0.0136669	0.0101789	0.0117258	0.0121169	0.014706	0.0177591	0.0201116	0.0232744	0.0220111	0.0170235	0.0168401	0.016587	0.0169101	0.0100591	0.0103958	0.0141596	0.00927684	0.0104973	0.00845327	0.0138822	0.013978	0.0188236	0.0298017	0.0304011	0.0312426	0.0239685	0.011709	0.0237272	0.016792	0.01854	0.0243531	0.0258399	0.0271168	0.0286447	0.0391739	0.0563424
