 	a66	a87	a57	a87	a97	a23	a40	a7	a44	a96	a21	a5	a23	a40	a47	a92	a37	a25	a92	a37	a98	a85	a47	a36	a2	a26	a83	a21	a5	a12	a18	a11	a88	a62	a96	a98	a47	a36	a85	a37	a26	a57	a87	a23	a99	a97	</S>
akumé	0.0479368	0.0613879	0.0496008	0.0312583	0.0275492	0.0279696	0.0351025	0.0323649	0.0524104	0.0703064	0.0790203	0.0970227	0.0640283	0.0455516	0.0283305	0.0206519	0.0164562	0.009059	0.0073672	0.00582495	0.00524773	0.00642678	0.00568277	0.0034247	0.00409329	0.00426865	0.00343702	0.00353944	0.00478192	0.00461551	0.00310601	0.00406733	0.00538733	0.0110647	0.0131418	0.00410082	0.00326136	0.0045875	0.0068159	0.010387	0.00644329	0.00687874	0.00782336	0.00609097	0.0167182	0.0110294	0.0243791
n'	0.0421459	0.0312847	0.040857	0.0363123	0.010204	0.0140544	0.0183124	0.0158838	0.0300928	0.0273838	0.0201111	0.0222487	0.0182992	0.0720946	0.047398	0.0275427	0.02162	0.0143599	0.0209041	0.0124037	0.0107726	0.0153623	0.0130795	0.00697269	0.00934252	0.0117458	0.00956819	0.00760255	0.0119751	0.00921265	0.0201078	0.014294	0.0215685	0.0142987	0.025435	0.0203982	0.0232811	0.0308951	0.0188703	0.0239732	0.0265766	0.0211359	0.0114058	0.0179672	0.0166892	0.0169533	0.0270031
arrive	0.0227373	0.00798642	0.00983441	0.0100979	0.00378305	0.00488251	0.00161664	0.00288079	0.00437763	0.00467677	0.0042184	0.00462085	0.0142372	0.10109	0.0620108	0.0646697	0.0377289	0.0462835	0.0794529	0.0462668	0.0482451	0.0491062	0.041827	0.0327621	0.0257393	0.0150101	0.00778301	0.00577608	0.0049277	0.00256101	0.00628054	0.00435463	0.00334949	0.00169703	0.00251763	0.00400983	0.00697364	0.0102994	0.00540633	0.00735253	0.00797422	0.0112427	0.0116075	0.0184446	0.0311449	0.050312	0.0498432
plus	0.0543389	0.0377765	0.0296467	0.0259958	0.0129011	0.015088	0.00714201	0.00990758	0.0154621	0.0261667	0.0321391	0.0327073	0.0253722	0.0304473	0.0312457	0.0112931	0.0087893	0.00659328	0.00912677	0.0063543	0.00908863	0.0093947	0.00755132	0.0106742	0.00520754	0.00537372	0.00478634	0.00702145	0.00763946	0.00907977	0.00648583	0.00747909	0.00927817	0.0117257	0.0215371	0.0281543	0.0218903	0.0332052	0.0251466	0.027133	0.0283655	0.0288342	0.0413243	0.0453854	0.0537051	0.0389582	0.0670811
à	0.0397888	0.0180347	0.0119404	0.0124676	0.00841285	0.0100277	0.00583042	0.00644173	0.00618836	0.00790088	0.0131731	0.0148735	0.0136382	0.00734952	0.00850117	0.0143087	0.0187635	0.0289834	0.0225161	0.032282	0.029778	0.0214853	0.0205767	0.0186462	0.0146436	0.0116557	0.0139824	0.0209408	0.0223472	0.0300837	0.0170484	0.020062	0.0176967	0.0247008	0.0221521	0.0165144	0.022839	0.0380978	0.0257778	0.0311695	0.0234751	0.0345742	0.0355239	0.0397591	0.0435876	0.0333859	0.0480734
marcher	0.0456741	0.0296343	0.0236092	0.0239445	0.0186263	0.0203117	0.008135	0.00992491	0.00642866	0.00753325	0.00900835	0.0103409	0.00923065	0.00665665	0.00831751	0.0146804	0.0199974	0.024896	0.0259742	0.0336519	0.0367005	0.0388393	0.0349338	0.024229	0.0167304	0.0124938	0.0158736	0.0174004	0.0226242	0.0234581	0.0180472	0.0340925	0.0287135	0.0211049	0.0316471	0.0264412	0.0280914	0.0293141	0.0246598	0.0280157	0.0176528	0.0197008	0.0189252	0.0218873	0.0188176	0.0138317	0.0191981
à	0.0574102	0.0396089	0.0204004	0.016344	0.00802771	0.0128494	0.00169214	0.00229508	0.00394409	0.00504477	0.00205478	0.00249894	0.00267742	0.00293307	0.00179131	0.00485151	0.00920485	0.0207451	0.0301676	0.033999	0.0205406	0.0350101	0.0233754	0.00791494	0.00839221	0.00736191	0.00788488	0.0118905	0.0335531	0.0287147	0.0326036	0.0428752	0.0383264	0.0364672	0.0489699	0.0396578	0.0342989	0.0425583	0.0281856	0.0438479	0.0243355	0.0214553	0.0219919	0.0206764	0.0253563	0.0167631	0.0184523
cause	0.0627606	0.0481818	0.0481472	0.0407842	0.021198	0.0324138	0.00435173	0.00577919	0.0080044	0.00992936	0.00470399	0.00733469	0.0092369	0.0100464	0.0082921	0.0156224	0.0174843	0.0314584	0.0392341	0.0340244	0.0210492	0.0294309	0.0169313	0.00796009	0.0065	0.00593768	0.00513505	0.00650115	0.0127058	0.00989448	0.012483	0.0161068	0.0140933	0.0108508	0.0186469	0.00997523	0.0201657	0.029112	0.0192149	0.0319711	0.0256295	0.0247422	0.0321348	0.0339316	0.0349111	0.037313	0.0476844
des	0.0498162	0.0353486	0.0366755	0.0327841	0.0155377	0.0216543	0.0015044	0.00233619	0.00213813	0.00275548	0.00205811	0.0037228	0.00561253	0.00735759	0.0102898	0.0218795	0.0239111	0.0392548	0.0418829	0.0389604	0.0275725	0.0320776	0.0210599	0.0109998	0.00945784	0.0075098	0.00475692	0.00625847	0.00975628	0.00908323	0.00959095	0.0141372	0.0119506	0.00751775	0.0180162	0.00947987	0.0219805	0.0339185	0.0192305	0.0405833	0.0266856	0.0244041	0.0338945	0.03806	0.0360987	0.0455683	0.0748711
chiques	0.020921	0.0108125	0.00878339	0.00967114	0.00756371	0.00925002	0.00330693	0.00394979	0.0033188	0.00470313	0.00496484	0.0095067	0.0118465	0.00829129	0.0112119	0.0247848	0.0229592	0.0372888	0.0527991	0.0534773	0.049316	0.0595371	0.0503083	0.0405898	0.0265586	0.0203967	0.0187413	0.0198922	0.0221188	0.0161815	0.0157073	0.0165922	0.0143808	0.0142181	0.0180016	0.0118536	0.0120967	0.01638	0.0124487	0.0189242	0.0127772	0.0184444	0.0243887	0.0234558	0.0269181	0.0287097	0.0716516
