 	a66	a87	a23	a99	a62	a12	a5	a18	a61	a62	a47	a61	a31	a0	a62	a34	a70	a0	a21	a5	a12	a31	a0	a31	a88	a31	a62	a88	a66	a70	a75	a56	a44	a4	a70	a66	a26	a57	a87	a23	a87	</S>
ce	0.0341532	0.0451617	0.0362339	0.0245374	0.023195	0.027775	0.0354544	0.0390455	0.0280042	0.0268416	0.0171532	0.0220098	0.0318311	0.0438648	0.02179	0.0338477	0.0608341	0.0741853	0.0391756	0.0461871	0.0465983	0.0178465	0.0214519	0.00814237	0.0349228	0.00622878	0.0171815	0.0143186	0.00592579	0.00785423	0.00405325	0.0059765	0.00772537	0.007808	0.00853497	0.00849149	0.00832967	0.0130211	0.0105456	0.00945494	0.0082564	0.0160513
que	0.00673762	0.009799	0.0182721	0.0175058	0.0198738	0.024164	0.0314344	0.0253643	0.0504556	0.0353679	0.109402	0.0429161	0.108953	0.0655757	0.0823883	0.0388	0.0263201	0.02654	0.0383868	0.0147338	0.0109535	0.0106549	0.00893225	0.0161646	0.0101836	0.0184173	0.0123567	0.0149662	0.0129086	0.0152909	0.0101684	0.0149914	0.00841931	0.00847581	0.0038595	0.0030393	0.0024954	0.00389244	0.0027475	0.00347373	0.00615931	0.00845932
tu	0.0316279	0.0249356	0.0370755	0.0408685	0.0289655	0.0177713	0.0227878	0.0195941	0.0275275	0.0283081	0.0170899	0.019699	0.0328985	0.0123893	0.0137486	0.0121143	0.0065054	0.00688147	0.00397822	0.00532043	0.00379471	0.00354118	0.00225264	0.00402476	0.00190285	0.00179773	0.00186662	0.00269588	0.00351052	0.0037283	0.00595864	0.0107077	0.0103544	0.0131243	0.0375778	0.0668198	0.0465091	0.0527612	0.0797011	0.0833444	0.108862	0.0450778
cachais	0.062206	0.0463935	0.0397016	0.0220575	0.00793491	0.00551541	0.00729984	0.00686936	0.0137052	0.0189109	0.0180059	0.0181683	0.0164184	0.0188525	0.0162262	0.0148319	0.019504	0.0164786	0.0104242	0.0171894	0.018124	0.00980611	0.00912375	0.0224394	0.0127742	0.00759407	0.0139683	0.0114841	0.0329179	0.0214849	0.0345523	0.0344114	0.0340309	0.0228676	0.0321042	0.0336182	0.0300853	0.0343106	0.0402047	0.0606985	0.0374573	0.0492486
sous	0.0313597	0.026758	0.0134985	0.0103351	0.00974224	0.00629714	0.00995743	0.00559529	0.00854083	0.00908347	0.00647478	0.0247723	0.0155143	0.0130422	0.025841	0.0194699	0.0291424	0.0119206	0.0156144	0.0269535	0.0308642	0.0278276	0.0177562	0.0401816	0.0288874	0.027493	0.0324067	0.0278411	0.0604699	0.0390664	0.0558406	0.0476536	0.0469091	0.019813	0.0220418	0.0168509	0.0210201	0.0216058	0.0188859	0.0221098	0.0210346	0.0335277
la	0.0597513	0.0380232	0.0284516	0.0252492	0.0153751	0.0111181	0.0138487	0.0152306	0.0143069	0.0194924	0.016223	0.017967	0.0244067	0.017606	0.0176429	0.0252903	0.0274374	0.0339068	0.0238686	0.0337159	0.0343808	0.0266306	0.0165349	0.0212039	0.0199662	0.0122372	0.0155925	0.010718	0.0140477	0.00806634	0.00637491	0.0117952	0.0120293	0.0229654	0.0183828	0.0280125	0.0362729	0.050163	0.0303195	0.0481872	0.0421378	0.0350697
table	0.0536486	0.0336353	0.0123813	0.0073644	0.00578618	0.003941	0.00541991	0.00858418	0.00961126	0.0161546	0.012677	0.0307265	0.0244841	0.0344856	0.028149	0.0400351	0.0561842	0.0382326	0.0315845	0.0465368	0.0421591	0.0262393	0.0246551	0.0199146	0.0357235	0.0209639	0.0153396	0.013887	0.0168035	0.0172085	0.0185553	0.0133964	0.0249538	0.0186434	0.0215692	0.0324166	0.0290422	0.0228258	0.0246564	0.0313772	0.0221732	0.00787428
est	0.0227224	0.0175682	0.0124608	0.00949518	0.0143165	0.0129071	0.0234741	0.0328461	0.0349636	0.0457063	0.0332779	0.0447017	0.0402534	0.0238231	0.0178528	0.0275029	0.0214028	0.0136512	0.0206721	0.0262812	0.0284565	0.037665	0.0308645	0.0157642	0.0365297	0.0547954	0.0275283	0.0322378	0.0288085	0.0188823	0.0107185	0.009436	0.0189267	0.0162387	0.0145029	0.0211434	0.0182836	0.0143273	0.0160696	0.0215758	0.0179027	0.0134631
découvert	0.0107751	0.0111033	0.00688512	0.00521357	0.00694981	0.00442355	0.00962881	0.00924406	0.008924	0.0110778	0.0116996	0.0192968	0.0151213	0.0154082	0.0181268	0.0119603	0.0158412	0.0091417	0.015104	0.0149277	0.0203467	0.0192217	0.0149673	0.0134054	0.0265698	0.0396592	0.0454143	0.0581902	0.0583634	0.0557444	0.0251656	0.0199971	0.036983	0.0334714	0.0308979	0.0388077	0.0493186	0.0440691	0.0410494	0.0417915	0.02274	0.0329732
</S>	0.0155737	0.0139884	0.0115571	0.00842423	0.00791056	0.00703578	0.0112224	0.0108855	0.0109665	0.0128249	0.0125155	0.011116	0.0171923	0.0183098	0.0161933	0.0122593	0.0139517	0.0109062	0.012882	0.0171886	0.0150089	0.0141378	0.0154934	0.0109525	0.0235157	0.0281549	0.0389569	0.0424188	0.0357599	0.029545	0.0149381	0.0159231	0.0243914	0.0251701	0.0232439	0.0498774	0.0554162	0.0529637	0.0514457	0.0674297	0.0305765	0.0817765
