 	a66	a87	a23	a97	a24	a83	a24	a62	a88	a21	a23	a27	a25	a10	a11	a62	a21	a18	a62	a88	a0	a11	a93	a13	a38	a13	a57	a82	a57	a87	</S>
le	0.0738302	0.0771619	0.091617	0.0422746	0.0669694	0.0539865	0.0758265	0.0626831	0.0426555	0.0440935	0.0190223	0.0145456	0.0154379	0.0170519	0.017529	0.0135504	0.00430566	0.00386269	0.00162254	0.00192559	0.00410286	0.0158353	0.0134249	0.0265996	0.0235597	0.0267888	0.026973	0.0210977	0.0170902	0.0251195	0.0594566
ballon	0.00159175	0.0106746	0.0291907	0.0254325	0.0650121	0.10588	0.0538549	0.0617311	0.129509	0.107586	0.0788379	0.0951071	0.0637592	0.0352415	0.0264916	0.0195435	0.00732417	0.0068278	0.00239576	0.00424404	0.00792829	0.00582565	0.00667966	0.00374111	0.00432762	0.00627243	0.00540991	0.0081419	0.00341963	0.00833895	0.0096797
s'	0.0373596	0.0634262	0.0993284	0.0425619	0.0885523	0.0900812	0.0405873	0.0388816	0.0289218	0.0833241	0.0182638	0.017412	0.0114052	0.0167616	0.00783195	0.00474442	0.00695212	0.00528133	0.00615467	0.00378634	0.00292373	0.00229694	0.00883598	0.00972158	0.0386641	0.0272158	0.03846	0.0497634	0.0640205	0.0343338	0.012146
est	0.0491035	0.0467128	0.0503371	0.0422065	0.0548665	0.0604649	0.0380167	0.0436305	0.0253116	0.0318213	0.0163157	0.0122027	0.0125402	0.0145634	0.0201296	0.0138724	0.0131254	0.0137948	0.0141712	0.00999958	0.00774412	0.00817196	0.0193912	0.0169752	0.0265946	0.0446007	0.0553365	0.0564075	0.0953461	0.035752	0.0504937
dégonflé	0.0300525	0.0204024	0.0148841	0.0184393	0.0128151	0.0160601	0.0201989	0.0209413	0.0196258	0.0244609	0.0431164	0.0374769	0.041032	0.041629	0.0701955	0.051407	0.0538794	0.0691903	0.0906257	0.0401983	0.028593	0.0207884	0.0290632	0.0188349	0.0125366	0.00910054	0.0176579	0.0178791	0.030134	0.0425958	0.0361855
parce	0.054072	0.0286342	0.0181778	0.0160296	0.0109063	0.0145378	0.0100804	0.0117978	0.013929	0.0320493	0.0282092	0.0231029	0.0149836	0.0129167	0.0173784	0.0145381	0.0162552	0.0104584	0.0127712	0.00838318	0.00501681	0.00566313	0.00767273	0.00854432	0.0126952	0.0369665	0.0205055	0.0786431	0.119022	0.171058	0.165001
qu'	0.0654735	0.046577	0.039053	0.0295218	0.0240283	0.0280076	0.0196568	0.0275805	0.0192462	0.0303783	0.0246024	0.0178608	0.0172678	0.0213561	0.0210982	0.0196109	0.0250575	0.0252188	0.0177937	0.0120041	0.00486313	0.00527743	0.00734714	0.0102868	0.0210664	0.0403012	0.0278847	0.0407451	0.0690035	0.0978303	0.144001
il	0.0503382	0.0418479	0.0368776	0.0351845	0.0298381	0.0279262	0.0186645	0.0222344	0.0191508	0.04741	0.0226593	0.0149092	0.0227456	0.0328577	0.0352197	0.0263153	0.0296877	0.0294854	0.0323404	0.0266579	0.0177334	0.011989	0.0244086	0.01809	0.0269143	0.0433356	0.0330515	0.0371793	0.0489508	0.0752199	0.0607773
est	0.045042	0.0319032	0.0243792	0.0209943	0.0157152	0.0155376	0.0165488	0.0204683	0.0218519	0.0370482	0.0216209	0.0188291	0.0262001	0.0274798	0.029795	0.024944	0.0291155	0.0248272	0.029396	0.0147092	0.0189046	0.0210125	0.0275397	0.0404127	0.0369984	0.0570076	0.0346737	0.0516542	0.0352995	0.0615859	0.118506
troué	0.0542006	0.03658	0.0220549	0.0285363	0.00953468	0.0111167	0.00890715	0.0120469	0.0107652	0.0276876	0.0305491	0.0225327	0.0217541	0.0284849	0.0406217	0.0293381	0.0484454	0.0424398	0.0462516	0.0282687	0.0196986	0.012768	0.018613	0.014274	0.0206594	0.0280887	0.0292235	0.069781	0.0666018	0.0740342	0.0861415
</S>	0.100425	0.063059	0.0453187	0.0310035	0.0251979	0.0183692	0.0243872	0.0321167	0.0184061	0.0235954	0.0143988	0.00750835	0.0122743	0.018233	0.0178738	0.015602	0.016486	0.0188424	0.0102474	0.0119257	0.010586	0.0128269	0.0226131	0.039458	0.0348937	0.0443015	0.037685	0.0428512	0.0407718	0.0557773	0.132965
