 	a79	a41	a94	a75	a73	a94	a20	a90	a57	a82	a53	a69	a53	a4	a58	a82	a87	a23	a79	a20	a84	a40	a54	a73	a94	a98	a13	a9	a75	a41	a56	a41	a94	a4	a58	a84	a87	</S>
donne-le	0.0339194	0.0227646	0.019108	0.0210542	0.0314211	0.0452737	0.045592	0.0529959	0.109873	0.0427815	0.0333962	0.0545809	0.030221	0.0305731	0.0189835	0.0247352	0.0336219	0.0254152	0.011586	0.0108674	0.0103552	0.0144722	0.0128327	0.017067	0.00426562	0.0100084	0.00582637	0.0133083	0.0087437	0.0179847	0.0134328	0.0175525	0.0198935	0.0232432	0.0239168	0.027739	0.0225536	0.0380406
moi	0.0173512	0.0344832	0.0484512	0.0567668	0.0588952	0.0579551	0.0339677	0.0129071	0.0233682	0.0519725	0.0570747	0.0869134	0.0432304	0.040983	0.018156	0.0536803	0.0693111	0.03647	0.0155782	0.0116724	0.0180048	0.0081844	0.00996765	0.0163621	0.0159272	0.0242546	0.0118167	0.00991849	0.0059427	0.00759801	0.00835577	0.00422577	0.00476468	0.00362866	0.00424739	0.00299321	0.00561477	0.00900539
tout	0.0921979	0.0676874	0.106309	0.119502	0.048056	0.0244536	0.0248593	0.0145087	0.00937169	0.0230822	0.0246264	0.0217688	0.0210675	0.0180371	0.0138594	0.0260797	0.0410313	0.040216	0.0148033	0.00736733	0.013774	0.00918554	0.0107694	0.00716388	0.00431657	0.00460118	0.00436753	0.00501448	0.00429851	0.00577496	0.0141489	0.00810897	0.0113901	0.0201947	0.0130477	0.01532	0.0334556	0.0561828
de	0.0521563	0.0462156	0.0465182	0.0342708	0.0290636	0.0200752	0.0311337	0.0195052	0.0153611	0.0342942	0.0305074	0.0319185	0.02803	0.0270413	0.0191853	0.0241946	0.0453633	0.0510307	0.0305153	0.0191366	0.023178	0.030563	0.0351405	0.0358082	0.0287332	0.0200435	0.0153037	0.0160555	0.0146326	0.0109779	0.0145731	0.0134873	0.0160628	0.0199681	0.014804	0.0113822	0.0152108	0.0285588
suite	0.0141214	0.0185169	0.021932	0.0156268	0.0139948	0.0154719	0.0284507	0.0361422	0.0163172	0.0256746	0.036368	0.0291029	0.0314464	0.0197287	0.0211544	0.02298	0.0216468	0.0318483	0.0447059	0.0360208	0.0425983	0.0473638	0.0531325	0.0412891	0.0433184	0.0375536	0.029293	0.0227883	0.0194084	0.0186314	0.015471	0.0157065	0.0154875	0.0229866	0.0208544	0.0176561	0.0177746	0.0174359
autrement	0.0572008	0.0681777	0.0517711	0.0225379	0.0204408	0.0144579	0.0163327	0.00686051	0.00788921	0.00925143	0.0243387	0.0169484	0.0136433	0.0120244	0.009754	0.0220053	0.0252119	0.0370284	0.0156455	0.0113725	0.0148409	0.017417	0.0282572	0.0561907	0.0288419	0.0141768	0.00524349	0.0204807	0.0188685	0.0221436	0.061063	0.0439217	0.052576	0.0551603	0.0192726	0.0265815	0.0341384	0.0179333
tu	0.0158637	0.0163883	0.0195018	0.014585	0.00824738	0.0039319	0.00499295	0.00565068	0.00539639	0.0141014	0.0386546	0.0167902	0.0209072	0.0144771	0.0148179	0.0311365	0.036497	0.0611452	0.0232097	0.0227925	0.0251519	0.0382906	0.0595146	0.0629977	0.0279937	0.0127611	0.0119571	0.0249452	0.00672047	0.0102518	0.0194318	0.0266561	0.0356312	0.0521659	0.0404265	0.0444147	0.0535522	0.0580501
seras	0.0306126	0.0636186	0.0292318	0.0216855	0.0127819	0.00864811	0.0072721	0.00677609	0.00652745	0.00565455	0.0140588	0.0156043	0.0160695	0.0143533	0.0135176	0.0165903	0.0160141	0.0243252	0.0151606	0.0163301	0.0161458	0.0140095	0.0204736	0.0249432	0.0155014	0.0084917	0.00635508	0.0146581	0.00500324	0.0134115	0.0345849	0.0389759	0.051323	0.111553	0.0768007	0.0768358	0.0779952	0.0381062
puni	0.0270672	0.0280689	0.0275755	0.0222553	0.0131802	0.00698149	0.00744915	0.00967533	0.0126561	0.0264444	0.0266626	0.0324736	0.0243031	0.0267823	0.0170581	0.0313315	0.0390439	0.0460976	0.030446	0.0281028	0.031508	0.0271744	0.0278327	0.0222441	0.0154438	0.00987807	0.0192478	0.0182404	0.010772	0.0150249	0.0199142	0.0181573	0.0182219	0.0433781	0.0353281	0.048072	0.0473667	0.0885404
</S>	0.0618545	0.0448936	0.0250087	0.0152246	0.0128771	0.00717749	0.0075605	0.00573559	0.00497944	0.00533791	0.0136639	0.009328	0.00907097	0.00626223	0.00429965	0.00997427	0.00973547	0.0103631	0.00824158	0.00867446	0.0165924	0.0194871	0.0241536	0.0236054	0.0230844	0.0185533	0.0291428	0.0337402	0.015194	0.0210825	0.0346166	0.0426302	0.055476	0.0811879	0.0569151	0.0744372	0.0854317	0.0644065
