 	a66	a87	a97	a83	a44	a54	a47	a85	a6	a0	a56	a96	a83	a62	a96	a18	a66	a44	a56	a21	a5	a43	a75	a6	a5	a12	a18	a25	a87	a23	a87	a97	</S>
un	0.0402993	0.0624795	0.0501582	0.0509671	0.0420903	0.0653028	0.0646321	0.0803363	0.055181	0.0481467	0.0270516	0.0287181	0.0326643	0.0242258	0.0189176	0.0280423	0.0309681	0.0253176	0.0158578	0.0095349	0.0100079	0.0146444	0.0129833	0.011194	0.0111421	0.0142589	0.0174883	0.0157462	0.0141837	0.0141369	0.0181188	0.0144258	0.0307781
troupeau	0.00900072	0.0122718	0.0225685	0.0467589	0.102428	0.130332	0.1625	0.182182	0.0859117	0.0505022	0.0597223	0.0470629	0.0162853	0.00946323	0.0128815	0.00773427	0.00873213	0.00790546	0.00438242	0.0017178	0.000986355	0.00223178	0.0011528	0.00103075	0.00109519	0.00170609	0.000730073	0.00159441	0.00147058	0.00212524	0.00114307	0.0036523	0.000737505
de	0.0279752	0.0311246	0.0322329	0.0441738	0.094941	0.115789	0.180206	0.116913	0.0805673	0.0462032	0.0338995	0.0196321	0.0145287	0.00870149	0.00580425	0.00655299	0.00660182	0.00671351	0.00361285	0.0036526	0.00462333	0.00494642	0.00321493	0.0062697	0.00829316	0.0102948	0.00400831	0.0103791	0.0126625	0.0154217	0.00995067	0.0258378	0.00427193
sangliers	0.0605178	0.0409988	0.0299092	0.0361539	0.0307442	0.0360494	0.0529637	0.0337634	0.0336018	0.0517559	0.0561774	0.0375382	0.0380639	0.0302077	0.0288116	0.0344456	0.0243105	0.0237306	0.0200358	0.0158352	0.0127542	0.0174245	0.00917252	0.0133185	0.0240793	0.0240476	0.0300131	0.0276939	0.0338178	0.0325718	0.0213598	0.0287925	0.00934005
est	0.0574273	0.0345341	0.0235553	0.0147127	0.0158232	0.0114866	0.0120907	0.00973203	0.0127284	0.0355451	0.0454825	0.0229193	0.0392466	0.044878	0.0309488	0.0390455	0.0410169	0.0487082	0.0815389	0.0632676	0.0279909	0.0311188	0.019123	0.0277635	0.0107646	0.0176355	0.0161565	0.0258791	0.0219695	0.032888	0.0228591	0.0184898	0.042674
entré	0.0315496	0.0235531	0.0189805	0.018124	0.0190881	0.0136282	0.0122434	0.0114647	0.00820444	0.0189314	0.0228717	0.0339169	0.0654752	0.0587879	0.0648582	0.0674236	0.0668264	0.0557136	0.061921	0.0482873	0.0418717	0.0250293	0.0233128	0.026888	0.0116466	0.019173	0.0117746	0.0243726	0.0174255	0.0212243	0.0193653	0.0121035	0.0239637
dans	0.0577759	0.0433774	0.0366053	0.0233626	0.0137814	0.012429	0.00935249	0.0107662	0.0094502	0.0176185	0.0154358	0.0197049	0.0322311	0.030027	0.0219569	0.0326041	0.031362	0.0352602	0.0346885	0.0310494	0.0558276	0.0487384	0.0300144	0.0402745	0.0335082	0.0316557	0.0192791	0.0425235	0.0401293	0.0359479	0.0401247	0.0234734	0.0396646
ce	0.0722361	0.0411162	0.0305731	0.0202404	0.0145969	0.0120969	0.00570127	0.00653986	0.00404658	0.00814174	0.00859346	0.00733621	0.0107414	0.0152958	0.0127428	0.0150262	0.0202872	0.0235947	0.0120801	0.0115907	0.0181757	0.0200363	0.0235507	0.0425005	0.0669288	0.0612929	0.0578695	0.071813	0.0734563	0.0507077	0.0476682	0.0493702	0.0640525
bosquet	0.0288673	0.0239199	0.0222568	0.0219038	0.0269666	0.0253586	0.0158196	0.0227467	0.0282137	0.0546077	0.0543215	0.0267927	0.0456366	0.0380233	0.0361644	0.0522237	0.0462014	0.0366171	0.0229551	0.0248052	0.0309346	0.0207502	0.0246184	0.0321888	0.0333826	0.0278148	0.0350833	0.0468409	0.0259783	0.0266747	0.0148414	0.0211513	0.00533887
</S>	0.0453372	0.0362503	0.032731	0.0221892	0.0212383	0.0208346	0.0128632	0.0174174	0.0168667	0.0328607	0.031606	0.0283695	0.0339853	0.0362324	0.036398	0.0408114	0.0425837	0.0435614	0.0336185	0.0278494	0.0323912	0.0221974	0.0226358	0.027193	0.0171669	0.0232202	0.0233891	0.0321532	0.0228199	0.0462792	0.0400101	0.0520661	0.024874
