 	a66	a87	a10	a97	a87	a97	a30	a53	a15	a69	a15	a92	a56	a96	a88	a43	a90	a56	a75	a92	a37	a12	a21	a85	a6	a36	a26	a82	a97	a87	a97	</S>
il	0.0406513	0.0477033	0.0420222	0.0349345	0.0308683	0.0348173	0.0507502	0.0360337	0.0499104	0.0403501	0.0419156	0.0175052	0.0201752	0.0165273	0.0113155	0.013339	0.0117868	0.0141745	0.00641525	0.0050449	0.00354989	0.00682472	0.00852842	0.0164156	0.0328799	0.0591518	0.0525502	0.0661168	0.040074	0.0407878	0.0462124	0.060668
a	0.0127992	0.0148757	0.00891068	0.0184886	0.0277888	0.0253809	0.0367092	0.0520795	0.0682827	0.0774017	0.0740182	0.0217788	0.0305029	0.0188587	0.0125931	0.0143475	0.0113439	0.0104	0.0199165	0.0146309	0.0184048	0.0208636	0.019163	0.027937	0.0599696	0.064518	0.0460762	0.0499073	0.0380908	0.0312152	0.038793	0.0139539
été	0.0257895	0.0120484	0.0118892	0.00873373	0.0126405	0.0159249	0.0116611	0.0239824	0.0166833	0.0247029	0.0265118	0.0229455	0.0252797	0.0324135	0.0233694	0.0218143	0.0217142	0.0223365	0.0164482	0.0116631	0.010804	0.0142175	0.0183405	0.022446	0.063	0.0716998	0.0495612	0.0573557	0.0793522	0.066797	0.0838692	0.0740047
touché	0.0193866	0.0245882	0.0259549	0.0169861	0.0331651	0.0312133	0.0162183	0.0186229	0.00991143	0.00829397	0.00933073	0.0108232	0.00584937	0.0120405	0.0129312	0.0112456	0.027681	0.0449731	0.140301	0.183908	0.143685	0.0642912	0.0265763	0.0191746	0.0200221	0.0139522	0.00947784	0.0101965	0.0086346	0.00798515	0.00611256	0.00646833
par	0.112102	0.0415806	0.0283096	0.0167588	0.014364	0.00927129	0.00743818	0.00518254	0.00416959	0.00537462	0.00901489	0.00802587	0.00646065	0.00778464	0.00855213	0.00696517	0.0121264	0.00996087	0.00951282	0.0192269	0.0281021	0.0407153	0.0359209	0.0493522	0.0441883	0.0374233	0.04463	0.0601232	0.0578428	0.0838513	0.0935245	0.082144
balle	0.0336495	0.0262013	0.0269527	0.0171439	0.0193477	0.0134102	0.0146357	0.0130938	0.023501	0.0253677	0.0418826	0.0383977	0.04488	0.043145	0.031949	0.0241089	0.0230978	0.0507574	0.025174	0.0561095	0.0529175	0.0370905	0.056888	0.0478951	0.0410858	0.0414625	0.0381036	0.0312968	0.0166936	0.0210105	0.0113717	0.011379
lors	0.0312297	0.0304289	0.0259105	0.0190784	0.0188574	0.021338	0.0121446	0.00794159	0.00502633	0.00439865	0.00726447	0.00745216	0.00950182	0.0110562	0.00749584	0.0232432	0.016143	0.0210276	0.020786	0.0255211	0.0170364	0.0218525	0.0301374	0.0421469	0.0793319	0.122798	0.0798629	0.0652854	0.0462564	0.0704312	0.0495097	0.0495062
du	0.0650521	0.0392696	0.0268011	0.0162398	0.0175706	0.0124707	0.00880927	0.00461829	0.00269081	0.00343342	0.00593844	0.00606585	0.0053623	0.00860653	0.00616462	0.0127319	0.0133575	0.00968989	0.0288256	0.0356964	0.0377627	0.0471293	0.0464345	0.0567951	0.0511219	0.0463538	0.0413642	0.0416049	0.0725488	0.0980408	0.0949964	0.036453
combat	0.0410313	0.0572591	0.0460328	0.0267565	0.0277344	0.0256767	0.0166998	0.00717595	0.00863054	0.0100706	0.017494	0.01033	0.01618	0.0177761	0.0130003	0.016203	0.0117561	0.0146029	0.0249205	0.0545639	0.0434554	0.0473992	0.0377795	0.0409254	0.0382359	0.0428079	0.0302935	0.0476384	0.0487019	0.0592029	0.0531761	0.0464893
</S>	0.0269504	0.0283117	0.0249372	0.0172591	0.0178421	0.0189451	0.00894714	0.00400991	0.0038745	0.00726255	0.0111943	0.0123161	0.0111455	0.0162675	0.0153391	0.0116591	0.0150974	0.0111551	0.0119645	0.0119994	0.0136232	0.0264548	0.0451914	0.0439661	0.0534645	0.0683317	0.0439244	0.054967	0.0623138	0.0752586	0.0908239	0.135203
