 	a66	a87	a23	a87	a23	a79	a15	a36	a40	a94	a70	a0	a54	a15	a7	a34	a62	a96	a88	a54	a15	a7	a84	a57	a87	a23	a87	</S>
ils	0.0890876	0.134934	0.0766143	0.0910943	0.047534	0.0544427	0.0472972	0.043471	0.0275587	0.0313319	0.0261667	0.0213786	0.0190251	0.0113651	0.00628503	0.00721055	0.00456047	0.00370632	0.00380072	0.00644002	0.0201828	0.0191192	0.0260961	0.0303126	0.028252	0.0273472	0.0347473	0.0606385
ont	0.00669508	0.00706988	0.0161421	0.0171924	0.0275652	0.0192716	0.0239535	0.0300652	0.0765915	0.0834568	0.128614	0.0644355	0.0816119	0.0589556	0.0261004	0.0106819	0.0191942	0.0155527	0.0300905	0.0255445	0.0347022	0.023293	0.0301228	0.0256263	0.0232896	0.0358928	0.0344005	0.023888
sorti	0.0108006	0.0049475	0.00433205	0.00334313	0.00346874	0.00428969	0.00493087	0.00522179	0.00503022	0.00469255	0.00773696	0.00914935	0.0145107	0.00938743	0.00363153	0.00180217	0.00267183	0.00669488	0.0135711	0.0246809	0.0347921	0.0681851	0.129807	0.067177	0.109736	0.154394	0.138332	0.152682
les	0.0539059	0.0386535	0.018206	0.0225383	0.0343139	0.0282604	0.0230704	0.0108702	0.00674368	0.00641873	0.00520034	0.0102475	0.0128703	0.0153461	0.0385827	0.0284195	0.0665133	0.0851632	0.0927345	0.0920367	0.0984633	0.0367964	0.020761	0.0372938	0.0295085	0.0143058	0.0209236	0.0518524
veuves	0.0306446	0.0214801	0.0150079	0.0186782	0.0164147	0.0194213	0.0244243	0.0190257	0.0166129	0.0143199	0.0187161	0.0410588	0.0400527	0.0498197	0.0969411	0.056032	0.0672335	0.104599	0.06368	0.0550764	0.0498627	0.0262348	0.0185974	0.0225666	0.0230827	0.0187232	0.0204154	0.0312789
de	0.0778708	0.0410851	0.0274297	0.0365533	0.0368715	0.0327177	0.0301514	0.0222047	0.0199931	0.0170225	0.0231261	0.0303577	0.0288704	0.0247685	0.0284406	0.0234209	0.0230884	0.0247713	0.0226926	0.0211591	0.0162239	0.0474637	0.0610933	0.0483193	0.0483623	0.0725047	0.0425155	0.0709217
leur	0.0720325	0.0505296	0.0167341	0.0250074	0.0135192	0.0113145	0.0125149	0.0105007	0.00929508	0.0141606	0.0213113	0.0259079	0.0164156	0.0212327	0.0283165	0.0395308	0.0322786	0.0455921	0.0379034	0.0415928	0.0503577	0.05131	0.0612025	0.0606916	0.0552528	0.0670728	0.0538308	0.0545915
deuil	0.0620748	0.0477881	0.0263407	0.0319702	0.0239344	0.0210946	0.0193786	0.0145106	0.0117772	0.0102351	0.0141787	0.0188618	0.0116325	0.020571	0.0232445	0.0295172	0.0251954	0.0358112	0.0335743	0.0476471	0.0682287	0.0782427	0.0696441	0.0666169	0.0494331	0.0646923	0.0467455	0.0270585
aujourd'	0.103119	0.0438745	0.0187602	0.0269646	0.0188513	0.0175838	0.019947	0.0133961	0.0105997	0.0139456	0.029591	0.0281333	0.0114365	0.00826564	0.0083893	0.00909733	0.00672237	0.0181357	0.0249121	0.0304058	0.0281035	0.0622008	0.0803717	0.0596773	0.0630701	0.0906993	0.0698185	0.0839286
hui	0.064988	0.0465634	0.0351395	0.0426699	0.0282182	0.0306259	0.0345197	0.0224027	0.0213765	0.0181569	0.0332328	0.0375675	0.0200219	0.0159706	0.0201938	0.0115159	0.017578	0.0313562	0.0290492	0.0395306	0.061605	0.0541352	0.0482667	0.0457219	0.0428701	0.0496741	0.0413058	0.0557438
</S>	0.135443	0.0712547	0.0197472	0.0231521	0.0193044	0.020986	0.0125096	0.010453	0.0192626	0.0142916	0.016702	0.0101593	0.00353809	0.00259034	0.00360397	0.00465728	0.0042076	0.006244	0.00961893	0.0248986	0.0341593	0.0563973	0.0601603	0.0624919	0.0619696	0.06232	0.0851464	0.144731
