 	a15	a66	a87	a23	a83	a90	a98	a47	a85	a6	a75	a37	a90	a56	a35	a56	a93	a4	a93	a34	a62	a0	a11	a34	a75	a79	a44	a4	a57	a50	a83	a9	a99	a87	</S>
un	0.0313653	0.0283122	0.0269994	0.0280321	0.0419568	0.0306539	0.0424883	0.0522456	0.0474411	0.0161608	0.0121109	0.0116804	0.0124813	0.0145714	0.0156487	0.0161398	0.0198332	0.0205282	0.0787411	0.0721577	0.0507036	0.035643	0.0425498	0.0269057	0.026729	0.0201966	0.0347616	0.0233833	0.0145577	0.0152354	0.0149719	0.0165885	0.0136799	0.0113132	0.0332329
cri	0.00228394	0.00243414	0.00431882	0.00989991	0.0200208	0.0204506	0.0512053	0.0632187	0.119353	0.138968	0.133102	0.0903778	0.0751229	0.0441746	0.0304275	0.0276492	0.0216535	0.0308768	0.019737	0.0178647	0.0167648	0.0139647	0.0113011	0.00654556	0.00427712	0.00315238	0.00304476	0.00347288	0.0021347	0.0025122	0.00120155	0.001362	0.00169571	0.00262677	0.00280398
de	0.0587445	0.069702	0.0291971	0.0274011	0.0546734	0.0568163	0.0656901	0.110024	0.0571143	0.110112	0.0481439	0.0429646	0.0395349	0.0463328	0.0351437	0.0256931	0.0153195	0.0187022	0.00881999	0.00573805	0.00653929	0.0044292	0.00523069	0.00633025	0.00739922	0.00328755	0.00709803	0.00355767	0.00282949	0.00264859	0.00377098	0.00484497	0.00538235	0.00512079	0.00566285
malheur	0.0385038	0.0244746	0.0131209	0.00634954	0.012514	0.0117708	0.0119426	0.0223445	0.00814108	0.0119708	0.00747516	0.010141	0.0165668	0.0373343	0.0271828	0.0190836	0.0158106	0.0178964	0.0152754	0.0127688	0.0105058	0.0110291	0.00923255	0.0116762	0.0167197	0.0090351	0.0178604	0.0276231	0.0322074	0.0880018	0.0903132	0.0732793	0.101063	0.0716026	0.0891827
provient	0.0325876	0.0180477	0.0141185	0.00687681	0.00849548	0.0109287	0.0160742	0.0213233	0.0332077	0.04635	0.0427311	0.0503965	0.0598957	0.0717599	0.060931	0.0412304	0.0387626	0.0330194	0.029474	0.0162914	0.0130891	0.010764	0.00837308	0.0125123	0.00820808	0.00877589	0.00891309	0.0143398	0.0209692	0.0463988	0.0357204	0.0272962	0.0378615	0.0490212	0.0452556
du	0.0559194	0.0415871	0.0302223	0.0159055	0.0143328	0.0156673	0.0205937	0.0269597	0.0317189	0.0257288	0.01836	0.0197016	0.0275922	0.0287934	0.0259383	0.0241291	0.0249676	0.0150915	0.0120566	0.00987306	0.0133209	0.00818548	0.0125708	0.0137989	0.0134606	0.0148284	0.0270501	0.0264793	0.0355269	0.0491538	0.0676145	0.0708539	0.0595954	0.0332285	0.0691938
fond	0.064686	0.0596595	0.0445872	0.0311279	0.0255605	0.0317354	0.0391279	0.0247016	0.0252505	0.0173062	0.0141316	0.0217509	0.0346803	0.044658	0.0402924	0.0384196	0.0443061	0.0297818	0.025092	0.0176713	0.0288214	0.0107491	0.0251198	0.0236793	0.0311583	0.014876	0.0224906	0.0233518	0.0235916	0.0255887	0.0211323	0.0240881	0.0201324	0.0109525	0.0197412
du	0.0553808	0.0448834	0.0263506	0.0151478	0.0165017	0.0172882	0.0245194	0.0241081	0.0171213	0.0124849	0.00832269	0.00670233	0.0061543	0.00554752	0.00398932	0.00397763	0.00609463	0.00668375	0.0135485	0.00969542	0.0114615	0.00818185	0.0101679	0.0122692	0.0197906	0.0169443	0.0315084	0.0492913	0.0501746	0.0850592	0.0801394	0.0698542	0.0681064	0.0689941	0.0935547
village	0.0256065	0.0202931	0.0170903	0.0154633	0.0148785	0.0132754	0.0155347	0.0157552	0.0152809	0.00700005	0.00852394	0.0122885	0.0199365	0.026642	0.0243527	0.0313924	0.0422949	0.0350955	0.0545803	0.0524211	0.0538383	0.0356045	0.0321706	0.0338154	0.0352583	0.0244177	0.0320779	0.0304983	0.0320612	0.0383407	0.042439	0.0435761	0.0315827	0.0331319	0.0334814
</S>	0.0325605	0.0220769	0.0164592	0.0116042	0.0123762	0.0123383	0.019637	0.0271868	0.0301968	0.0148284	0.014436	0.0167313	0.0134217	0.0111935	0.0153908	0.00773878	0.00836715	0.00660821	0.0119887	0.00873457	0.00679417	0.00314815	0.00449577	0.00868421	0.0136906	0.0112627	0.0123977	0.0311574	0.0290419	0.0690461	0.074766	0.0603125	0.0861655	0.0854992	0.189663
