 	a66	a87	a23	a99	a62	a21	a5	a21	a47	a21	a5	a47	a62	a88	a62	a75	a92	a98	a92	a6	a37	a26	a57	a87	a97	a57	a87	a97	a27	a97	</S>
la	0.0533321	0.0468461	0.038781	0.0258455	0.0182821	0.0248527	0.0259589	0.0231445	0.0250174	0.0224311	0.0201267	0.0267495	0.0213862	0.0255526	0.0178974	0.0374036	0.0605614	0.0258328	0.0304254	0.0343463	0.0521841	0.0595001	0.0492694	0.0341829	0.0327151	0.0273735	0.030817	0.0316225	0.0291023	0.0233805	0.0250793
nourriture	0.00401639	0.0149661	0.0406404	0.0264317	0.0337908	0.0852304	0.0636897	0.171871	0.103074	0.117353	0.0893803	0.0848416	0.0510592	0.0227533	0.0228304	0.0194975	0.0119753	0.00393016	0.00307085	0.00273884	0.00189045	0.00254741	0.00157844	0.00189677	0.00188148	0.00364232	0.00195128	0.00283755	0.002437	0.00216163	0.00403516
qu'	0.0438709	0.047188	0.126082	0.0778772	0.074576	0.0966538	0.105667	0.0821892	0.0516327	0.0227745	0.022529	0.0123651	0.00780195	0.00446973	0.00387399	0.0127671	0.0185406	0.0109204	0.0198497	0.0225094	0.0174627	0.0183536	0.0052684	0.0107393	0.00679828	0.0287671	0.00615156	0.00670639	0.0170629	0.0144038	0.00414696
ils	0.103171	0.0820568	0.0587569	0.0272368	0.048214	0.0504664	0.0440862	0.0383327	0.0540088	0.0524601	0.06719	0.0484103	0.036338	0.0148362	0.0132631	0.011686	0.0138379	0.0047575	0.0082526	0.00753361	0.00725942	0.0104699	0.0168615	0.0166482	0.0149106	0.018508	0.0196195	0.0215712	0.0348886	0.0270619	0.0273061
ont	0.0802912	0.0326006	0.0211972	0.0206632	0.0254883	0.0192005	0.0202078	0.0276989	0.0321786	0.0262952	0.0450432	0.0338345	0.0306335	0.0268455	0.043519	0.038839	0.0336141	0.0172863	0.0251533	0.027109	0.0254797	0.0318703	0.0432037	0.0233697	0.035315	0.0233422	0.0302925	0.0260608	0.0445962	0.0521474	0.0366237
apportée	0.030526	0.0155829	0.0156668	0.0139155	0.0185149	0.0150709	0.0230513	0.0264013	0.0422937	0.041546	0.0249476	0.0402917	0.0318403	0.0326283	0.0266008	0.0721379	0.0704166	0.064068	0.0547832	0.0478511	0.0332959	0.0304284	0.0232808	0.0186104	0.0235395	0.0312968	0.0132149	0.0155339	0.0351385	0.0298965	0.0376295
est	0.0245364	0.0153447	0.0160464	0.0106755	0.0113202	0.00872365	0.0113113	0.0125465	0.0243311	0.0190181	0.0131896	0.0288237	0.0234807	0.0235048	0.0216207	0.0570937	0.0622007	0.124665	0.0818079	0.0832153	0.0564547	0.0405411	0.0289898	0.0302811	0.0284888	0.0286316	0.0142352	0.0158551	0.0222805	0.0258198	0.0349663
déjà	0.0334608	0.0205252	0.0133229	0.0102896	0.0133837	0.0167701	0.0165549	0.0336075	0.0359776	0.0337066	0.0233197	0.0345717	0.0312599	0.0205397	0.0152145	0.0230866	0.0298307	0.035495	0.0304574	0.0393198	0.0422243	0.059481	0.049886	0.043986	0.0422543	0.0328278	0.0378393	0.0360997	0.0353771	0.0425045	0.066826
cuite	0.0179604	0.00720838	0.00372654	0.00387526	0.00444071	0.00571802	0.00784929	0.0148021	0.011509	0.0111069	0.0157795	0.0194483	0.0170708	0.0188318	0.0183057	0.0220676	0.0385584	0.0606579	0.0436763	0.0286915	0.0713929	0.104203	0.100995	0.0612173	0.080337	0.0367549	0.0503301	0.029493	0.0326038	0.0392177	0.0221712
</S>	0.0349639	0.0242995	0.013472	0.00614175	0.00552958	0.0036191	0.00295395	0.00325262	0.00624784	0.00410932	0.00502313	0.00661399	0.00682088	0.00638857	0.0062221	0.0114942	0.012144	0.0230936	0.0277939	0.0398367	0.0470765	0.0586537	0.0709575	0.0792834	0.0850352	0.0612895	0.0668484	0.0578324	0.0546001	0.068043	0.10036
