 	a85	a66	a87	a23	a83	a98	a85	a75	a92	a93	a90	a98	a92	a75	a34	a66	a98	a85	a37	a75	a5	a18	a62	a47	a83	a25	a62	a83	a62	a83	a9	a10	</S>
cet	0.0718994	0.0730692	0.0728113	0.0377085	0.0510224	0.0263856	0.0402413	0.0373753	0.0270905	0.0247002	0.0209416	0.0160923	0.0167745	0.0104867	0.0138092	0.0159515	0.0157723	0.0363493	0.0244511	0.0321348	0.0294588	0.0352958	0.0382253	0.0238297	0.030123	0.0242724	0.0165434	0.0124782	0.0196395	0.0130354	0.0173107	0.02245	0.052271
enfant-là	0.00472661	0.00680302	0.00897194	0.0184335	0.0197327	0.0422772	0.0465673	0.0948031	0.0673082	0.176582	0.125177	0.118585	0.0749725	0.0375132	0.0254997	0.0340303	0.0228905	0.012868	0.0100169	0.0141314	0.00436033	0.00552706	0.00810321	0.00392041	0.00319454	0.00199217	0.00153955	0.000674062	0.00125928	0.000896333	0.00151898	0.00193597	0.00318827
s'	0.0171791	0.00986693	0.00609749	0.00691106	0.00697565	0.0112141	0.0247583	0.0202114	0.0240517	0.0295958	0.048404	0.0661394	0.0616119	0.0667291	0.0411104	0.0566652	0.0325591	0.0252269	0.0342373	0.0246226	0.0214447	0.017261	0.0206915	0.0174239	0.0238615	0.0172217	0.022923	0.0199486	0.0567081	0.0387578	0.0514127	0.0561366	0.0220415
initie	0.0332488	0.029844	0.0242382	0.0303531	0.0433711	0.0366028	0.0346025	0.0311407	0.0320341	0.0424002	0.0504463	0.0587911	0.0542209	0.0350985	0.0341655	0.0318908	0.0298371	0.0222405	0.0297719	0.0228167	0.0298082	0.0242382	0.0223125	0.0254548	0.0307437	0.0384857	0.0325664	0.0253835	0.0184657	0.0108732	0.00976146	0.00865166	0.01614
à	0.0594889	0.0412295	0.0323157	0.0228044	0.0188723	0.0148887	0.0152686	0.0148366	0.00872429	0.0103193	0.0120024	0.0107825	0.0133756	0.0117582	0.0169436	0.0154405	0.0141208	0.0142612	0.0153562	0.0142683	0.0306497	0.033256	0.040056	0.0549009	0.0627363	0.0543746	0.0605628	0.0361285	0.0545756	0.0449288	0.0387386	0.0516001	0.0604346
la	0.0369634	0.0334866	0.0302772	0.0365479	0.0304044	0.0364708	0.0410268	0.042327	0.0335283	0.0370238	0.0416044	0.0497637	0.041872	0.0514526	0.0408625	0.0381875	0.0240464	0.0220983	0.021193	0.0160996	0.0218707	0.0225867	0.0209781	0.0216817	0.018791	0.0211041	0.0191058	0.0178582	0.0257271	0.0243639	0.026244	0.0278873	0.0265653
pratique	0.0464658	0.0350174	0.0386944	0.0447048	0.0421586	0.0559536	0.0409493	0.0389014	0.0347451	0.023073	0.026299	0.025211	0.025156	0.0194606	0.0183197	0.0185485	0.0163472	0.0144153	0.012792	0.0108475	0.0160339	0.0138915	0.01703	0.0189317	0.0195651	0.02024	0.0210765	0.0269049	0.0420894	0.0457655	0.0543584	0.0581858	0.0578669
du	0.0561694	0.0303847	0.0266908	0.0172361	0.015329	0.0130358	0.0185924	0.015748	0.0187198	0.00813437	0.0125341	0.00967981	0.0132811	0.0141161	0.0152599	0.014894	0.00906452	0.00973151	0.00921233	0.0109444	0.0163935	0.0134612	0.0192132	0.0231129	0.0272662	0.0304432	0.0368547	0.0431144	0.0593343	0.0910116	0.0843079	0.112249	0.104479
kyebé-kyebé	0.0543619	0.0379977	0.040091	0.0320249	0.0319727	0.0375347	0.049617	0.0457162	0.057195	0.041951	0.0431587	0.039167	0.035005	0.0230534	0.0161766	0.0224666	0.0128404	0.0145058	0.0117406	0.0115721	0.0132092	0.0112955	0.0128892	0.0137742	0.0201627	0.0212257	0.0365534	0.0268829	0.0333339	0.0345759	0.0288972	0.051825	0.0372272
</S>	0.10174	0.0597418	0.0453549	0.012168	0.0180048	0.00751868	0.00884689	0.0118134	0.00996414	0.0118497	0.0178365	0.00960559	0.0135256	0.00803493	0.0115736	0.011891	0.00971129	0.0384009	0.0306753	0.0352627	0.0396766	0.0395074	0.0459787	0.0258376	0.0409298	0.0224874	0.0367016	0.0220735	0.0530787	0.0423527	0.0346347	0.0641409	0.0590804
