 	a23	a87	a23	a20	a69	a20	a73	a44	a58	a11	a24	a94	a71	a20	a94	a53	a69	a58	a82	a87	a40	a20	a58	a57	a38	a56	a94	a70	a98	a94	a90	a76	a20	a44	a84	a87	a23	a87	</S>
dès	0.0225763	0.0537258	0.0220343	0.0304202	0.046369	0.0982838	0.0796152	0.0698527	0.0501367	0.0983847	0.0346831	0.0250394	0.02263	0.0155373	0.0200703	0.0123324	0.0120035	0.00749574	0.00655362	0.00610459	0.00697792	0.00891496	0.0121223	0.00935468	0.0120059	0.0089781	0.0129959	0.00616653	0.00575991	0.0114329	0.00753765	0.00951664	0.0137884	0.0239732	0.0267401	0.0266544	0.021412	0.0152814	0.0265381
qu'	0.00337682	0.00368705	0.00427552	0.00511759	0.0055588	0.00963441	0.0205702	0.0479126	0.0465889	0.087545	0.0948165	0.0742068	0.0563374	0.0556115	0.0540376	0.0441937	0.0226248	0.0188963	0.0125711	0.0140744	0.00762449	0.0107832	0.00932712	0.00828191	0.00834269	0.0116774	0.0119249	0.0111208	0.0254391	0.0175165	0.0179951	0.0304465	0.0225659	0.0236418	0.0205663	0.0241503	0.018607	0.0252533	0.0130986
il	0.0108836	0.00735465	0.00805048	0.00893004	0.00686113	0.00537034	0.00837795	0.0121495	0.0155648	0.0201093	0.0172667	0.00948009	0.0112359	0.00854675	0.00801154	0.00670343	0.00446041	0.0063435	0.00889255	0.00272806	0.00224622	0.00446166	0.00312318	0.00199908	0.00137818	0.000999331	0.00147706	0.00122228	0.00400374	0.00590086	0.0101212	0.0438367	0.101363	0.136742	0.0803169	0.0801633	0.0973581	0.130142	0.105825
a	0.0151821	0.00675757	0.00752276	0.00669802	0.00568341	0.00498181	0.00524257	0.011341	0.0148641	0.0217329	0.018894	0.0143238	0.0134558	0.0139084	0.017794	0.0186131	0.0193061	0.024991	0.0286857	0.0259343	0.0138807	0.0311004	0.021348	0.0230645	0.0168451	0.0180006	0.0105802	0.0123591	0.00998229	0.0136286	0.0185849	0.0408064	0.0503162	0.0708129	0.0667683	0.0592882	0.0544251	0.0742102	0.0980858
de	0.0398065	0.0138811	0.0173767	0.0137556	0.012545	0.00581918	0.00482528	0.0119494	0.0100496	0.0132265	0.0178343	0.0160788	0.0142645	0.015591	0.0230848	0.0224432	0.0333741	0.0311005	0.0308418	0.0284358	0.0177747	0.0082593	0.00991409	0.0129216	0.0113835	0.0182625	0.0230068	0.0411948	0.0445165	0.0624087	0.0534663	0.0486227	0.0402867	0.0412051	0.0261275	0.032976	0.0337015	0.0539701	0.0437179
l'	0.0311813	0.0183699	0.0178557	0.00977529	0.017829	0.019891	0.0197806	0.0375253	0.0315204	0.0229421	0.0292491	0.0233483	0.0231874	0.0120205	0.0229019	0.0172976	0.0275358	0.0231432	0.0233721	0.0293126	0.0283601	0.0286014	0.0151914	0.0131289	0.00893269	0.0111985	0.0124361	0.0145729	0.0108588	0.0217141	0.0232228	0.0227091	0.0251493	0.0392867	0.0362221	0.0436882	0.0403129	0.0480832	0.0982916
argent	0.0283535	0.0143502	0.0143647	0.0107192	0.023378	0.0234787	0.0133582	0.0216527	0.0233664	0.0207029	0.025435	0.0145605	0.0128236	0.0122804	0.0140093	0.015312	0.0158857	0.01801	0.0229986	0.0264921	0.0212925	0.0594075	0.0278126	0.0298124	0.0103133	0.010502	0.0115855	0.00770452	0.00556148	0.0195009	0.0216134	0.0169227	0.0149756	0.0306325	0.0364704	0.0539347	0.046075	0.0557163	0.148635
il	0.0351084	0.0382677	0.0217027	0.0192507	0.0243694	0.0239602	0.0307412	0.0346965	0.0288963	0.0446438	0.042029	0.0204692	0.0219721	0.0215726	0.0187839	0.0160253	0.0141458	0.0166747	0.0213737	0.0151228	0.00720199	0.0122071	0.0152971	0.0160194	0.0142593	0.0134375	0.014424	0.0213978	0.0254217	0.0299965	0.0354549	0.0292614	0.0257442	0.0268359	0.0282019	0.0367937	0.0316349	0.0510875	0.0555171
se	0.0829115	0.0808351	0.0607187	0.0354428	0.0448442	0.0412748	0.0339114	0.0308396	0.00758045	0.0155267	0.0179105	0.0107374	0.00871161	0.0126473	0.0102528	0.00993995	0.00813827	0.0133456	0.0150321	0.010491	0.0101652	0.012577	0.0234487	0.0194921	0.0168843	0.0104112	0.0177992	0.0128192	0.0159199	0.0337524	0.0334807	0.0220549	0.0207496	0.0259226	0.0215583	0.0266179	0.0313169	0.0321391	0.0617992
met	0.0256832	0.0393812	0.041392	0.0526137	0.0412942	0.0327141	0.0166563	0.0168505	0.0139963	0.0103297	0.0119814	0.00920009	0.00930281	0.0129323	0.00910858	0.0105436	0.00941359	0.0128375	0.0183549	0.0155704	0.0133206	0.0176895	0.0216496	0.0291787	0.0486932	0.0314825	0.0528582	0.029563	0.0142027	0.0255162	0.0216955	0.0202242	0.0198496	0.026306	0.0318823	0.0352303	0.0355061	0.0351568	0.0798388
à	0.0444463	0.0273039	0.019521	0.0209132	0.0229141	0.0232939	0.00928969	0.0209103	0.0211405	0.0166467	0.0196622	0.0129968	0.012498	0.0172044	0.0121112	0.01314	0.0105262	0.0189131	0.0205414	0.0142455	0.00570804	0.00795778	0.00688912	0.00503012	0.00617107	0.00544612	0.0125213	0.0144095	0.015926	0.0191895	0.0186544	0.0225312	0.0220344	0.0317949	0.0439865	0.0717371	0.0575342	0.0917926	0.162468
boire	0.0580868	0.0176649	0.0116167	0.0119814	0.0135375	0.0150965	0.0049866	0.0249668	0.0353423	0.0167337	0.0216025	0.0125104	0.0133835	0.0133808	0.010571	0.0105505	0.00873356	0.00857604	0.00627034	0.00510317	0.00182236	0.00273265	0.0018939	0.00166421	0.00219799	0.00343084	0.00779101	0.0100134	0.0192686	0.0253806	0.0236686	0.0265853	0.0238307	0.0386454	0.0541546	0.0844058	0.0769677	0.121413	0.153438
</S>	0.0123231	0.0112595	0.0051944	0.0113049	0.00674705	0.00799133	0.00752694	0.00836906	0.00948389	0.0050531	0.00493259	0.00579547	0.00531174	0.00544572	0.00630245	0.00561192	0.00657952	0.00474642	0.00462211	0.00371243	0.00250662	0.00274703	0.00195974	0.00174871	0.00226131	0.00329001	0.0103721	0.0107383	0.0128723	0.035257	0.0286438	0.0835525	0.0719455	0.110732	0.112857	0.11911	0.0896861	0.094847	0.0665588
