 	a66	a87	a23	a79	a23	a36	a27	a50	a96	a75	a6	a37	a44	a53	a15	a44	a96	a88	a62	a12	a18	a0	a12	a18	a54	a7	a44	a26	a82	a87	</S>
la	0.0552986	0.0624327	0.0448289	0.051425	0.0694983	0.0415923	0.105046	0.0530548	0.021885	0.0143339	0.0142756	0.0136386	0.0156707	0.0151422	0.0159723	0.0181827	0.0175822	0.0166088	0.0236661	0.0220674	0.0241853	0.0287303	0.0177196	0.0275217	0.0227981	0.0264471	0.0289649	0.0215434	0.0395677	0.0214161	0.0489041
nourriture	0.00317305	0.00806795	0.0122147	0.0251156	0.0367313	0.0512509	0.207543	0.0481512	0.0335707	0.0998449	0.0500573	0.0834463	0.0530174	0.0535494	0.0493057	0.0356267	0.0465449	0.0232829	0.0223864	0.013993	0.0142599	0.00645531	0.0028552	0.00169424	0.00131127	0.000896854	0.00240555	0.00288284	0.00391616	0.00444527	0.00200365
qu'	0.0327359	0.0643582	0.069384	0.0559572	0.0679147	0.0472549	0.0786523	0.0292792	0.0231735	0.082357	0.0483252	0.0696959	0.0567355	0.047251	0.0608657	0.0224958	0.0108313	0.00899216	0.00698815	0.00685056	0.00759336	0.00483734	0.00706719	0.00655086	0.0112385	0.00777929	0.0143918	0.0132663	0.0105995	0.0207143	0.00586336
il	0.0653441	0.0473574	0.0345127	0.0175381	0.0115843	0.00921033	0.0129648	0.0116743	0.0128408	0.0203779	0.0172236	0.0182706	0.025509	0.0237812	0.0479665	0.0390113	0.0375277	0.0172508	0.0153565	0.0140124	0.0135043	0.00667355	0.0248322	0.0158273	0.0399009	0.048869	0.0471843	0.046334	0.0550093	0.0662091	0.136342
a	0.0485779	0.0322441	0.0202546	0.00997897	0.00866334	0.00688351	0.00737758	0.0127784	0.0318608	0.0355995	0.0581021	0.0696676	0.0839902	0.0586307	0.0619503	0.0234978	0.0231929	0.013786	0.016148	0.0202624	0.0213099	0.0181185	0.0376431	0.0221356	0.0405768	0.0270201	0.0347576	0.0240634	0.0308078	0.0435532	0.0565673
préparée	0.0356608	0.0325294	0.0355501	0.023227	0.0207161	0.0195972	0.0102991	0.0187802	0.0286945	0.0426326	0.040724	0.0438051	0.0513445	0.0445361	0.0401598	0.0285287	0.0288073	0.0251034	0.0175287	0.0142376	0.0212497	0.0218465	0.0476303	0.0434197	0.0437776	0.0401236	0.0328746	0.0197354	0.0275096	0.0347455	0.0646254
me	0.0627335	0.0634009	0.0540275	0.0327045	0.0337295	0.013301	0.0152873	0.030527	0.0160407	0.018347	0.0276193	0.0266492	0.0309819	0.0174275	0.019383	0.0269165	0.02915	0.0356533	0.0333391	0.0213384	0.0258634	0.0489956	0.0413665	0.0408397	0.025789	0.02489	0.033736	0.0361651	0.0365198	0.0369639	0.0403137
donne	0.0285639	0.0268953	0.03836	0.0484476	0.0358702	0.0252036	0.0204396	0.018938	0.0176097	0.0109551	0.0212794	0.0216945	0.0330972	0.039082	0.0382851	0.0323837	0.0204591	0.0201974	0.0151191	0.0111707	0.0157749	0.0410939	0.0264221	0.0783906	0.0452361	0.0471044	0.0576801	0.038849	0.0379778	0.0375778	0.0498418
la	0.0462389	0.0315054	0.0370889	0.0447574	0.0353618	0.0319396	0.0197177	0.0188989	0.0151694	0.00837389	0.0178191	0.0225253	0.0344511	0.0378904	0.0342173	0.0297353	0.0204671	0.012109	0.0100776	0.00530996	0.012139	0.0366308	0.0304532	0.0734925	0.0608967	0.0687105	0.0490477	0.0448673	0.0278328	0.0404246	0.0418507
nausée	0.047182	0.0430675	0.0427599	0.0371035	0.0405117	0.0303195	0.0335946	0.0256679	0.023245	0.0246585	0.0303892	0.0290282	0.0257165	0.016836	0.0146315	0.00810519	0.00630706	0.00772753	0.00534561	0.00595077	0.00675036	0.0124857	0.0219607	0.0458643	0.0391464	0.0399286	0.0648602	0.0440656	0.0624593	0.0808545	0.0834767
</S>	0.03394	0.022444	0.0191281	0.0149485	0.0198838	0.0153634	0.0185731	0.0154819	0.0172867	0.0273767	0.0423901	0.0528657	0.0379403	0.0365888	0.0255722	0.0175058	0.0217142	0.0197071	0.014238	0.0109206	0.0151594	0.0236072	0.0301975	0.0537493	0.0516624	0.0611443	0.0596832	0.0551384	0.0590921	0.0589362	0.0477611
