 	a66	a87	a23	a30	a53	a15	a47	a15	a79	a44	a75	a85	a47	a36	a26	a44	a96	a70	a13	a57	a3	a99	a87	a23	a83	a44	a90	a25	a92	a56	a21	a85	a37	a93	a70	a66	a99	a87	a23	a97	</S>
si	0.0234664	0.040604	0.0415285	0.0340133	0.0803385	0.0470284	0.0517639	0.0736283	0.0287881	0.027802	0.0513166	0.0372994	0.0673384	0.0526033	0.0635037	0.0263883	0.0212239	0.0106469	0.00589904	0.00759054	0.00504904	0.00493256	0.00585121	0.00347493	0.00391639	0.00328926	0.004075	0.00433798	0.00548006	0.00946914	0.0114547	0.0151454	0.0203194	0.0114183	0.00788195	0.0123345	0.0102332	0.0144614	0.0134253	0.0192039	0.0214749
tu	0.0106699	0.0107027	0.0147868	0.0138758	0.0476379	0.0375185	0.0707864	0.056418	0.0360402	0.0425532	0.0178311	0.0251444	0.021728	0.0176529	0.0191553	0.0191344	0.020461	0.01521	0.0110999	0.0311666	0.0218713	0.020533	0.0136806	0.0362478	0.0250616	0.0137201	0.0240616	0.0183898	0.016903	0.0143631	0.0389596	0.030986	0.0429861	0.0192273	0.0163024	0.0187266	0.0167544	0.0172027	0.0184097	0.0210765	0.0149639
manges	0.0251103	0.0134939	0.0125635	0.0107138	0.00742196	0.0150479	0.038103	0.0279412	0.0408745	0.0932716	0.0423899	0.0872587	0.0465208	0.0614516	0.0487281	0.033105	0.0404996	0.0262426	0.0161762	0.0227681	0.0159058	0.022726	0.00833906	0.0231656	0.0157227	0.0138255	0.0103489	0.00482279	0.00357206	0.00243937	0.00379859	0.00586001	0.00575075	0.00643329	0.00650446	0.00929327	0.0144109	0.0265645	0.0185113	0.0273369	0.0449858
beaucoup	0.0627714	0.0543874	0.0343278	0.0196657	0.00734688	0.00575542	0.0053886	0.00733971	0.00823816	0.0113467	0.00774229	0.00996926	0.00648776	0.00830038	0.00673897	0.0045448	0.00487768	0.006666	0.00816121	0.00784908	0.0109232	0.00834743	0.00673132	0.0103074	0.00954554	0.0100218	0.0153025	0.0189277	0.0249651	0.0463243	0.0477326	0.0375788	0.0539555	0.0384644	0.0399357	0.0616091	0.0397453	0.0531035	0.0765872	0.0557783	0.046208
de	0.0408937	0.0303624	0.0216033	0.0190702	0.0104252	0.00814126	0.00513713	0.00911974	0.00838173	0.00463657	0.00640184	0.0372111	0.0277801	0.0331861	0.0398118	0.0252554	0.0272099	0.0306181	0.0175571	0.0139135	0.0172736	0.0247027	0.02252	0.0351129	0.026132	0.0297712	0.0265587	0.0188375	0.0226598	0.0256726	0.0291587	0.0376042	0.036023	0.0211293	0.0181692	0.0200123	0.0210435	0.0379476	0.0505586	0.0253622	0.0370343
légumes	0.0358813	0.0209532	0.0249158	0.0269822	0.0478856	0.0289197	0.0454377	0.0306861	0.0139507	0.0176955	0.0186951	0.0565735	0.0365612	0.0607152	0.0548558	0.0465084	0.0784108	0.0648847	0.036919	0.0246376	0.0157149	0.0346399	0.0189348	0.0276406	0.011497	0.00858494	0.00860516	0.00839357	0.0080168	0.0070178	0.00815838	0.00840768	0.0062105	0.00949434	0.00638632	0.00287696	0.00409203	0.00724078	0.00867414	0.00682438	0.01052
à	0.0590812	0.0279072	0.0207289	0.0181489	0.014811	0.0201339	0.0432707	0.0254114	0.00689506	0.0150956	0.0246628	0.0617829	0.0468377	0.039626	0.053621	0.0628425	0.051631	0.048761	0.0401144	0.0215607	0.012773	0.0229191	0.0144835	0.0156282	0.00870844	0.0129313	0.01227	0.00633837	0.00846269	0.0083763	0.0119931	0.018874	0.0129096	0.0138471	0.00887733	0.0109006	0.0133662	0.0245745	0.018383	0.0257905	0.0146692
feuilles	0.0558882	0.0339152	0.029741	0.0250366	0.0205833	0.0294689	0.0276463	0.0216338	0.0047722	0.0120321	0.0201332	0.0549856	0.03274	0.0125113	0.0266997	0.0354368	0.0369621	0.043158	0.0334331	0.0170651	0.00713048	0.00936551	0.00404997	0.00484203	0.00281394	0.0052297	0.00482338	0.00342758	0.00584582	0.00870069	0.0174937	0.0325867	0.0332658	0.0410479	0.0256363	0.0256468	0.0312943	0.0426513	0.0326381	0.0486727	0.0389951
tu	0.028448	0.0330651	0.0391084	0.0399554	0.0244921	0.0397012	0.0238244	0.0185063	0.010719	0.016552	0.0242284	0.025782	0.0202936	0.00784368	0.0192954	0.0188683	0.0169285	0.0204414	0.0218582	0.0104172	0.00838482	0.0089851	0.00460253	0.0072065	0.00380054	0.00627103	0.0050824	0.00499832	0.00723536	0.0166278	0.0178161	0.042365	0.0391529	0.0221878	0.0220892	0.0338713	0.0399358	0.0760736	0.0525842	0.0850534	0.0353473
prendras	0.0384938	0.0371282	0.0417821	0.0406318	0.0252414	0.0273846	0.0189753	0.0153432	0.00659134	0.0110409	0.0135329	0.0148363	0.0106344	0.00508034	0.0140229	0.00896805	0.012585	0.0163111	0.0118326	0.0076951	0.00925567	0.0070365	0.00541368	0.00861415	0.00505724	0.00630662	0.00848893	0.0100606	0.0127829	0.038387	0.0251029	0.0406661	0.0405911	0.0293487	0.0237485	0.0552278	0.0380454	0.0648498	0.0600242	0.0832257	0.0496554
