 	a66	a87	a23	a10	a54	a36	a12	a75	a47	a15	a7	a15	a69	a53	a69	a93	a4	a13	a4	a93	a4	a11	a56	a44	a66	a3	a97	a87	a23	a87	a97	</S>
de	0.0392705	0.0557253	0.0620327	0.0503581	0.0830708	0.0356726	0.0775498	0.0564493	0.0611031	0.0325112	0.0134348	0.00609075	0.00767301	0.00691065	0.00570705	0.00691698	0.00975536	0.0105859	0.0178852	0.0133703	0.0153773	0.0186219	0.0329177	0.0261599	0.0304177	0.0332559	0.0371427	0.0302999	0.0235573	0.0389599	0.0203424	0.0408742
vous	0.0165377	0.0196123	0.0276364	0.0356007	0.0445371	0.0314806	0.0422018	0.0601045	0.024284	0.0544953	0.0652498	0.0605061	0.0578444	0.0385519	0.0356988	0.0221825	0.0184609	0.0180777	0.0201008	0.0180687	0.0180016	0.0177655	0.0279919	0.030445	0.0247039	0.0269694	0.02199	0.0179817	0.020442	0.0251216	0.02498	0.0323754
deux	0.0658538	0.0273912	0.0245985	0.0299106	0.0591812	0.137987	0.0776813	0.0602518	0.0382066	0.0278844	0.0217865	0.012602	0.028733	0.015745	0.00788289	0.00652519	0.00332133	0.00541098	0.0147096	0.0223284	0.0231605	0.02184	0.0195862	0.0297528	0.0262594	0.0297439	0.0307179	0.0258456	0.0296146	0.0210236	0.0309232	0.0235408
qui	0.0222952	0.0340484	0.0287587	0.0246714	0.0263414	0.0265199	0.0142809	0.00761702	0.0109876	0.0151274	0.0220536	0.058487	0.0813309	0.0906803	0.148425	0.0687662	0.0702809	0.0303851	0.0180601	0.0223598	0.00805444	0.00929577	0.0108542	0.0111417	0.0167023	0.0271447	0.0119429	0.0143081	0.0139116	0.013595	0.0124693	0.0291035
se	0.0853213	0.0587559	0.0454631	0.0388855	0.0404435	0.0553403	0.0523063	0.0679282	0.0555628	0.0525437	0.0251998	0.0156205	0.0192226	0.0214002	0.0238482	0.0188929	0.0150562	0.00822587	0.00822705	0.0188916	0.00980437	0.0113426	0.013469	0.0131879	0.0144838	0.0138757	0.0180006	0.0140912	0.0240019	0.0279191	0.0392893	0.0733989
fatigue	0.0793973	0.0502417	0.048999	0.0462171	0.0487576	0.0454708	0.0320632	0.0307522	0.0558272	0.0853038	0.0510176	0.0347703	0.0196007	0.0202401	0.00801129	0.0154852	0.0114304	0.0105719	0.00801995	0.0158407	0.0130157	0.0211122	0.0198804	0.0288784	0.026997	0.012432	0.0334735	0.0241278	0.0295888	0.0252209	0.0215607	0.0256945
avant	0.0920782	0.0700927	0.0441288	0.0233342	0.0150147	0.00428104	0.00667275	0.00523575	0.00399668	0.00817899	0.00849535	0.0106796	0.0130265	0.0128194	0.0121607	0.0218783	0.0415938	0.0235889	0.021569	0.026312	0.0134852	0.0148853	0.0227904	0.0271315	0.0322187	0.0301934	0.0525254	0.0426479	0.0660145	0.0602939	0.0886276	0.0840487
l'	0.0520671	0.0308446	0.0251846	0.0203985	0.0187271	0.00810115	0.0132533	0.0130368	0.00819556	0.0150782	0.0124111	0.0166978	0.0153602	0.0120307	0.0117486	0.0127234	0.0235679	0.0182075	0.0239032	0.0434069	0.0230826	0.0330747	0.0384191	0.0379664	0.0485381	0.0552715	0.0450337	0.0548786	0.0685363	0.0470643	0.0715192	0.0816712
autre	0.0368175	0.0336865	0.0378325	0.0371375	0.0377203	0.0297028	0.0334658	0.0394155	0.0148778	0.0365565	0.0257377	0.0248099	0.0268068	0.0144593	0.0316863	0.0197372	0.0256295	0.0150312	0.00812454	0.00736464	0.00554614	0.00870147	0.0144441	0.0130602	0.0352162	0.0364068	0.0439341	0.0525861	0.0646009	0.0413618	0.0658268	0.0817154
</S>	0.032475	0.0293206	0.0370318	0.033789	0.0386985	0.0259816	0.0318287	0.0497838	0.0240521	0.0337014	0.0302944	0.0209439	0.013883	0.0233769	0.0303619	0.022627	0.0290053	0.0165403	0.00761581	0.00736268	0.00372447	0.00592577	0.0095664	0.00838149	0.025329	0.0225966	0.0466271	0.0376262	0.0489992	0.0554252	0.0680034	0.129122
