 	a66	a87	a23	a54	a37	a21	a12	a18	a75	a56	a44	a43	a31	a0	a88	a11	a31	a96	a56	a40	a7	a44	a90	a69	a58	a53	a90	a69	a58	a53	a4	a57	a82	a87	a23	a87	</S>
la	0.0234898	0.0240479	0.0407922	0.0164886	0.0380608	0.0677977	0.0609177	0.0295253	0.0166289	0.0146809	0.019564	0.0150167	0.0198127	0.0167707	0.0195202	0.0257707	0.0240886	0.0327309	0.04064	0.0239319	0.0397813	0.0286422	0.0243495	0.0182696	0.0492188	0.0316281	0.0283824	0.020039	0.0175981	0.0267921	0.0314106	0.0231946	0.023078	0.0156436	0.00793864	0.0128539	0.0309034
viande	0.00888338	0.0236883	0.0392309	0.0472543	0.115828	0.130628	0.0819146	0.0988925	0.0515011	0.0274098	0.016811	0.0240141	0.0120551	0.0130859	0.00362448	0.0097957	0.00367251	0.0134175	0.00673772	0.0593217	0.0125508	0.00639129	0.0129013	0.0136673	0.0188292	0.0160834	0.0174421	0.0111737	0.0112252	0.00763744	0.0119043	0.00564038	0.00381574	0.012804	0.00789001	0.0216428	0.0206337
que	0.0495046	0.0802505	0.0719055	0.0680224	0.106405	0.131644	0.106186	0.101924	0.0827083	0.0375498	0.0311968	0.0221557	0.0109693	0.00664423	0.00102435	0.00221367	0.000585089	0.00298274	0.00260953	0.00330945	0.00302647	0.00390827	0.00466877	0.0039185	0.00329862	0.00593634	0.00509738	0.00409094	0.00555271	0.00394783	0.00293841	0.00355157	0.00221651	0.00636045	0.00406709	0.00964963	0.00797862
vous	0.067493	0.0434779	0.022467	0.00797526	0.00841943	0.0137646	0.0160361	0.0200918	0.0176969	0.0105448	0.0102309	0.0123618	0.0235985	0.0173198	0.022931	0.0225377	0.0159223	0.0319011	0.0146314	0.00505726	0.00936457	0.0130129	0.0068193	0.0111809	0.0077749	0.0175413	0.0156376	0.0111374	0.0133411	0.0266596	0.0239052	0.0412729	0.0400506	0.0546709	0.0603229	0.071944	0.170906
avez	0.0299944	0.0198439	0.0113263	0.00619127	0.00573618	0.00797898	0.0148317	0.0117284	0.0150108	0.0101538	0.0109881	0.0139542	0.0323658	0.0249477	0.0281738	0.0300742	0.028346	0.0525826	0.0326482	0.0144254	0.0175399	0.0283589	0.0182507	0.0139401	0.0140566	0.0227911	0.0212396	0.0178346	0.0215542	0.0457381	0.0554769	0.0478622	0.0589398	0.0514774	0.0572703	0.0606313	0.0457366
fait	0.0359873	0.0307547	0.0129116	0.00893608	0.00429165	0.00508077	0.00456565	0.00590325	0.0137287	0.0128105	0.0152588	0.0203362	0.0439883	0.0261867	0.049268	0.0270974	0.0281107	0.0310082	0.00982109	0.0396694	0.0159969	0.05166	0.035753	0.0322294	0.0275338	0.0500398	0.0397057	0.0320726	0.0345428	0.0394441	0.0278831	0.0306269	0.0268007	0.0225489	0.0279292	0.0310875	0.0484306
bouillir	0.0252121	0.0253328	0.018926	0.0263772	0.0123686	0.0153945	0.009316	0.0127499	0.0211219	0.042504	0.038022	0.0403077	0.0532271	0.0246603	0.0469797	0.0254587	0.018441	0.0166973	0.0123552	0.0307574	0.0180885	0.0284606	0.0237119	0.0271332	0.0227335	0.02868	0.0197984	0.0285973	0.0399304	0.0355553	0.0370414	0.0143835	0.0242075	0.0282889	0.0428269	0.028104	0.0362495
est	0.0226241	0.0174308	0.0147745	0.0131392	0.00492598	0.00432527	0.00240654	0.00313473	0.00479098	0.0119352	0.016067	0.0199013	0.0352568	0.0287226	0.0727288	0.0629786	0.0681668	0.03969	0.0314782	0.024046	0.0371273	0.0453717	0.0388521	0.0389592	0.029976	0.0408936	0.0371172	0.0307248	0.0280223	0.0309541	0.0275699	0.0234578	0.0190221	0.0165416	0.0241355	0.011655	0.0210963
devenue	0.0307692	0.0225621	0.00955125	0.00512546	0.00168823	0.00173971	0.0023076	0.00258829	0.00634673	0.00624779	0.0057746	0.00528713	0.0107742	0.00773754	0.0152428	0.0164065	0.0238466	0.0167082	0.015561	0.0194953	0.0184603	0.0249534	0.0207533	0.014124	0.023241	0.0261656	0.0285031	0.0420737	0.054608	0.0741747	0.0678216	0.0640338	0.0454134	0.0542537	0.0859504	0.0491038	0.080606
tendre	0.0627528	0.0498558	0.0360198	0.0134113	0.00791282	0.00442797	0.0021806	0.00287031	0.00394883	0.00429335	0.00969672	0.0080446	0.00949473	0.00855055	0.0190127	0.0147198	0.0345961	0.0199178	0.026257	0.0188428	0.0264715	0.0336009	0.0357907	0.028851	0.0298488	0.0326681	0.0332456	0.0305922	0.032006	0.051665	0.0542771	0.0498783	0.0546013	0.033442	0.0351335	0.0328286	0.0482933
</S>	0.0319465	0.0237877	0.0164877	0.00782793	0.0047203	0.00334614	0.00237389	0.00255609	0.00384504	0.00350305	0.00527638	0.00520709	0.0103197	0.00972314	0.0138091	0.013845	0.026005	0.0158828	0.0174839	0.00942748	0.0214432	0.0237565	0.024498	0.020407	0.0251415	0.0204737	0.0243743	0.0363344	0.0353355	0.0582311	0.0890886	0.0562521	0.0559521	0.0669767	0.0691769	0.065373	0.0798114
