 	a66	a87	a23	a79	a90	a69	a58	a98	a92	a25	a69	a98	a85	a5	a61	a0	a75	a47	a37	a85	a5	a37	a36	a5	a0	a11	a10	a87	a23	a87	</S>
la	0.0263721	0.0454636	0.0536092	0.0402572	0.0252851	0.0159327	0.0160501	0.0122278	0.0137939	0.0173639	0.0152887	0.015608	0.0112939	0.0105562	0.00906426	0.0180626	0.0225328	0.019812	0.0350336	0.0416254	0.0410025	0.0285002	0.0413725	0.0466103	0.0376041	0.0557364	0.0642752	0.0486984	0.0591871	0.0441441	0.0676361
nymphe	0.00377527	0.00801677	0.0134142	0.0149638	0.00722641	0.017345	0.0235756	0.0688103	0.0719013	0.105541	0.138127	0.12024	0.146817	0.09907	0.0889556	0.0298525	0.017571	0.0104027	0.00381774	0.00208088	0.00154646	0.000885042	0.000357271	0.0012108	0.000504347	0.000619809	0.000412305	0.000628772	0.000500035	0.00115667	0.000673681
de	0.0418217	0.0536727	0.0620509	0.0602536	0.0511141	0.0713061	0.0919122	0.0753727	0.0752161	0.0307386	0.0249582	0.0254372	0.0286933	0.0203916	0.0157712	0.0151117	0.0120532	0.0130229	0.0120257	0.0134469	0.0172527	0.0140922	0.0122912	0.0200592	0.0124955	0.0171183	0.0132421	0.0373006	0.0148757	0.0378109	0.0090913
la	0.0587402	0.0395592	0.032207	0.0181048	0.0202923	0.0196563	0.03351	0.060797	0.0476677	0.0292485	0.0314483	0.0407664	0.0342577	0.018728	0.013521	0.0158734	0.015211	0.0117129	0.0187874	0.0331144	0.0277728	0.0238018	0.0280429	0.040979	0.0326554	0.0300382	0.037772	0.043319	0.0398462	0.0311346	0.0714344
chenille	0.122694	0.0571429	0.0438997	0.0496352	0.0693198	0.0409165	0.0195743	0.0310354	0.0314337	0.0117641	0.0230711	0.0426525	0.0795072	0.0659864	0.0529002	0.0299584	0.0182883	0.0123278	0.0106553	0.0124713	0.00895996	0.0160016	0.0161314	0.0175962	0.0191367	0.0143268	0.020817	0.0143078	0.0153925	0.0122488	0.0198467
est	0.0286085	0.02802	0.0204061	0.0241426	0.0285801	0.0324693	0.0203358	0.0224111	0.02899	0.0174733	0.0194496	0.0327983	0.0304425	0.037199	0.0447051	0.0605735	0.0594643	0.042265	0.0395426	0.0390187	0.0368204	0.0328679	0.0360993	0.0377456	0.034323	0.03921	0.0363765	0.0188521	0.0226255	0.0163403	0.031844
sur	0.0253791	0.0267182	0.0203927	0.0200928	0.0228383	0.0244373	0.0224303	0.0136232	0.0244186	0.0194462	0.0154671	0.0170373	0.0130572	0.0139428	0.0189402	0.0249878	0.0324653	0.0413926	0.0372872	0.0388952	0.0362158	0.0428845	0.0623036	0.0600881	0.0557891	0.0528432	0.0536557	0.0437239	0.0383681	0.0380929	0.0427859
la	0.0568419	0.0358245	0.0298261	0.015916	0.0203838	0.0148579	0.0142043	0.0130194	0.0269645	0.0163231	0.0041913	0.00807125	0.00539294	0.00630126	0.00468225	0.00950122	0.00997635	0.0156456	0.0185107	0.0323691	0.0319121	0.0297006	0.0624361	0.0810505	0.081754	0.0709326	0.0791003	0.0410471	0.044352	0.0363428	0.0825682
feuille	0.0616509	0.0440739	0.036848	0.0366963	0.0359709	0.0182243	0.0150938	0.0129951	0.0207766	0.0114783	0.00526863	0.0146295	0.0264424	0.02846	0.0320586	0.055368	0.0444455	0.0436399	0.0340407	0.0160314	0.0208167	0.0186159	0.0225767	0.0627415	0.0335711	0.0512153	0.0520023	0.036925	0.0298692	0.0537502	0.0237234
</S>	0.0197477	0.025041	0.0162241	0.01013	0.00609752	0.00303177	0.00205221	0.00150353	0.00287386	0.00322333	0.000916799	0.00124385	0.00107956	0.00149235	0.00182886	0.00690091	0.00734489	0.00559241	0.013346	0.0132718	0.0141139	0.0212145	0.0383183	0.0567946	0.0551266	0.0971545	0.112719	0.112313	0.10452	0.111886	0.132897
