 	a87	a23	a87	a23	a50	a5	a36	a75	a6	a37	a25	a44	a47	a62	a0	a75	a34	a70	a53	a15	a7	a84	a57	a87	a23	a87	a97	a99	a44	a90	a92	a5	a18	a62	a70	a53	a4	a57	a26	a57	a87	a23	a87	</S>
ne	0.0309788	0.0341968	0.0460335	0.0290128	0.0400625	0.0811186	0.0785351	0.0708524	0.0638577	0.0352339	0.040937	0.0220462	0.00902833	0.00727131	0.0146904	0.00976989	0.0176533	0.0122832	0.0154125	0.0267028	0.0134052	0.0265939	0.0327497	0.020434	0.0131535	0.0152874	0.0213263	0.0154008	0.0138622	0.0174124	0.0109466	0.00678326	0.00669729	0.00815583	0.00871607	0.00816039	0.0092173	0.0098446	0.00711473	0.0109033	0.00778343	0.00683981	0.00830237	0.0152328
fais	0.0292744	0.031546	0.0257796	0.0221156	0.0270193	0.0237567	0.0337087	0.0284465	0.0348127	0.0399926	0.0460175	0.0277941	0.0258834	0.0266872	0.0286611	0.0199911	0.0297866	0.0533774	0.0335498	0.0291246	0.0327147	0.0439075	0.0283267	0.0143898	0.0152036	0.0139981	0.0143216	0.0118244	0.0145962	0.00612801	0.00967896	0.00917297	0.0123006	0.00834825	0.00893611	0.0111079	0.0107114	0.0134546	0.0155549	0.0168499	0.0157106	0.0199146	0.0167889	0.0187345
pas	0.0551015	0.0410031	0.0204253	0.0236175	0.0133402	0.0118605	0.0234486	0.0107985	0.0118946	0.0145586	0.0203736	0.0227513	0.0248831	0.0293215	0.0284342	0.0422349	0.0261074	0.0493153	0.0272062	0.0143957	0.0102095	0.0116097	0.00680384	0.0102381	0.00758929	0.0136011	0.0106639	0.00840332	0.00781801	0.00778164	0.00625619	0.00933951	0.0107606	0.0122689	0.0100888	0.0119385	0.0124555	0.0209355	0.0410537	0.0327089	0.0643646	0.0536832	0.0403578	0.0679981
couler	0.027777	0.0213281	0.024762	0.0261704	0.0189151	0.0147555	0.00689891	0.00580236	0.0100093	0.00785438	0.00559503	0.00450454	0.00512594	0.00828845	0.00604489	0.0116977	0.0125934	0.0174692	0.0126849	0.0106666	0.0137226	0.013239	0.0198265	0.0223518	0.0227295	0.0225405	0.0316942	0.0573355	0.0671123	0.0770589	0.0693294	0.0439082	0.0271429	0.0286895	0.0243142	0.0195548	0.0197741	0.0231697	0.0168699	0.0229251	0.0260186	0.0178738	0.0198841	0.0339912
tes	0.0366339	0.0207423	0.0157959	0.0149215	0.00524598	0.00423342	0.00199412	0.00193663	0.00377738	0.00576281	0.00981062	0.00827006	0.0078224	0.010201	0.00828649	0.0203822	0.0292308	0.0314171	0.0329203	0.0309708	0.0299987	0.0237915	0.0238207	0.0296435	0.0285605	0.0262668	0.0329745	0.023475	0.0325888	0.0213156	0.0287891	0.029926	0.0243915	0.0327573	0.0173758	0.0160125	0.0195434	0.0204217	0.0442645	0.0392178	0.0408949	0.035812	0.045445	0.0323571
larmes	0.0288579	0.0148977	0.0108558	0.00931509	0.00648293	0.00886079	0.00388047	0.00476148	0.0103744	0.0117574	0.0130165	0.0135273	0.0115517	0.0263246	0.0227088	0.0484792	0.0447936	0.057826	0.0523743	0.0676826	0.055938	0.0311466	0.0422088	0.03862	0.0348502	0.0233711	0.020649	0.0177589	0.0196677	0.0138196	0.0182404	0.0238962	0.0222327	0.0290127	0.0158075	0.010763	0.0163421	0.0113186	0.0211785	0.0166096	0.0135921	0.0144908	0.0135246	0.00663276
pour	0.0200608	0.0168166	0.0135415	0.0131239	0.00958544	0.00801967	0.00454732	0.00322012	0.00730929	0.00990364	0.0174767	0.0174871	0.0222019	0.0392707	0.031313	0.0633834	0.0849926	0.077078	0.0791573	0.0710183	0.0549459	0.0564586	0.0338478	0.0420932	0.0415873	0.0293861	0.0267549	0.0153229	0.0174177	0.00879935	0.00602466	0.00502244	0.00457349	0.00722851	0.00491904	0.00318839	0.00489854	0.0023312	0.00541229	0.00356392	0.00352403	0.00371984	0.00490531	0.00456753
rien	0.0652184	0.0408039	0.0239864	0.0176535	0.0113061	0.00979336	0.00492572	0.00293864	0.00449807	0.00629474	0.00817859	0.00963011	0.014598	0.025066	0.0236471	0.0243853	0.0407524	0.0328967	0.0306204	0.025541	0.0146648	0.0191814	0.0141303	0.018427	0.0201858	0.0192588	0.0208653	0.0163947	0.0161158	0.0137732	0.0168534	0.0155504	0.0184935	0.0242089	0.0182055	0.0202792	0.0328056	0.032552	0.0413865	0.0324713	0.0396726	0.0350175	0.0344201	0.0423522
l'	0.0536326	0.0337227	0.0243328	0.0178754	0.0103287	0.00826987	0.00361342	0.00231122	0.00444349	0.0050104	0.00565922	0.00765847	0.0137541	0.0257231	0.0308643	0.0251851	0.0291375	0.0340938	0.0355532	0.023909	0.017858	0.0207882	0.0143295	0.02233	0.0193195	0.0230951	0.0230186	0.0223424	0.021815	0.0224704	0.0228676	0.0226486	0.0232348	0.0210028	0.0134634	0.0167521	0.0240518	0.0193631	0.0306684	0.0305864	0.0342658	0.0344319	0.0458046	0.0584136
enfant	0.0287993	0.0211203	0.0250883	0.0267718	0.016443	0.014718	0.00542997	0.00228195	0.00688213	0.00647772	0.00764007	0.00937914	0.0140423	0.0315804	0.0450265	0.0370592	0.0396084	0.0413378	0.0456343	0.0449781	0.0245846	0.024467	0.0212807	0.0274801	0.0245166	0.0269009	0.0328419	0.0286694	0.0295155	0.0266304	0.0151732	0.0110836	0.0125106	0.0108397	0.00891451	0.0102373	0.0187234	0.0171463	0.016809	0.0198163	0.0231634	0.0222497	0.0290502	0.047097
