 	a23	a87	a23	a87	a23	a83	a9	a38	a90	a92	a96	a24	a31	a61	a34	a56	a75	a61	a0	a75	a85	a75	a34	a61	a34	a70	a93	a13	a9	a10	a87	a23	a87	</S>
la	0.149158	0.109299	0.122429	0.0504849	0.0307464	0.0294088	0.0185181	0.0103258	0.00992145	0.00715182	0.00813969	0.00713552	0.00766542	0.00860508	0.00831819	0.00656257	0.00620157	0.00449492	0.00400587	0.00420578	0.00543486	0.00461254	0.00366627	0.00623165	0.0121651	0.0307602	0.0334023	0.0553303	0.0400366	0.0398628	0.0319393	0.0197307	0.053382	0.0606672
maladie	0.00447268	0.0137249	0.0321896	0.0410938	0.043303	0.0554644	0.060666	0.0631824	0.0634492	0.0731598	0.0677547	0.0888215	0.0600882	0.0824543	0.0534154	0.0254979	0.0247276	0.0156682	0.0099787	0.0151874	0.02224	0.0111772	0.017095	0.00923246	0.00493404	0.00548383	0.00114479	0.00289889	0.00238842	0.010965	0.00660537	0.00181985	0.00641132	0.00330406
a	0.0277119	0.0271942	0.0303651	0.0245952	0.0249235	0.0300344	0.0358938	0.0266081	0.0364298	0.0628347	0.055425	0.0813512	0.0572531	0.0734977	0.0476856	0.0228796	0.0360199	0.0219785	0.0213049	0.0194563	0.0331749	0.0108597	0.00497837	0.0021681	0.00285928	0.00692241	0.0058588	0.00725269	0.00956784	0.0182398	0.0323819	0.0453792	0.0386458	0.0182689
fait	0.0185869	0.0118472	0.00901511	0.00471921	0.00437695	0.00477083	0.00485034	0.00360376	0.00460517	0.0109787	0.0120745	0.0170022	0.00971055	0.0120764	0.00659641	0.0044667	0.00685603	0.0098439	0.0148974	0.0238186	0.028043	0.0285103	0.0449274	0.0114599	0.0190844	0.0225287	0.0293122	0.0361337	0.0618198	0.0617151	0.0965335	0.11326	0.0926819	0.159293
perdre	0.0533455	0.040217	0.0279949	0.0252171	0.0293831	0.0271065	0.0254836	0.0491527	0.0749374	0.0491309	0.0391392	0.0341737	0.0373667	0.0183362	0.0267751	0.0139086	0.0210234	0.0177277	0.0169075	0.029582	0.0199021	0.0279394	0.0400876	0.0175983	0.0129764	0.010387	0.00841294	0.00760126	0.0119544	0.0107955	0.0201456	0.0507407	0.0530951	0.0514552
la	0.0708745	0.0294313	0.0278418	0.0154521	0.0156449	0.011522	0.00528147	0.00518375	0.00497247	0.00687679	0.00478155	0.00541666	0.00240217	0.00292809	0.00290397	0.00112094	0.0026428	0.0013215	0.00137694	0.00198987	0.00412055	0.00333237	0.00319781	0.0121234	0.0221146	0.024081	0.018653	0.0280338	0.062686	0.0699553	0.0896324	0.0991629	0.163934	0.179007
mémoire	0.0869465	0.0466016	0.0331357	0.0247298	0.0284381	0.0245767	0.0137836	0.0136165	0.00967431	0.0280797	0.0145155	0.017814	0.00604645	0.00665066	0.00614613	0.00231199	0.00718191	0.00275937	0.00487837	0.0115858	0.0177501	0.0510879	0.0422928	0.0208369	0.0193657	0.0142859	0.0233717	0.0220749	0.035554	0.0469952	0.0730522	0.141302	0.0573649	0.0451931
à	0.0483447	0.0251684	0.0273078	0.0131375	0.0133845	0.014309	0.00754166	0.00737945	0.00613063	0.00948889	0.00709802	0.00693717	0.00301812	0.00370857	0.00232296	0.00146973	0.00490697	0.00547447	0.00868272	0.0130867	0.0310101	0.0163519	0.0159997	0.00817616	0.0159959	0.0181988	0.0188297	0.0170071	0.041575	0.0487573	0.0696391	0.167528	0.159346	0.142687
cette	0.0385469	0.0177134	0.0213193	0.0115095	0.0122765	0.0108971	0.00557971	0.00733194	0.00928616	0.0168521	0.0126015	0.0191628	0.0170019	0.0164195	0.0167649	0.0105752	0.0108311	0.00929341	0.00752117	0.00634686	0.0096093	0.0149876	0.024345	0.020808	0.0334227	0.0285771	0.041696	0.0442419	0.0863043	0.0635473	0.0816577	0.0785223	0.0964134	0.0980367
fille	0.0399926	0.0235926	0.0225948	0.00794932	0.0091718	0.00670267	0.0041346	0.00449017	0.0048397	0.00930228	0.00655742	0.0107141	0.00890812	0.00860585	0.00842295	0.00631322	0.00940123	0.00589321	0.00643288	0.0102235	0.0155116	0.0146448	0.0167713	0.00953147	0.017166	0.0205	0.029771	0.0540502	0.0822745	0.111763	0.109418	0.134939	0.10137	0.0680463
</S>	0.0517455	0.0312853	0.0372768	0.0194811	0.0185654	0.0156151	0.00477547	0.00437693	0.00391268	0.00395462	0.00221614	0.0023031	0.00237757	0.00105836	0.00298498	0.00215688	0.00409964	0.00344663	0.00364309	0.00403474	0.00651473	0.0155182	0.01946	0.0244671	0.0329102	0.0223749	0.0250182	0.0418138	0.0630642	0.0790253	0.0610041	0.0893878	0.0898569	0.210274
