 	a66	a87	a23	a87	a23	a18	a62	a61	a5	a18	a0	a24	a31	a21	a75	a5	a37	a61	a0	a75	a79	a69	a58	a90	a56	a61	a12	a96	a88	a71	a9	a87	a23	a50	a62	a12	a96	a18	a75	a56	a44	a98	a47	a85	a47	a7	a26	a7	a84	a87	a23	a87	a23	</S>
sa	0.0729846	0.0688495	0.0314684	0.0270662	0.0159809	0.0116585	0.0133715	0.014729	0.0116866	0.0140887	0.0112874	0.00290905	0.00957365	0.0115824	0.0114807	0.0119167	0.00779282	0.00970697	0.00967566	0.0170885	0.0129224	0.0158864	0.0180141	0.0217234	0.0139853	0.0113911	0.0169901	0.0111273	0.0148922	0.00960006	0.0144229	0.0123706	0.00845575	0.0123249	0.0170887	0.0161137	0.0274814	0.0143365	0.0223633	0.0265841	0.0198562	0.0314242	0.0286559	0.0198871	0.0231045	0.0241986	0.00977273	0.0145647	0.0113667	0.0164753	0.0149621	0.025382	0.0231088	0.0342695
manière	0.0107816	0.00880403	0.0173539	0.00908976	0.0105469	0.00938912	0.00816107	0.00650631	0.00657293	0.00511466	0.00543346	0.0124071	0.0258288	0.0316077	0.034626	0.0456212	0.0268934	0.0298787	0.034993	0.08691	0.167828	0.0901654	0.0821228	0.0391308	0.0310479	0.0232729	0.0123259	0.0110897	0.0103008	0.0109231	0.0118663	0.0068578	0.00538091	0.0058806	0.0110996	0.00362191	0.00311497	0.00597091	0.00357777	0.00310118	0.00388719	0.00643592	0.00559212	0.00385301	0.00177986	0.000746095	0.00147313	0.00397564	0.00209873	0.00161269	0.00042376	0.00113508	0.00120718	0.000580681
de	0.016806	0.0125325	0.0112846	0.00656899	0.00390891	0.00427116	0.00214706	0.0030812	0.00412216	0.0049268	0.00732068	0.0214446	0.0110569	0.0130911	0.0256201	0.0268057	0.0427004	0.0211452	0.0496008	0.0533442	0.0557842	0.0329217	0.0184667	0.00961829	0.00813891	0.00944416	0.00690584	0.00576458	0.0036582	0.00409683	0.00404016	0.00421305	0.00513187	0.00362044	0.00144609	0.00346762	0.00398469	0.00252746	0.00441698	0.00512274	0.0033507	0.00633491	0.0080083	0.0118563	0.0206466	0.0548286	0.0567607	0.0531098	0.0459158	0.0486994	0.0724316	0.0422387	0.0311226	0.0101465
réveiller	0.0100979	0.011132	0.00777381	0.00544411	0.00271959	0.00297797	0.00242601	0.00556909	0.00434621	0.00651803	0.00489702	0.00347842	0.00337363	0.00459317	0.00403566	0.00454819	0.00481297	0.00584207	0.00667416	0.0120135	0.0132877	0.0222403	0.0452403	0.0468371	0.05118	0.0788562	0.0761717	0.0727168	0.0640258	0.0625569	0.0417823	0.056204	0.0443491	0.041905	0.0191243	0.0184364	0.0127664	0.0042717	0.0107222	0.00886807	0.00504781	0.00981332	0.0055726	0.00515612	0.00298625	0.0055455	0.00600232	0.00585348	0.00530181	0.00955458	0.0103067	0.0100759	0.0128356	0.00113227
le	0.0163478	0.00695344	0.00392301	0.00666182	0.00338523	0.00259061	0.00436302	0.00348174	0.00278372	0.0075266	0.00463715	0.00240224	0.00416666	0.0143155	0.0104338	0.0109554	0.0152046	0.0226579	0.0253155	0.0469199	0.0481584	0.032485	0.0334745	0.02805	0.035526	0.0408497	0.0379124	0.0484166	0.0350994	0.0451313	0.0529623	0.0546705	0.0488142	0.0396111	0.0354645	0.0336523	0.0216761	0.0124846	0.0103482	0.011687	0.00526985	0.0108781	0.00932445	0.00445303	0.00675636	0.00410363	0.00503449	0.0054276	0.00411793	0.00481652	0.0043693	0.00285525	0.00478509	0.00630873
malade	0.0120872	0.00373259	0.00196907	0.00402867	0.0041639	0.00230243	0.0025343	0.00268227	0.00186394	0.00454002	0.00303019	0.0030734	0.00397306	0.00909957	0.00750198	0.0104615	0.0226779	0.0166469	0.0213579	0.0193205	0.0203893	0.0182759	0.0242804	0.0224803	0.0274796	0.0291308	0.0203761	0.0287421	0.0190153	0.0261468	0.0166352	0.0125465	0.0148419	0.0123748	0.00567595	0.00835284	0.00989747	0.0125743	0.0121147	0.00972254	0.00852515	0.00854281	0.00714893	0.0179417	0.0184149	0.0303079	0.0621483	0.0668283	0.0344441	0.0625094	0.0519749	0.0262173	0.0329996	0.0638968
inquiète	0.00903336	0.00546315	0.00560757	0.00556112	0.007737	0.00619208	0.00372875	0.00520275	0.00319872	0.00571265	0.00695191	0.00739008	0.00506631	0.00745798	0.00913824	0.0118194	0.0168231	0.0115711	0.00932848	0.00634204	0.0092696	0.0112302	0.0133813	0.0126654	0.0153125	0.0117599	0.0117547	0.0138211	0.00783138	0.00948313	0.00824597	0.00454729	0.00460936	0.00601204	0.00557797	0.00689822	0.0097399	0.0116586	0.0101566	0.010742	0.0112209	0.0100296	0.00946932	0.0293408	0.0182424	0.0468529	0.0593525	0.0702826	0.047288	0.0792479	0.0872865	0.0472531	0.0664284	0.0736822
les	0.0221335	0.0242671	0.0178339	0.0203363	0.0239994	0.0122969	0.00886611	0.00719487	0.0036338	0.00365731	0.00316877	0.0035698	0.00272479	0.00384261	0.00469353	0.00574748	0.0111059	0.00851086	0.00637467	0.00541341	0.00764572	0.00642583	0.00922195	0.00711417	0.00655125	0.00609293	0.00643024	0.00619255	0.00539157	0.00505812	0.00780954	0.00548159	0.00550051	0.00765008	0.00674417	0.00970696	0.0116685	0.0127726	0.0162563	0.0185944	0.0188593	0.0203748	0.0226495	0.0392483	0.0271927	0.0373604	0.0553994	0.0335107	0.0240074	0.0369342	0.0616829	0.0665129	0.099115	0.0894725
gens	0.0279966	0.0254628	0.0182642	0.0187008	0.0212628	0.0121731	0.00905453	0.00621917	0.00450906	0.00637935	0.00412494	0.00389994	0.00465839	0.00749607	0.00789388	0.00975755	0.0145804	0.0116494	0.0105981	0.0159548	0.0271712	0.0211743	0.0191413	0.0168242	0.0158245	0.0135801	0.0121033	0.0113226	0.0109508	0.0106492	0.0145165	0.0121205	0.0137187	0.016231	0.0194377	0.0193996	0.0222741	0.0250279	0.0221647	0.0212322	0.0269452	0.0200531	0.0238715	0.0289458	0.0264525	0.0376424	0.0385209	0.0385096	0.0424547	0.0342356	0.0308819	0.0174402	0.0194174	0.0291292
</S>	0.0217552	0.0148011	0.0106596	0.00877693	0.0094471	0.00634072	0.00656325	0.00555558	0.00546703	0.00663645	0.00520686	0.00554651	0.00664485	0.00779084	0.00738843	0.00958331	0.0177147	0.0127977	0.0180036	0.020724	0.0318476	0.0204902	0.0127625	0.0108268	0.00777714	0.00634933	0.00574685	0.00399124	0.00598783	0.0045288	0.00848578	0.00861031	0.0088143	0.00967858	0.0122978	0.0131712	0.0135902	0.0183197	0.0148706	0.0132694	0.0226751	0.0182403	0.0214803	0.0241452	0.0228983	0.0593399	0.0405371	0.050249	0.0524447	0.0690945	0.0535613	0.0328276	0.0241936	0.0694932
