 	a23	a83	a62	a21	a47	a21	a47	a12	a62	a31	a62	a43	a56	a43	a75	a6	a36	a2	a10	a87	a23	a10	a24	a83	a62	a12	a47	a62	a88	a47	a34	a93	a70	a62	a21	a5	a23	a27	a82	a87	a23	a99	a30	</S>
cette	0.0428441	0.0338824	0.0227992	0.0155931	0.0152471	0.045975	0.0649564	0.0548063	0.0666825	0.0645834	0.0208738	0.01431	0.00657075	0.00603991	0.00587022	0.00539176	0.00880911	0.032785	0.0132851	0.0332577	0.0370748	0.0479832	0.0401241	0.0251221	0.022363	0.0177547	0.0157457	0.0214877	0.0191623	0.0184237	0.0128446	0.00739251	0.00868807	0.0076048	0.00695901	0.00974588	0.00856516	0.0102133	0.0105891	0.0118604	0.0118352	0.0132446	0.0140301	0.0266229
maison	0.0053541	0.00705073	0.0100325	0.0125677	0.0248906	0.0192285	0.0240473	0.0145957	0.0158207	0.0218426	0.0467347	0.0435222	0.0771452	0.0972369	0.0954838	0.0695461	0.0835536	0.040568	0.0239172	0.0388808	0.0396	0.0301101	0.0269761	0.0266889	0.0185475	0.0127181	0.0101798	0.00804656	0.00779068	0.00508334	0.00844784	0.00366018	0.00496918	0.00172518	0.00106234	0.00112441	0.00163119	0.00152715	0.00181492	0.00282917	0.00170016	0.00485822	0.00378506	0.0031051
est	0.0322971	0.0158047	0.0210149	0.0289531	0.0182253	0.0218838	0.0229189	0.0683748	0.0386073	0.0179522	0.0194753	0.0176652	0.0403375	0.0250964	0.0114904	0.088048	0.0431005	0.0409729	0.0309427	0.0353469	0.0427781	0.0445211	0.0250061	0.0145338	0.0152995	0.0121686	0.00961209	0.004009	0.00488169	0.0030426	0.00420534	0.00515383	0.00410485	0.00436683	0.00291966	0.00667162	0.00712687	0.0132527	0.026044	0.0223171	0.0215221	0.0279316	0.0273768	0.012646
en	0.0108499	0.00761328	0.00482762	0.00449727	0.00404357	0.00204713	0.00433017	0.00475339	0.00738564	0.0124035	0.0268396	0.0196895	0.0310272	0.032555	0.037565	0.0367977	0.0641446	0.0330418	0.04771	0.0433681	0.0365935	0.0308889	0.0373659	0.0347432	0.0355639	0.0340179	0.0308798	0.0353107	0.0484161	0.0620495	0.0229965	0.0186949	0.0209361	0.00920188	0.0103806	0.00956918	0.00802043	0.00938097	0.010651	0.00985583	0.00908925	0.0131618	0.00805765	0.0186848
état	0.00808728	0.0142258	0.0168707	0.0186744	0.0178553	0.0224241	0.0456609	0.034685	0.0450632	0.0614462	0.0922487	0.0765093	0.0629711	0.0527488	0.0554398	0.0429669	0.0338354	0.0176944	0.0139773	0.0116525	0.00982447	0.00591904	0.0144688	0.0120935	0.0139142	0.014837	0.0174939	0.0281669	0.0234246	0.0223258	0.0271809	0.0078772	0.00564606	0.00379145	0.00442506	0.00482705	0.00273106	0.00514248	0.00576534	0.0067724	0.00540607	0.00564568	0.00360756	0.00367654
de	0.0272623	0.0195982	0.00868204	0.00811782	0.0120988	0.0124011	0.0286481	0.0387528	0.0476152	0.059669	0.0501867	0.0524288	0.0406196	0.0264484	0.0202699	0.0174242	0.0132966	0.0288075	0.0234084	0.0300015	0.025748	0.0332384	0.0199566	0.0159959	0.0201198	0.0186972	0.0178851	0.0155776	0.0146412	0.0211143	0.0174998	0.0214864	0.0258245	0.0233492	0.0147303	0.0222136	0.00686109	0.0114551	0.0140757	0.0131042	0.0128882	0.0133566	0.0115593	0.022885
délabrement	0.0143421	0.00753777	0.00839841	0.00929824	0.00834057	0.0073048	0.00808829	0.0193161	0.0150415	0.028881	0.0343472	0.0391561	0.0702295	0.0581876	0.030651	0.0806649	0.0689187	0.0519864	0.0397222	0.0337629	0.0211714	0.0198892	0.0130354	0.0117487	0.0136639	0.0161106	0.018516	0.0159279	0.0126607	0.0128695	0.0129438	0.0115444	0.00775871	0.00966023	0.0119876	0.0234298	0.0122003	0.0187533	0.0205242	0.0266829	0.0181231	0.0142434	0.0120901	0.0102895
car	0.0228302	0.0113738	0.00744939	0.00767156	0.0100756	0.00606376	0.0136358	0.023725	0.0213804	0.0272354	0.0255587	0.038954	0.0521196	0.0337354	0.0304505	0.04791	0.0464392	0.0590445	0.0358091	0.0392312	0.031716	0.0236863	0.0248992	0.0227895	0.0275812	0.0302607	0.0330398	0.027574	0.0219162	0.0208522	0.0160708	0.00988065	0.00779905	0.00863882	0.00845793	0.0115604	0.00952189	0.0116605	0.0135598	0.0146234	0.0152625	0.0176558	0.0172721	0.0130281
elle	0.0231356	0.0179045	0.0125409	0.0118307	0.0111913	0.00679452	0.0146527	0.0200184	0.0192013	0.0194048	0.0196667	0.0339721	0.0388876	0.0357595	0.0439001	0.0437464	0.0410958	0.0489279	0.0391903	0.0352105	0.0296945	0.0294762	0.0235088	0.0174031	0.0175642	0.0173997	0.0150533	0.0124818	0.0118344	0.0154463	0.0182876	0.0185739	0.0134608	0.0147186	0.012317	0.0150461	0.0194266	0.0190871	0.0228484	0.0216378	0.0209446	0.0238153	0.0212922	0.0316505
est	0.0124681	0.0108218	0.00620806	0.00460414	0.00705789	0.00532566	0.0127111	0.0208912	0.0134968	0.0172857	0.0230283	0.0195724	0.035516	0.0245212	0.0326694	0.027205	0.0398695	0.0532978	0.0362342	0.0441771	0.0257177	0.0273534	0.0210567	0.0197686	0.0198652	0.0195515	0.0177458	0.0145566	0.0128429	0.0165409	0.0189111	0.0226592	0.0179531	0.0194381	0.00905716	0.0244499	0.0200084	0.0189102	0.0266717	0.0264535	0.0342067	0.0353491	0.0396851	0.0442863
