 	a87	a23	a87	a97	a87	a97	a30	a53	a15	a92	a66	a12	a61	a21	a66	a0	a75	a21	a96	a75	a85	a21	a5	a27	a57	a76	a25	a66	a9	a87	a23	a87	a23	a87	</S>
il	0.0461468	0.0466005	0.0416906	0.0428744	0.0561052	0.0586513	0.0826442	0.0878985	0.110899	0.111859	0.0436047	0.0421512	0.0273732	0.0137332	0.00760207	0.0025721	0.00193422	0.00107868	0.000941442	0.000828757	0.000810596	0.00132269	0.00230559	0.00714597	0.00907414	0.00892298	0.0102176	0.012527	0.0146706	0.0175268	0.0156746	0.0194689	0.0174703	0.0130989	0.0225745
se	0.00641292	0.00710126	0.00598232	0.0102959	0.0126918	0.0313648	0.0419837	0.0473551	0.0151929	0.0342449	0.0323325	0.0351175	0.0339261	0.0242597	0.0374506	0.0234169	0.0194479	0.0226519	0.0330143	0.0179788	0.0278712	0.0111821	0.0267981	0.0346984	0.0337883	0.0302741	0.0341621	0.0500734	0.0471189	0.0409799	0.0418012	0.0485425	0.0349507	0.0332615	0.0122758
vante	0.0233767	0.0175617	0.0166056	0.0311504	0.0219903	0.0295255	0.0251802	0.0237421	0.0301073	0.0388773	0.0470319	0.0330392	0.0312798	0.0136785	0.0287996	0.0172358	0.018133	0.0222015	0.0393442	0.0263054	0.030822	0.0143693	0.0162695	0.0137679	0.0139272	0.0115437	0.0161253	0.0298347	0.0281932	0.0292488	0.0377375	0.0641175	0.0426269	0.0670044	0.0492463
à	0.00764305	0.0120183	0.0122923	0.0158143	0.0155895	0.00783462	0.00582864	0.00448274	0.00453026	0.00880529	0.0145556	0.0234956	0.0282962	0.0301286	0.0189551	0.084108	0.0678497	0.113112	0.181426	0.105545	0.0855476	0.0618004	0.0362894	0.0113828	0.00507399	0.0041789	0.00311781	0.00466514	0.00351925	0.00273086	0.00398872	0.00270822	0.00357814	0.00281749	0.00629046
cause	0.0563043	0.0287385	0.0219607	0.0190962	0.00950241	0.00912463	0.010025	0.0116978	0.0085963	0.0086656	0.0198786	0.0232013	0.0188577	0.0295063	0.025275	0.0214918	0.0219498	0.0144471	0.0182701	0.0196462	0.0216603	0.0257186	0.0295064	0.0405756	0.0356813	0.0437228	0.0364438	0.0364152	0.0521079	0.0506355	0.0511755	0.0493326	0.0431798	0.0437949	0.0438145
de	0.0576928	0.040124	0.0268004	0.0306843	0.0166909	0.0134122	0.0124045	0.0142359	0.0134997	0.0158231	0.0229284	0.0245803	0.0233676	0.0272935	0.0241469	0.0149544	0.0114662	0.0124677	0.0144627	0.0211736	0.0257654	0.0240843	0.0305968	0.0289933	0.0293569	0.0335975	0.0313478	0.0390717	0.0475409	0.0470135	0.0432665	0.0478652	0.0397047	0.0480204	0.045566
son	0.0447519	0.0347275	0.0282319	0.0294813	0.017703	0.0133623	0.0100039	0.00808077	0.00518173	0.0119223	0.0158456	0.019837	0.0221087	0.0243287	0.0270377	0.0196989	0.0180101	0.0149915	0.0277213	0.0210691	0.0295166	0.0292062	0.0371946	0.0243642	0.0384683	0.0414777	0.0454573	0.0391294	0.0452084	0.046732	0.0439159	0.0422002	0.0406448	0.0410884	0.0413009
niveau	0.0293245	0.0185937	0.0135386	0.0120943	0.0101603	0.00713108	0.00712082	0.00764178	0.00731299	0.0155934	0.0147827	0.0261108	0.0232269	0.0290724	0.0274415	0.0159595	0.0163052	0.0181831	0.0213647	0.0124172	0.0256488	0.0309636	0.033312	0.0274782	0.0640545	0.0502605	0.0468243	0.0515793	0.0541165	0.0518222	0.0478459	0.0538178	0.0417351	0.0426439	0.0445219
d'	0.0231828	0.017564	0.0142575	0.0109621	0.0108605	0.00638525	0.00618333	0.00689711	0.00809811	0.0274019	0.0288732	0.0329276	0.0286893	0.0230745	0.0173753	0.0049786	0.00417502	0.00392621	0.00544506	0.00358319	0.00559859	0.0124874	0.0145438	0.0139431	0.0234822	0.019206	0.0221954	0.0304879	0.0535787	0.0643379	0.0754782	0.08992	0.0645448	0.0837712	0.141584
études	0.0451291	0.0287447	0.0289377	0.0251624	0.0186754	0.0110466	0.00785938	0.00602698	0.00930585	0.0283391	0.0354129	0.0384775	0.03762	0.0323095	0.0256037	0.00603362	0.00546954	0.00439764	0.00698128	0.00720401	0.00864426	0.0125478	0.0146293	0.0133205	0.0182428	0.0179875	0.0218524	0.0295805	0.0360305	0.0445209	0.0506443	0.0631186	0.0578462	0.0776518	0.124646
</S>	0.0231047	0.0153761	0.0166381	0.0156625	0.00917997	0.00502845	0.0031634	0.00364855	0.0074731	0.0193871	0.020716	0.0185604	0.0192194	0.0178063	0.0134265	0.0036055	0.0039417	0.00240773	0.00482165	0.00488699	0.00788429	0.0159157	0.0181285	0.0209547	0.0361838	0.031265	0.0373778	0.0537564	0.0601075	0.0717479	0.0742646	0.0883641	0.0741381	0.0938926	0.0879647
