 	a66	a87	a23	a87	a23	a30	a13	a30	a93	a34	a61	a21	a5	a12	a21	a5	a47	a96	a93	a4	a13	a70	a13	a3	a87	a23	a87	</S>
j'	0.0497665	0.0664722	0.0640913	0.0787669	0.0818429	0.0678562	0.0423259	0.0430234	0.0333121	0.0292215	0.0277802	0.0122764	0.00682817	0.00878581	0.00594582	0.00638657	0.00911459	0.0155753	0.0120551	0.0223226	0.0383335	0.0548782	0.0517749	0.0451198	0.0388201	0.0380714	0.0204007	0.0288519
étais	0.0198932	0.0180554	0.0183066	0.018258	0.0379717	0.0338601	0.0328623	0.0699573	0.0770884	0.0552388	0.0342485	0.0466008	0.0363637	0.0275754	0.033234	0.0252709	0.0304857	0.0293689	0.0329685	0.0311789	0.0286281	0.0309672	0.0418114	0.0425092	0.0455581	0.0438015	0.0368262	0.0211112
la	0.0529191	0.0453035	0.0345912	0.034677	0.0316649	0.0169132	0.0144796	0.0394503	0.0326374	0.0765534	0.0235077	0.0193086	0.0130017	0.0168819	0.0141482	0.0158572	0.0219368	0.0277116	0.0286509	0.0366695	0.0576002	0.054812	0.0534116	0.0507596	0.0437624	0.0373742	0.0568391	0.0485769
seule	0.0448263	0.0331666	0.0197252	0.0160759	0.0171222	0.0204455	0.0256068	0.044523	0.0551334	0.0863166	0.0394288	0.0547153	0.0446364	0.0737093	0.0292988	0.0351843	0.0202715	0.033582	0.0332313	0.0323716	0.0335681	0.0356479	0.0322042	0.0249424	0.0301579	0.0228609	0.0214453	0.0398023
personne	0.0538263	0.021815	0.0129639	0.00804545	0.0114125	0.00646951	0.00657343	0.00645352	0.0165232	0.018099	0.0228673	0.0196734	0.0187731	0.0616613	0.0300388	0.0347579	0.0254824	0.034588	0.0344765	0.038511	0.049959	0.0585275	0.0585785	0.0522767	0.0497079	0.0559415	0.0644074	0.12759
à	0.0520464	0.0299148	0.0213087	0.0159315	0.0167299	0.00538293	0.00653054	0.00612091	0.0170566	0.0250995	0.0252033	0.0202221	0.0155108	0.0236405	0.0110702	0.0172372	0.0260586	0.0331897	0.0301372	0.0345489	0.0512229	0.0556648	0.0747563	0.0802045	0.0861268	0.0625828	0.0804329	0.0760688
attiser	0.0845475	0.0418829	0.0326716	0.0258794	0.0133076	0.00483622	0.00463166	0.00403977	0.00440846	0.0124637	0.0127363	0.0126909	0.0123207	0.0172324	0.0160208	0.0231107	0.0400288	0.0413405	0.033162	0.0392166	0.0743004	0.0527002	0.0653526	0.0631656	0.0751458	0.07869	0.0779415	0.0361756
ce	0.0400345	0.0145565	0.0151381	0.01071	0.00713219	0.0034796	0.00456803	0.00536281	0.0108736	0.0104303	0.00655541	0.00479205	0.00671588	0.010222	0.00828249	0.0136749	0.0246326	0.0348256	0.0326665	0.0434286	0.0945491	0.071837	0.0931489	0.111841	0.0838976	0.0907668	0.0980345	0.0478436
feu	0.0571665	0.0316232	0.0280868	0.018373	0.0253463	0.00600893	0.0113315	0.0105125	0.0154362	0.0190055	0.0196604	0.0130794	0.0126041	0.00837447	0.00536114	0.00507116	0.00943884	0.00966368	0.0163931	0.032686	0.0795282	0.0677063	0.053255	0.0722869	0.0629723	0.0758355	0.111225	0.121968
</S>	0.0626339	0.056914	0.0736205	0.0472728	0.0503317	0.0125772	0.0156555	0.00875644	0.0117463	0.0120847	0.00929434	0.00552515	0.0057011	0.00546615	0.00418817	0.00524849	0.00768329	0.00773263	0.0131649	0.0185334	0.0408664	0.0462493	0.0561173	0.0723332	0.0769863	0.0892618	0.082675	0.10138
