 	a66	a87	a23	a18	a54	a36	a18	a27	a38	a25	a75	a92	a56	a93	a53	a93	a75	a92	a37	a62	a88	a71	a90	a79	a47	a73	a7	a44	a4	a57	a53	a93	a70	a62	a88	a71	a50	a83	a71	a83	a9	a87	a23	a87	a23	a87	</S>
j'	0.0285678	0.0359815	0.0327521	0.0308418	0.0209262	0.0189912	0.0109089	0.0182675	0.0219368	0.0160776	0.0169878	0.0198916	0.0325192	0.0219643	0.0222197	0.0183573	0.0203316	0.0163386	0.0101881	0.0128374	0.0122414	0.00873398	0.0178014	0.0306356	0.0182265	0.0364116	0.0313349	0.0378603	0.0294701	0.0199809	0.0463503	0.0288683	0.0380844	0.0224117	0.0139422	0.0145846	0.0161233	0.0143723	0.0182885	0.0156352	0.0110595	0.0120285	0.013599	0.0180688	0.0164474	0.0117978	0.0187544
ai	0.0184053	0.0150024	0.0162726	0.031142	0.0352121	0.0235921	0.0600359	0.0337151	0.0388141	0.0640944	0.0433967	0.035418	0.0369669	0.03826	0.0313635	0.0258441	0.0183487	0.017885	0.0203544	0.0194249	0.0158725	0.0285521	0.0190747	0.0129807	0.00983939	0.00926298	0.0071178	0.0113326	0.00909186	0.00908399	0.00946773	0.0064389	0.00885098	0.00612118	0.0119132	0.00838692	0.0129096	0.00801679	0.00899759	0.0127078	0.0165848	0.0166529	0.0206175	0.0157356	0.0184921	0.0306923	0.0316574
ramassé	0.0238497	0.0146191	0.0168541	0.0187464	0.0242368	0.0188776	0.0199981	0.0246848	0.0248698	0.0227785	0.0256623	0.0217469	0.01502	0.0175424	0.0227547	0.0514088	0.0353454	0.037222	0.0515097	0.0576287	0.0423381	0.0627398	0.0334117	0.0142923	0.0182551	0.0090296	0.00773643	0.00408561	0.00747801	0.00451929	0.00518096	0.0032347	0.00303057	0.00406	0.00465512	0.00354143	0.00846757	0.00752334	0.0113017	0.0130068	0.021068	0.0233266	0.0252892	0.027273	0.0273982	0.0415721	0.0208291
un	0.0366048	0.0140106	0.0126656	0.00592249	0.00743982	0.0120216	0.0120831	0.0187327	0.0336213	0.0157713	0.0182781	0.0136739	0.0133244	0.0148396	0.0116187	0.0121095	0.0107448	0.0107547	0.0143334	0.0156919	0.0246127	0.018694	0.0141116	0.0174927	0.0247744	0.0392497	0.0329428	0.0367649	0.0438514	0.0596919	0.0512846	0.0486015	0.0465486	0.0491476	0.0254013	0.0174035	0.0221665	0.0206489	0.0143654	0.0160948	0.0150797	0.00826677	0.00988338	0.0059202	0.0136967	0.00919766	0.00986459
vieux	0.029616	0.0158091	0.0193771	0.00930886	0.0110337	0.0185081	0.0156677	0.0232513	0.0392398	0.0244379	0.0402347	0.0568503	0.0442089	0.065944	0.0277871	0.0579899	0.0580906	0.0351025	0.0298515	0.0469123	0.0424042	0.0282709	0.0291541	0.0387044	0.0269625	0.0260287	0.02589	0.018966	0.0190022	0.0103805	0.0105521	0.00718463	0.00500804	0.00285229	0.00328937	0.00263661	0.00351032	0.00511387	0.00326754	0.00300013	0.00220348	0.00197138	0.00225463	0.0022886	0.0049393	0.00198943	0.00295333
couteau	0.0623824	0.030563	0.021665	0.00932083	0.00876211	0.0188456	0.00753753	0.0207726	0.0564863	0.0329504	0.0555148	0.0461581	0.0435956	0.0525503	0.0253957	0.0444939	0.0334391	0.054507	0.0468428	0.0530566	0.0434136	0.0366711	0.0198074	0.0162766	0.0136298	0.00955719	0.00624403	0.004792	0.00601035	0.00692787	0.00501358	0.00570036	0.00582856	0.00306446	0.00203524	0.00609043	0.00557939	0.0128575	0.00568103	0.00465957	0.005414	0.0073488	0.00871021	0.00865934	0.0111708	0.00568594	0.00833138
sur	0.0417495	0.0267394	0.0239984	0.0147272	0.0192241	0.0197779	0.0136954	0.0195791	0.0319311	0.0332524	0.0529535	0.0388148	0.0677107	0.0432591	0.0522382	0.0354561	0.0300319	0.0317488	0.0226469	0.0268375	0.0184265	0.0137245	0.0141185	0.00954881	0.00616371	0.00465286	0.00308472	0.00185942	0.00305438	0.00567999	0.00264801	0.00386303	0.00354703	0.00255834	0.00307243	0.00596632	0.0063606	0.0221214	0.0182322	0.0182734	0.0196981	0.0222059	0.0334108	0.0318888	0.025591	0.028917	0.0249601
la	0.0427759	0.0200934	0.0199078	0.0131052	0.0138551	0.0143563	0.00589662	0.0155456	0.0296208	0.023639	0.0395052	0.0328658	0.0681763	0.0457034	0.0386172	0.0219991	0.0245372	0.0302847	0.0244025	0.024736	0.0199566	0.0149377	0.0159491	0.0103946	0.00789676	0.0104944	0.00936095	0.00579659	0.00894684	0.00946156	0.00734841	0.00556829	0.00493445	0.00499772	0.00618323	0.00885881	0.0130949	0.0213855	0.0197279	0.024879	0.0219576	0.02509	0.03643	0.0268646	0.030637	0.0354116	0.0438131
route	0.0277615	0.0122706	0.0127077	0.00659901	0.0103178	0.00972737	0.00968884	0.0107687	0.0185534	0.0152773	0.0248673	0.033757	0.0457987	0.0372427	0.0428611	0.034466	0.0430988	0.0435044	0.0396426	0.0480575	0.0417493	0.0256038	0.0220936	0.0239593	0.0253876	0.0284819	0.0227057	0.0155574	0.0216345	0.0222548	0.016283	0.0151074	0.0150081	0.00772582	0.00692569	0.00645079	0.0103267	0.0146309	0.0122324	0.0142318	0.0115531	0.0115684	0.0161882	0.0147905	0.0207184	0.0126534	0.0172093
d'	0.0447361	0.0159007	0.0121982	0.00830011	0.0103258	0.0124672	0.00880686	0.0133905	0.0137104	0.0161634	0.0220663	0.0228587	0.0621855	0.0541759	0.046929	0.0353652	0.0418615	0.0271127	0.0158788	0.0189226	0.0172793	0.00647255	0.0133488	0.0106367	0.00738359	0.012847	0.0104327	0.00581808	0.00800038	0.00512968	0.00642678	0.00394131	0.00304735	0.00233634	0.00311407	0.00787356	0.00792643	0.0170801	0.0174722	0.0229511	0.0293129	0.0354424	0.0512185	0.0473626	0.0437556	0.0537428	0.0462918
