 	a15	a66	a87	a23	a99	a61	a12	a47	a21	a5	a85	a47	a36	a37	a25	a98	a47	a79	a37	a54	a47	a36	a2	a57	a87	a23	a99	a61	a54	a85	a6	a37	a7	a26	a82	a87	</S>
celles-ci	0.0233878	0.0639423	0.0519322	0.0472503	0.0443135	0.0518259	0.0838288	0.114772	0.076892	0.0727499	0.0466149	0.0362126	0.0131604	0.00920272	0.0206852	0.00763444	0.00647674	0.00838753	0.0082909	0.00876287	0.0191879	0.0122138	0.0104163	0.00895359	0.0109871	0.00586566	0.0114159	0.00579358	0.005638	0.00911527	0.0181173	0.0154054	0.0113854	0.017944	0.0104938	0.0120948	0.0186496
sont	0.044389	0.0188865	0.0158733	0.0122949	0.0120628	0.00976741	0.0078299	0.012933	0.0176065	0.0303623	0.0238012	0.0287192	0.0411321	0.0307985	0.0529675	0.053206	0.0240889	0.0216345	0.0251598	0.0193316	0.0165346	0.0223541	0.0256094	0.0286146	0.0246791	0.0248921	0.0313358	0.0284428	0.0246899	0.0443294	0.0260097	0.0193191	0.0379116	0.0369933	0.0345023	0.0356776	0.0352597
mes	0.0520656	0.0218669	0.0144376	0.00941781	0.0108456	0.0126939	0.0120143	0.0218057	0.0256156	0.024486	0.0404933	0.0257744	0.0299679	0.0236759	0.0210727	0.0233698	0.0245235	0.0364316	0.0454894	0.046264	0.0689206	0.0264384	0.0460731	0.0289307	0.036837	0.021637	0.0336414	0.0194215	0.0181906	0.0293958	0.0111969	0.0129482	0.0232329	0.0256647	0.0173614	0.0279546	0.0298437
boucles	0.0266386	0.0105893	0.00695333	0.00408145	0.00536169	0.00988286	0.0115218	0.01865	0.0104125	0.0136876	0.0149818	0.0221969	0.0338552	0.0377528	0.0218474	0.028904	0.0426239	0.0356574	0.0257444	0.0369042	0.0439118	0.042169	0.0537843	0.0386263	0.0425091	0.0361678	0.0283157	0.0264817	0.035134	0.0282768	0.0386268	0.0319955	0.0340786	0.0291258	0.0198631	0.0229298	0.0297569
d'	0.0519769	0.0113928	0.00655517	0.00529248	0.00516906	0.00464358	0.005494	0.00374622	0.0035101	0.00617686	0.00536697	0.00676715	0.00668918	0.0113756	0.0172432	0.0144459	0.0139099	0.0150182	0.0134771	0.0192929	0.014885	0.0153056	0.0306204	0.0251216	0.0468115	0.027949	0.032822	0.0291964	0.0297727	0.0568654	0.0416841	0.0438622	0.0473866	0.0545571	0.0686525	0.102162	0.104802
oreilles	0.0263205	0.0112424	0.00955119	0.00969847	0.0097795	0.0127009	0.0221969	0.02634	0.0358597	0.0444671	0.0299844	0.0670745	0.0402676	0.0584245	0.0724131	0.062224	0.0922807	0.046884	0.0453558	0.0531675	0.043509	0.0273214	0.0351188	0.0355078	0.0256599	0.00975663	0.00907123	0.00531498	0.0035494	0.00519303	0.00403768	0.00449593	0.00395969	0.00121995	0.00463981	0.00365654	0.0017554
celles-là	0.0741642	0.0278797	0.0180375	0.0168602	0.0143658	0.0104657	0.0153823	0.0211381	0.0216931	0.0238368	0.0138563	0.0292779	0.0234498	0.0266236	0.0351321	0.0378894	0.0384106	0.0248596	0.0196314	0.0347013	0.0355967	0.0272752	0.0386549	0.0411835	0.0558878	0.0157832	0.0277083	0.0229241	0.0285031	0.0419037	0.0218545	0.0351183	0.0293055	0.0135297	0.0143694	0.0121839	0.0105628
sont	0.0256024	0.0143822	0.0111252	0.011992	0.00980135	0.00761942	0.0103759	0.0123692	0.0197254	0.0223377	0.0192534	0.0278405	0.0194342	0.0308923	0.0694996	0.0382939	0.0272646	0.0140766	0.00950246	0.0232481	0.0256938	0.0300444	0.049895	0.0515144	0.0693283	0.0205733	0.0354857	0.0243248	0.0218532	0.0323773	0.0365949	0.0397083	0.0370256	0.0321837	0.019179	0.0241257	0.0254561
à	0.0491627	0.0295935	0.0201617	0.0126107	0.0120645	0.00938162	0.00754654	0.0158953	0.0282931	0.0392434	0.0280579	0.0257959	0.0201137	0.0194806	0.0191955	0.0135126	0.00865697	0.0107101	0.0110901	0.0111638	0.0200668	0.0151726	0.0255326	0.0267658	0.0387264	0.0217905	0.0358582	0.0413476	0.0355379	0.0475295	0.0460988	0.0609468	0.0421941	0.0383149	0.0278965	0.0326417	0.0518492
toi	0.0608925	0.0298161	0.019739	0.0121685	0.0108048	0.00857059	0.00637196	0.0158729	0.0312226	0.0398857	0.0258343	0.0241543	0.0166932	0.0150712	0.0149041	0.00926725	0.00572615	0.0104395	0.0115571	0.0130082	0.0171894	0.0158723	0.0221182	0.0241273	0.0289153	0.024906	0.0314806	0.0411383	0.033342	0.0529302	0.050726	0.0640171	0.0506408	0.0293702	0.0317634	0.0432353	0.0562272
</S>	0.0445359	0.0309853	0.0175207	0.0100072	0.00961591	0.00737736	0.00708732	0.0105834	0.021411	0.032079	0.0199126	0.0225961	0.0157841	0.0185472	0.0224765	0.0147423	0.00741497	0.00954028	0.00942618	0.00984936	0.0106948	0.00926535	0.0152312	0.022926	0.026816	0.021362	0.0318255	0.0305984	0.0383127	0.0614988	0.0604044	0.0925713	0.0675516	0.0357711	0.0227506	0.0361396	0.0747879
