 	a66	a87	a23	a87	a23	a87	a83	a61	a83	a70	a61	a0	a75	a85	a6	a0	a90	a98	a15	a85	a5	a12	a18	a47	a88	a35	a44	a26	a82	a10	a87	a23	a87	</S>
c'	0.0528409	0.0453314	0.0696409	0.0504895	0.049124	0.0262846	0.0167707	0.0121822	0.0144953	0.0114221	0.0129799	0.0100095	0.0109773	0.0127749	0.0108073	0.0111573	0.0115171	0.0138513	0.0145717	0.0116679	0.00612966	0.00877267	0.0149441	0.0253522	0.0591731	0.0269287	0.052865	0.0355297	0.0652015	0.0540318	0.0345773	0.0410053	0.0350427	0.0715505
est	0.0330053	0.0400737	0.0401626	0.0369293	0.0313049	0.0363759	0.0241982	0.0235175	0.0244547	0.0121926	0.0190054	0.00927198	0.0125655	0.0142325	0.0126914	0.0233306	0.0179785	0.0129209	0.0115496	0.0311322	0.0370096	0.0903733	0.104533	0.0523503	0.0323582	0.0241387	0.0173537	0.0203633	0.016056	0.0218802	0.0232612	0.0265241	0.0296036	0.0373014
bien	0.0355751	0.0477489	0.0427	0.0501353	0.0329488	0.0191163	0.0220471	0.0415172	0.0298762	0.0158358	0.0169188	0.0169109	0.015933	0.0256631	0.0263368	0.0570989	0.0175048	0.0221775	0.0202252	0.0241542	0.0300629	0.0158278	0.0109886	0.0101294	0.0072015	0.012589	0.0135777	0.0174498	0.0115004	0.0258251	0.0406124	0.0650607	0.0910664	0.0676843
toi	0.0283053	0.0164638	0.00943068	0.00837301	0.0059669	0.0081904	0.0103166	0.00715888	0.0086286	0.00901192	0.00615481	0.00686443	0.00273381	0.0119338	0.0155842	0.0285066	0.0439586	0.113081	0.137658	0.112712	0.0910104	0.0708028	0.0683091	0.0213114	0.0169799	0.0198655	0.0216796	0.0158209	0.0132661	0.015162	0.009426	0.0142497	0.0135067	0.0175765
qui	0.107862	0.0837361	0.0598668	0.0292288	0.0324969	0.011843	0.0162353	0.0184652	0.0169525	0.00599104	0.0114286	0.00755364	0.00756917	0.00953882	0.0105758	0.027945	0.0162971	0.0232686	0.0300029	0.0360605	0.0269179	0.0366823	0.0446591	0.0314611	0.0306264	0.0244785	0.027278	0.0239048	0.019446	0.0230124	0.0229899	0.0497437	0.0425564	0.0333259
a	0.0701574	0.0522808	0.0490963	0.0302085	0.0220948	0.0140161	0.0168797	0.0160844	0.0151404	0.00680662	0.0118806	0.0103432	0.00489406	0.00794541	0.00411339	0.0061371	0.00367497	0.00517202	0.0057509	0.0151569	0.0227017	0.0336332	0.0357845	0.0227345	0.0612208	0.0594634	0.058761	0.0816435	0.0543288	0.0386115	0.0484483	0.0496171	0.0480346	0.0171837
fait	0.0314041	0.0251458	0.0198784	0.0204556	0.0120183	0.00830601	0.00861845	0.0166439	0.0131963	0.00752791	0.005939	0.0115138	0.00589535	0.00873988	0.00452286	0.0100006	0.00744745	0.0164722	0.0162794	0.0279716	0.0715805	0.0676647	0.0680362	0.044209	0.0682457	0.0624895	0.0525805	0.0476636	0.0350193	0.0310125	0.041606	0.0548953	0.0420993	0.034921
couler	0.0397708	0.0275302	0.026125	0.0175368	0.0152508	0.00763591	0.00765667	0.0122365	0.00933634	0.00631466	0.00714612	0.00828026	0.0053086	0.00625143	0.00250153	0.00353384	0.00315613	0.00892926	0.0103241	0.00884792	0.0122427	0.0162644	0.0228099	0.0337031	0.0428609	0.0470917	0.0534182	0.0520626	0.0613168	0.0546087	0.0846332	0.0831194	0.090911	0.111285
le	0.0569172	0.0398686	0.0318257	0.0180469	0.00815046	0.0064691	0.00676856	0.00713044	0.00553311	0.00268789	0.0040367	0.00299152	0.00286312	0.0051409	0.00287442	0.00472897	0.00244199	0.00285351	0.00509922	0.0146161	0.0157102	0.0191296	0.0278177	0.0222434	0.0435212	0.0525407	0.0528913	0.0508438	0.0577206	0.0685008	0.0737182	0.09329	0.122087	0.0689408
bateau	0.0616562	0.0441154	0.0350127	0.0363624	0.0149671	0.0117471	0.0113636	0.0195472	0.0117988	0.00691927	0.0120029	0.00619242	0.00608308	0.0085276	0.00380802	0.00539076	0.00301601	0.00263056	0.00162302	0.00524048	0.0123018	0.0166439	0.0154299	0.0105165	0.0166528	0.0274909	0.0486839	0.0423993	0.0439654	0.0510759	0.0684518	0.0909347	0.11451	0.132938
d'	0.0586726	0.0495315	0.0342051	0.0272567	0.0110131	0.00665802	0.00725089	0.0117934	0.00726441	0.00224145	0.00458454	0.00208791	0.00173859	0.00239895	0.00145968	0.00220613	0.000950823	0.000922233	0.0019215	0.00531077	0.00747565	0.0182659	0.0206575	0.0128099	0.0249532	0.0343185	0.0389824	0.0428662	0.0369524	0.052243	0.0925946	0.123699	0.132462	0.122252
autrui	0.0580182	0.0480642	0.037052	0.0298005	0.0185788	0.00764154	0.00579621	0.00968344	0.00786774	0.00315274	0.00406456	0.00327107	0.00249823	0.00325642	0.00226976	0.00315154	0.00150354	0.00153567	0.00296594	0.00490373	0.00613425	0.0106855	0.0197836	0.0197589	0.0293357	0.0396047	0.0396079	0.0467338	0.0394289	0.0497763	0.0923689	0.121827	0.110775	0.119104
</S>	0.0418738	0.0232568	0.0217061	0.018537	0.0110221	0.00754381	0.00489631	0.00681095	0.00724281	0.00338797	0.00337225	0.00348722	0.00332448	0.00651729	0.0033828	0.0039971	0.00298194	0.0026216	0.00474393	0.00524107	0.00683597	0.00905832	0.0182717	0.0262962	0.0403245	0.0608597	0.0582719	0.0632369	0.0627872	0.0644136	0.0897864	0.111626	0.103325	0.0989596
