 	a15	a27	a87	a23	a99	a13	a99	a83	a94	a12	a18	a98	a50	a83	a30	a53	a79	a37	a44	a66	a57	a38	a54	a30	a5	a18	a36	a27	a57	a87	a23	a87	</S>
l'	0.065787	0.0534519	0.028633	0.033837	0.0330494	0.0187008	0.0200588	0.0279096	0.0215435	0.0147105	0.0122196	0.00999015	0.0139552	0.0141677	0.0117916	0.018449	0.0215629	0.0252577	0.0143742	0.0154491	0.0146028	0.0402921	0.0426242	0.0302884	0.0280349	0.0344738	0.0354331	0.0302051	0.0494721	0.0622202	0.0502581	0.042233	0.0649638
homme	0.00492721	0.00562892	0.00792696	0.00571628	0.00562659	0.00438934	0.00614445	0.00668891	0.00928941	0.00857793	0.0155131	0.0191302	0.0198895	0.0363598	0.0557918	0.0575358	0.0564326	0.0562917	0.0476084	0.0380266	0.0608087	0.0947186	0.0289974	0.0145459	0.014458	0.0155572	0.0304612	0.0262345	0.0406372	0.0417888	0.0429648	0.0679644	0.0533679
qui	0.0630063	0.0160968	0.0261878	0.0207228	0.024724	0.0397838	0.0490533	0.0487841	0.0607641	0.114083	0.0862213	0.0353453	0.0162109	0.0134051	0.0154715	0.00999417	0.0168867	0.00861738	0.00564797	0.00426481	0.00314452	0.00585161	0.0105831	0.0134422	0.0256538	0.0379524	0.0287324	0.0345213	0.0400451	0.0289736	0.0222636	0.048445	0.0251199
s'	0.0444813	0.0275327	0.0245679	0.0154899	0.0133564	0.0171918	0.0167934	0.0304536	0.0505394	0.0757912	0.05242	0.0255979	0.0134661	0.0112661	0.00754777	0.00562332	0.00514441	0.024688	0.0362025	0.0207912	0.015739	0.0217854	0.0239718	0.040392	0.0473975	0.0528642	0.0365827	0.048765	0.0412466	0.0319008	0.0285622	0.0431485	0.0486996
adresse	0.0322138	0.0240537	0.0357901	0.0322239	0.025153	0.0249836	0.0324826	0.0455861	0.0586816	0.0959033	0.137435	0.066009	0.0457868	0.0314921	0.0157908	0.0212855	0.00942635	0.0167606	0.0158695	0.0133181	0.0141736	0.0146202	0.0104544	0.0110597	0.0186734	0.0163266	0.0118806	0.0183683	0.0138055	0.0117435	0.0115278	0.035994	0.0311275
à	0.0333997	0.026541	0.018115	0.0168944	0.0202761	0.0216052	0.0196511	0.0167034	0.017415	0.0140183	0.0170302	0.0173859	0.015414	0.014952	0.00784368	0.00958802	0.00926609	0.00984507	0.00707783	0.0112272	0.00582567	0.0131122	0.0414415	0.0619709	0.0697392	0.0745262	0.0551507	0.0574293	0.0530584	0.0692752	0.0530599	0.0577931	0.0633685
ce	0.0911401	0.0341212	0.036946	0.0235551	0.0238086	0.0232595	0.0156103	0.0187587	0.0214066	0.0204833	0.0279251	0.0167596	0.00681231	0.00704389	0.00861927	0.00726532	0.0103661	0.0150069	0.0177725	0.0174149	0.026297	0.0299439	0.0372051	0.0501186	0.04565	0.0486194	0.0478537	0.0450282	0.0440089	0.0391572	0.0355268	0.0412286	0.0652875
mort	0.0474651	0.0368797	0.0364451	0.0228922	0.019707	0.0143933	0.00953889	0.0116533	0.0144729	0.0119244	0.0181003	0.0150002	0.01445	0.0117488	0.00994042	0.01014	0.016342	0.0167324	0.0107572	0.0181082	0.0150617	0.0136886	0.0217238	0.0403498	0.0295763	0.059282	0.0653713	0.0644031	0.0699869	0.0575777	0.0610997	0.0605104	0.0746772
est	0.0280857	0.0323899	0.0277033	0.0133165	0.0122614	0.00871979	0.00527132	0.00597661	0.00889784	0.0129076	0.020283	0.0102288	0.00583494	0.00627905	0.00241028	0.00216459	0.00464911	0.00796112	0.00571731	0.0099056	0.0102159	0.0208656	0.0336897	0.0559229	0.0656113	0.0751531	0.0570609	0.0787602	0.0591934	0.0654054	0.0689924	0.102978	0.0751873
son	0.058012	0.061251	0.0516772	0.0445335	0.0445923	0.0356928	0.0262338	0.0318862	0.0450235	0.0458264	0.0587957	0.0482303	0.0381578	0.0341061	0.0133536	0.0101046	0.0113691	0.0101315	0.00775215	0.00986987	0.0106434	0.00845899	0.010177	0.0164624	0.0241747	0.0175672	0.0280292	0.0260621	0.0343312	0.0158937	0.0289878	0.0348078	0.0578051
père	0.0552025	0.0621688	0.0499322	0.0536053	0.0412238	0.035951	0.0292738	0.0385552	0.0439806	0.0294443	0.0331988	0.034553	0.0253119	0.026804	0.0127367	0.0174285	0.0242363	0.0130736	0.0106755	0.019273	0.0131155	0.0126218	0.0171355	0.0208786	0.0240717	0.0241932	0.0282183	0.0322839	0.0322252	0.029922	0.0299463	0.0422984	0.036461
</S>	0.075144	0.0565216	0.0357523	0.030053	0.0304374	0.0313041	0.02452	0.0301152	0.0327045	0.028986	0.0240887	0.0225708	0.0130561	0.0138573	0.00529447	0.00607494	0.00661775	0.00488144	0.00674386	0.00753491	0.013857	0.0191434	0.0217784	0.0294994	0.0380733	0.0367038	0.0456211	0.0365514	0.0471346	0.0457606	0.0458862	0.0478214	0.0859107
