 	a23	a53	a54	a92	a37	a61	a62	a70	a34	a93	a75	a18	a38	a21	a96	a62	a70	a34	a62	a83	a93	a34	a47	a88	a34	a75	a79	a7	a26	a93	a56	a75	a92	a7	a26	a57	a87	a23	a87	</S>
elle	0.118776	0.0889631	0.0657297	0.0833161	0.062478	0.0550924	0.0431749	0.0639786	0.0461294	0.0445339	0.0212716	0.0246988	0.0240425	0.0161704	0.012789	0.0127534	0.0144877	0.00498175	0.00616048	0.00372742	0.00318545	0.0037182	0.00353757	0.00359695	0.00395291	0.00409427	0.00305629	0.00350428	0.00280192	0.00379367	0.00413929	0.00863693	0.0173636	0.0181391	0.0208375	0.0152627	0.0139172	0.0171277	0.0159293	0.0201505
lui	0.00324607	0.00491774	0.00946567	0.0163131	0.0224644	0.0149226	0.0358725	0.0451437	0.0528437	0.049903	0.083765	0.0498633	0.06793	0.0434294	0.0730591	0.0686916	0.0935965	0.0191399	0.00614809	0.00603836	0.0106126	0.00736286	0.00686334	0.0135671	0.00685289	0.011832	0.0114136	0.0108794	0.0116596	0.0109106	0.0186855	0.0259966	0.0217844	0.0168094	0.0105793	0.0148426	0.00969667	0.00441165	0.00477057	0.00371546
posa	0.0131966	0.00475537	0.0114801	0.0216482	0.0529391	0.0514504	0.0760273	0.0521695	0.0358503	0.0371387	0.0333527	0.044295	0.0437525	0.0711956	0.0742574	0.0610432	0.0544808	0.014612	0.00932529	0.00881358	0.0125504	0.00641903	0.00568141	0.0113989	0.00724655	0.00896475	0.0115693	0.0137614	0.010124	0.00205069	0.00371582	0.00471003	0.00746224	0.0112916	0.0164234	0.01045	0.0173518	0.0130285	0.0337337	0.0202828
un	0.0310326	0.0258407	0.0177726	0.0210367	0.0187717	0.0111161	0.0175384	0.0144446	0.00918271	0.0179181	0.0158376	0.0260226	0.0524227	0.0362001	0.05712	0.0374158	0.0797963	0.0181499	0.0206035	0.0142422	0.0206469	0.0431365	0.0445671	0.030416	0.0673625	0.0634368	0.0430742	0.0353526	0.024887	0.0177254	0.0102564	0.00610763	0.00712948	0.00988757	0.00464737	0.00816096	0.00697357	0.00495491	0.00481456	0.00399766
bandage	0.0184185	0.0196664	0.0122097	0.015009	0.0198114	0.0263606	0.0291649	0.0248988	0.0185742	0.0239374	0.029107	0.057236	0.0742249	0.0839157	0.0656915	0.0656973	0.0651571	0.0301782	0.015947	0.0127213	0.0157366	0.0227363	0.0255475	0.018641	0.0246624	0.0249875	0.0204534	0.0196616	0.0203319	0.0204731	0.0127448	0.00920993	0.00759811	0.00766196	0.00579478	0.00875992	0.0104503	0.0069902	0.00468642	0.00494553
autour	0.0501284	0.0188447	0.0164071	0.0189487	0.026671	0.0364115	0.0386789	0.0354596	0.0473407	0.0729538	0.053757	0.0396765	0.0565104	0.0210683	0.0228821	0.0104359	0.0164318	0.00625033	0.00771026	0.00489237	0.0053273	0.0051258	0.00528494	0.0067747	0.00724241	0.00866019	0.00632539	0.00900421	0.00922735	0.0143292	0.0173865	0.0302811	0.0441406	0.0351353	0.0351983	0.0279579	0.0425029	0.0322698	0.0228246	0.0335419
de	0.0443657	0.0267926	0.0204226	0.0282159	0.0277434	0.0225309	0.0213506	0.0204686	0.0128812	0.0120178	0.0178458	0.0172369	0.0191798	0.0166674	0.0144905	0.0125278	0.0136531	0.00673278	0.00822889	0.00344368	0.00691514	0.00438353	0.00476796	0.00563654	0.00445714	0.0056808	0.0079154	0.00884962	0.013556	0.012273	0.0156022	0.0173378	0.0326439	0.0416992	0.0510949	0.0579803	0.0881935	0.0828892	0.068252	0.103076
sa	0.0403657	0.0166205	0.0119579	0.0174334	0.0194623	0.0264567	0.0311325	0.0266269	0.0167702	0.0180155	0.0264879	0.0278954	0.0192907	0.0299066	0.020075	0.0275908	0.018966	0.0216664	0.0127313	0.0159987	0.0241127	0.0159258	0.0116712	0.0160721	0.00842303	0.00860178	0.010935	0.0131767	0.0147657	0.0116096	0.0150891	0.0253537	0.0343088	0.0352589	0.0528076	0.0451042	0.0592849	0.0501633	0.0497308	0.0521548
tête	0.0244523	0.0245644	0.0354085	0.0410528	0.0329581	0.0343758	0.0219309	0.0215486	0.00970901	0.0101106	0.0102091	0.0117359	0.0128027	0.0198497	0.0121214	0.0205228	0.0159038	0.0210322	0.0181117	0.0230717	0.0186749	0.0168639	0.013688	0.0213892	0.0160065	0.0160794	0.0135412	0.018867	0.020409	0.0151208	0.00925239	0.0203537	0.0327396	0.0430562	0.0518942	0.0552693	0.0563939	0.0568981	0.0537603	0.0282704
blessée	0.0438004	0.0373339	0.0689985	0.0796601	0.0760917	0.0608463	0.0519006	0.0502309	0.0241238	0.0236718	0.0205865	0.0183455	0.0166062	0.0154317	0.010297	0.0115543	0.0100149	0.00620476	0.00623769	0.00385056	0.0053798	0.00609597	0.00560393	0.0108255	0.00736933	0.00732888	0.00565383	0.00745083	0.00779945	0.00646351	0.00577819	0.00738936	0.00991251	0.0128095	0.0218702	0.0224653	0.0322365	0.0404997	0.0393103	0.10197
</S>	0.0327524	0.0345669	0.0432642	0.0477253	0.0358474	0.0322201	0.049513	0.0402744	0.0232292	0.0258702	0.0198411	0.0281393	0.0258658	0.019108	0.0162944	0.0187708	0.0138837	0.0107591	0.00883351	0.00728036	0.00818711	0.00893961	0.00841507	0.0150005	0.00827546	0.00939064	0.00783948	0.0137219	0.017545	0.0165252	0.0159242	0.0170115	0.0248832	0.0267307	0.0367582	0.0396237	0.048818	0.050019	0.0483704	0.0439819
