 	a66	a87	a23	a87	a23	a10	a54	a6	a36	a5	a85	a6	a36	a85	a47	a92	a79	a7	a85	a21	a12	a96	a75	a85	a6	a75	a12	a96	a75	a36	a27	a30	a97	a87	a23	a87	a97	</S>
parmi	0.0553138	0.0610863	0.0543032	0.0323501	0.0241867	0.0206796	0.0449224	0.0711841	0.0789366	0.10686	0.0446529	0.024046	0.0176625	0.0105492	0.00610208	0.00602731	0.00290944	0.00614663	0.00546043	0.00745612	0.0127032	0.0110849	0.0152652	0.00856988	0.0174513	0.015903	0.0114555	0.0108661	0.0158729	0.0196189	0.0232803	0.0212697	0.0233226	0.0258646	0.0259758	0.0165976	0.0125122	0.031551
vous	0.0153074	0.0129254	0.0128532	0.0142679	0.0113022	0.0127457	0.0270417	0.0510247	0.0495313	0.0395093	0.0461807	0.0357247	0.0675244	0.0529987	0.0448728	0.0257815	0.01769	0.0167646	0.015272	0.0122956	0.022408	0.0187829	0.0173499	0.0150611	0.0139308	0.0187413	0.0196521	0.0179124	0.0243619	0.0320192	0.0297007	0.0298967	0.0299006	0.0320014	0.0302462	0.0270088	0.0227155	0.0166967
cinq	0.0421046	0.0184951	0.0122935	0.0173412	0.0173215	0.0292542	0.05867	0.0738436	0.0666646	0.0358993	0.052526	0.0691217	0.0653814	0.0720004	0.0694508	0.0492266	0.0269866	0.00948197	0.00547887	0.00375679	0.007282	0.00557042	0.00893789	0.00557808	0.00432728	0.00378617	0.00529918	0.00702071	0.0102856	0.0101098	0.0148384	0.0141154	0.0110054	0.0151602	0.0197524	0.0214374	0.0272907	0.0129039
quel	0.0442949	0.0349656	0.0165915	0.0137081	0.0122311	0.00665094	0.00588995	0.0050686	0.00803513	0.00682047	0.00623232	0.00441797	0.00779387	0.0078543	0.0059543	0.00612867	0.0084461	0.0120507	0.00859532	0.00847004	0.00817832	0.00619942	0.00911764	0.00889323	0.010871	0.0149184	0.0249767	0.0344873	0.0510053	0.0692515	0.0606376	0.0778281	0.084516	0.0557104	0.0717784	0.0567551	0.0688711	0.055805
est	0.0686683	0.0602836	0.0327913	0.0335127	0.0285592	0.0109924	0.0111282	0.0121196	0.0133322	0.0168127	0.0119111	0.0193831	0.0366627	0.031273	0.029448	0.027894	0.0389566	0.0299819	0.018462	0.014273	0.0150512	0.00986103	0.0248699	0.021986	0.0206001	0.0109959	0.0176614	0.0107692	0.0088086	0.0230889	0.0121629	0.0156617	0.0249615	0.0254728	0.0321502	0.0383424	0.0620339	0.0790767
celui	0.0544859	0.0353625	0.0167211	0.0196841	0.0153075	0.0162673	0.0195077	0.0209527	0.0214374	0.0167304	0.0211016	0.0450139	0.0613135	0.0547147	0.0704008	0.0611752	0.0410461	0.0139115	0.0140152	0.0122975	0.0122221	0.0132977	0.0243864	0.0229699	0.0351626	0.0262172	0.0429869	0.0280252	0.0315218	0.0196218	0.0163508	0.0129447	0.0137737	0.0130049	0.0105179	0.0136242	0.0126721	0.0192537
qui	0.110424	0.0754335	0.0444374	0.0321409	0.0138519	0.0103289	0.0111126	0.00726558	0.00528677	0.0114263	0.0147072	0.0176344	0.0133237	0.0117223	0.0112635	0.0139078	0.0190815	0.00609312	0.00724268	0.00282677	0.00855377	0.00914063	0.0246414	0.0192206	0.0220915	0.0235935	0.0334577	0.0284569	0.0513639	0.0499314	0.0321115	0.0242721	0.0406709	0.0488385	0.0344147	0.0517313	0.0397312	0.0182673
s'	0.12534	0.0724582	0.0457048	0.028211	0.0201977	0.0221249	0.0161801	0.0107975	0.00459042	0.00709488	0.00692834	0.0060713	0.00909257	0.010515	0.0125374	0.0139093	0.0243326	0.0109284	0.0140746	0.00782103	0.0107741	0.0151479	0.022935	0.0224427	0.0172937	0.0213596	0.0234361	0.00926916	0.0234064	0.0369103	0.0210656	0.0386287	0.0279337	0.0484285	0.041473	0.0621204	0.0606888	0.0277757
est	0.047114	0.0591269	0.0722165	0.0611117	0.0309049	0.0158	0.0126594	0.00838152	0.00320199	0.00620365	0.00577415	0.00483909	0.0080021	0.00808882	0.00798774	0.0105536	0.0193994	0.011862	0.0121285	0.00604257	0.00707566	0.00871094	0.0100987	0.0141305	0.00610041	0.00494505	0.00515332	0.00536115	0.00807942	0.0210587	0.0173856	0.0416845	0.0442815	0.0597422	0.066559	0.10202	0.0953884	0.070826
plaint	0.0662014	0.0420329	0.047421	0.0466498	0.0444351	0.0326874	0.0157793	0.00906019	0.00632454	0.0101368	0.00949154	0.0105458	0.0129514	0.0149485	0.0148305	0.0143473	0.0247079	0.0190976	0.0166284	0.00889993	0.010871	0.0141148	0.0217547	0.0253082	0.0229563	0.0349315	0.0325886	0.0419204	0.0212372	0.0247894	0.0226354	0.0296221	0.025869	0.0269027	0.0250255	0.0409034	0.0442474	0.0671448
d'	0.0637965	0.0393884	0.0328899	0.0336903	0.0275519	0.0227524	0.030796	0.0212818	0.0184549	0.0205679	0.0225864	0.0152048	0.0223766	0.0128266	0.0093745	0.0102733	0.00825355	0.0076257	0.0113099	0.00450238	0.00614413	0.007529	0.01901	0.0151532	0.0126361	0.020294	0.0210049	0.0116469	0.0197209	0.0331981	0.0278744	0.038493	0.0388506	0.0520892	0.0506521	0.0527451	0.0601216	0.0773333
avoir	0.0591462	0.0273212	0.01108	0.0113927	0.00901528	0.0067681	0.00707233	0.0070335	0.00830499	0.00736125	0.0107275	0.00489812	0.00946176	0.0098441	0.00911953	0.0108144	0.013842	0.00916879	0.0127728	0.00814239	0.00813495	0.0121399	0.0259591	0.0230775	0.018273	0.0267221	0.0254767	0.0157988	0.0251255	0.0370296	0.0322943	0.0562004	0.0472066	0.0714507	0.0727456	0.082791	0.0845514	0.0817355
faim	0.0600172	0.0481549	0.0261875	0.0174585	0.0117155	0.00689577	0.00971643	0.00860691	0.00781533	0.014501	0.013629	0.00567087	0.00932715	0.00598724	0.00374173	0.00533464	0.00676209	0.00471191	0.00848079	0.00487995	0.00562787	0.0093131	0.0289846	0.0134282	0.0295796	0.0327939	0.0398163	0.0272636	0.0442074	0.0416039	0.0501679	0.0440565	0.0512677	0.0512351	0.0495987	0.0485633	0.0632529	0.089645
</S>	0.0906657	0.0496323	0.0318808	0.0173704	0.0143795	0.0146718	0.0147745	0.0110515	0.00674232	0.0161401	0.0138066	0.00911339	0.0132913	0.0085513	0.00515784	0.00703183	0.0118091	0.00854175	0.0180964	0.00846158	0.0105615	0.017876	0.032953	0.0156889	0.0238399	0.0213968	0.0265313	0.0199713	0.0366235	0.032826	0.0468336	0.0342993	0.037306	0.0345772	0.035572	0.0321192	0.0411831	0.128672
