 	a66	a87	a23	a53	a56	a62	a47	a62	a0	a12	a96	a88	a61	a0	a21	a12	a75	a85	a5	a21	a47	a61	a18	a93	a96	a34	a79	a7	a26	a82	a87	a23	a38	</S>
le	0.0840332	0.134529	0.0971662	0.12224	0.0534248	0.0363985	0.0274921	0.022556	0.0269367	0.0191176	0.0109446	0.0153294	0.0110604	0.0122316	0.00627357	0.00388027	0.00359602	0.00372743	0.00365876	0.00496327	0.00406831	0.00606286	0.00892938	0.00939956	0.0318997	0.032211	0.0272425	0.0164953	0.0191194	0.031276	0.0335974	0.0295393	0.0189746	0.031625
terrier	0.00797902	0.065838	0.0639106	0.117893	0.0371293	0.0329254	0.0341772	0.0275143	0.0409724	0.0488888	0.05055	0.0338114	0.0487615	0.0383283	0.0532576	0.0394515	0.0411295	0.0305914	0.0448084	0.0231288	0.0388535	0.0242049	0.0185353	0.00782581	0.00572592	0.00271773	0.0031935	0.00294435	0.00216585	0.00148368	0.00252026	0.00307677	0.00417061	0.00153578
du	0.0644826	0.0866854	0.0615243	0.0368197	0.0195252	0.0204661	0.0517442	0.0168739	0.0289254	0.0648772	0.0635804	0.0217031	0.0786438	0.0280432	0.0274188	0.0228266	0.027855	0.0393807	0.0188081	0.0244599	0.0133614	0.0155806	0.01576	0.0101685	0.00820909	0.00939165	0.0115787	0.0123444	0.0219399	0.0185639	0.0170968	0.0141867	0.0196679	0.00750686
blaireau	0.0792938	0.0445972	0.0232105	0.0292349	0.028003	0.0295828	0.0344942	0.0225098	0.0330472	0.0404532	0.032441	0.0283156	0.0366832	0.0216437	0.0198548	0.0170699	0.0265354	0.022966	0.012778	0.0160972	0.0133409	0.0166176	0.0231431	0.0190684	0.0283989	0.0288255	0.033186	0.0318384	0.0424836	0.0330479	0.0174698	0.0311564	0.027556	0.0550559
que	0.0195112	0.0121871	0.0144204	0.014419	0.0297569	0.0148305	0.0213245	0.0537992	0.0885948	0.0937803	0.103182	0.0805477	0.0503809	0.0621903	0.022664	0.0162544	0.0167723	0.0148747	0.00970369	0.0161909	0.0131428	0.0173343	0.016095	0.0160602	0.0205766	0.021528	0.0136554	0.0162823	0.0164241	0.0141466	0.0133957	0.0133629	0.0159564	0.0366553
nous	0.0510869	0.0306683	0.0238047	0.0242527	0.0375489	0.0521974	0.064956	0.0552103	0.0547589	0.0467534	0.0355307	0.0291522	0.0356768	0.0263006	0.0306742	0.0361689	0.0391365	0.0362239	0.0143662	0.0216242	0.0105733	0.0176129	0.0247802	0.0131162	0.0176584	0.00986972	0.0208841	0.0148195	0.0211241	0.0162167	0.0130459	0.0274512	0.0200415	0.0267147
avons	0.0288143	0.014386	0.016307	0.00978063	0.0142624	0.0151289	0.0109276	0.0144762	0.0123615	0.0169166	0.0250161	0.0250364	0.0202871	0.0280034	0.0443216	0.0505686	0.0595616	0.0556534	0.0224211	0.0374895	0.0227971	0.0431429	0.0426706	0.0292757	0.0224116	0.0283544	0.0361896	0.0375592	0.0577368	0.0414885	0.0250158	0.0246348	0.0314209	0.0355822
suivi	0.014506	0.0102686	0.0140509	0.0138493	0.027279	0.0286988	0.0226514	0.0242807	0.0184684	0.0274368	0.0322413	0.0260561	0.0266767	0.0353198	0.0381013	0.039878	0.0386094	0.0437488	0.0301239	0.0297166	0.0193585	0.0241289	0.0445713	0.0288137	0.0235366	0.0364764	0.0292835	0.026783	0.0480966	0.0392427	0.0261793	0.0305103	0.0353302	0.0457273
était	0.00901919	0.00380932	0.00720706	0.00843362	0.0188245	0.0182033	0.0174758	0.0225692	0.0327572	0.0352542	0.0425997	0.0697511	0.0444043	0.0608427	0.0499739	0.050898	0.0490624	0.0474655	0.0294256	0.0337444	0.0205373	0.0183858	0.0495941	0.0286322	0.0196443	0.0181086	0.0368924	0.0236487	0.026562	0.0236323	0.014603	0.0278142	0.0251057	0.0151183
déjà	0.0125598	0.00644513	0.0108426	0.0125089	0.0283428	0.0224306	0.0135329	0.016469	0.0205077	0.0240195	0.0256579	0.0242083	0.0275618	0.0255593	0.0324296	0.0382212	0.0343377	0.0364563	0.0324634	0.0382241	0.0294743	0.0274102	0.0478633	0.0277063	0.0294339	0.0245451	0.0305817	0.0320476	0.0373512	0.0477244	0.0318865	0.038606	0.0514181	0.0611728
abandonné	0.016802	0.00896424	0.01258	0.0123572	0.0258293	0.0200645	0.0206782	0.0158021	0.0189402	0.0190729	0.0116862	0.00989161	0.0184742	0.0120368	0.0146944	0.0142427	0.0129416	0.0154004	0.0199503	0.0208785	0.0191798	0.0193726	0.0283815	0.0226909	0.0346816	0.0305398	0.0351971	0.0452944	0.0492802	0.0691039	0.0719531	0.0664289	0.0892362	0.0973726
</S>	0.0351039	0.0221245	0.0266374	0.0338811	0.0436749	0.0516968	0.0485978	0.0302239	0.0273895	0.0237052	0.00808943	0.00544619	0.0107096	0.00533903	0.00654841	0.00599518	0.00665697	0.00743335	0.00890005	0.0132764	0.0144565	0.0172048	0.0293608	0.0211804	0.0248446	0.0258242	0.0297958	0.0388648	0.0404896	0.0606436	0.0485415	0.0608967	0.0580676	0.1084
