 	a66	a87	a23	a54	a92	a47	a37	a90	a25	a98	a47	a36	a0	a37	a93	a4	a62	a21	a5	a43	a31	a88	a71	a0	a62	a88	a71	a9	a87	a23	a99	a84	</S>
l'	0.0413428	0.058568	0.0435328	0.0304136	0.0403471	0.0447609	0.0799163	0.0905622	0.0250962	0.0118349	0.00780798	0.00541361	0.0088207	0.019542	0.0208926	0.0324555	0.0394957	0.0444103	0.0472546	0.040401	0.0380814	0.0221594	0.0162089	0.013186	0.0122248	0.0232513	0.0153298	0.0185082	0.022637	0.0255133	0.0188789	0.0101039	0.0310485
enfant	0.00424252	0.00634247	0.0192444	0.03942	0.107769	0.262338	0.196877	0.0235454	0.0378814	0.0501225	0.0630447	0.0280905	0.0428884	0.0146973	0.0174989	0.0237825	0.0138335	0.00547036	0.00195179	0.00201265	0.00210795	0.00145006	0.00282446	0.00229362	0.00264588	0.00269774	0.00206866	0.00293846	0.0032449	0.00393313	0.00354168	0.00411291	0.00508846
souffle	0.0588605	0.0526409	0.0767441	0.0801946	0.078624	0.135533	0.166879	0.0306517	0.0316361	0.00675252	0.00870485	0.00815493	0.00520264	0.00428563	0.00411736	0.00775855	0.00905195	0.0103791	0.0137297	0.00844329	0.00932777	0.00655578	0.0111732	0.00973811	0.00491279	0.00858554	0.00911799	0.0151501	0.0205121	0.0275167	0.0217192	0.028729	0.0286171
dans	0.0596189	0.0311538	0.0229117	0.0137778	0.0215748	0.0302094	0.0418973	0.0239627	0.015409	0.0182584	0.0187385	0.0277107	0.0139884	0.0132933	0.0143104	0.0204797	0.0306216	0.0193235	0.0158881	0.0141186	0.0101186	0.0117644	0.0103382	0.018854	0.0194015	0.0310734	0.0289654	0.0628263	0.104131	0.0525943	0.055177	0.0719083	0.0556015
l'	0.042716	0.028395	0.0162517	0.0104002	0.00942435	0.00731073	0.00620034	0.0185153	0.0356171	0.0278571	0.0335371	0.015685	0.0145706	0.0248824	0.0238376	0.0214431	0.0311072	0.0508765	0.0359107	0.0140831	0.0186868	0.00992278	0.0149587	0.0191592	0.0299411	0.0413594	0.0437307	0.0506956	0.0618082	0.0470571	0.0543611	0.0561169	0.0835815
oreille	0.0366702	0.0152592	0.016778	0.013286	0.0118391	0.00876942	0.00597771	0.010348	0.0197145	0.0153026	0.0617767	0.0243743	0.0341338	0.0527546	0.0544514	0.0266916	0.0342504	0.0349767	0.0325189	0.0193195	0.0204608	0.0143675	0.0214174	0.0311236	0.0339755	0.0499601	0.039415	0.0341263	0.0460373	0.0375321	0.0346631	0.054285	0.0534437
de	0.164243	0.102621	0.0691216	0.0454426	0.0299804	0.015968	0.012414	0.024187	0.0327201	0.0255645	0.0363983	0.0118427	0.0230565	0.0196212	0.0183785	0.0127656	0.0152835	0.0163183	0.0186579	0.00930475	0.0105211	0.011141	0.0170156	0.0116855	0.0106119	0.0123862	0.0114499	0.0134838	0.0151752	0.0440189	0.0164165	0.037255	0.0849504
son	0.0700631	0.0561618	0.0370389	0.0309329	0.0332429	0.0223091	0.018741	0.036558	0.0487893	0.0359248	0.0237441	0.021127	0.0170358	0.0276673	0.0259049	0.0354518	0.0459795	0.0343166	0.0356114	0.0225193	0.0213498	0.013116	0.0221966	0.0218975	0.0190013	0.01736	0.0253437	0.021135	0.019804	0.0375256	0.0172199	0.032051	0.0528801
ami	0.0586305	0.0354938	0.0187663	0.01567	0.025376	0.014873	0.0107931	0.00260842	0.00387347	0.00239016	0.00454686	0.00371229	0.00790278	0.0108037	0.0109888	0.0116865	0.0134241	0.0153551	0.0224671	0.0117687	0.0141986	0.0113555	0.016573	0.0294197	0.0449958	0.0465776	0.0585128	0.0418912	0.0710171	0.095298	0.0526169	0.102281	0.114132
</S>	0.0762473	0.0628351	0.0549006	0.0499493	0.0501649	0.0231695	0.0195006	0.0253391	0.0266189	0.0180105	0.0122188	0.00601909	0.00492697	0.0122424	0.0131942	0.00773118	0.00616443	0.00577304	0.00902998	0.00462603	0.00646884	0.00722701	0.0104246	0.0186642	0.0351736	0.03267	0.0428699	0.0320779	0.0422164	0.0712818	0.0330663	0.0811451	0.0980527
