 	a66	a87	a23	a40	a36	a0	a75	a47	a6	a36	a75	a61	a37	a26	a53	a15	a20	a58	a84	a87	a23	a2	a11	a0	a54	a73	a7	a44	a11	a54	a36	a37	a66	a88	a71	a9	a87	a23	a87	</S>
trois	0.0507493	0.0594719	0.109829	0.0812715	0.0878924	0.0853014	0.080919	0.0835013	0.0559641	0.0268249	0.0162176	0.0304569	0.0193675	0.0179705	0.0212701	0.0172713	0.00922274	0.00465921	0.010863	0.0121553	0.00661759	0.007817	0.00693931	0.00583934	0.00390964	0.00268907	0.00252955	0.00335036	0.00361589	0.00317103	0.0072975	0.00631663	0.00558308	0.00454818	0.00694411	0.00866436	0.00708245	0.0056742	0.00441264	0.0158186
personnes	0.00583918	0.00836765	0.01035	0.0096848	0.03001	0.0161542	0.0271352	0.101608	0.0583841	0.0995354	0.0708061	0.149907	0.0499201	0.0585465	0.0529736	0.0592727	0.0561334	0.0186915	0.0231853	0.0155761	0.00891515	0.00383568	0.00321638	0.00395912	0.00395829	0.00308539	0.00602817	0.00441351	0.00338141	0.00514653	0.00481238	0.00750331	0.00639978	0.00333815	0.00141021	0.00129179	0.00188043	0.00172059	0.00220651	0.00141628
sont	0.0268474	0.0188514	0.0135676	0.0435771	0.0395907	0.035528	0.0399644	0.0299724	0.0535056	0.0745201	0.0777775	0.065038	0.0461089	0.0468077	0.0547397	0.0433765	0.0529231	0.0287381	0.0157121	0.0215601	0.0131422	0.0147854	0.00864908	0.0055075	0.0044001	0.00547785	0.00629494	0.00924221	0.00802836	0.00984921	0.00920164	0.0153841	0.0106107	0.00956894	0.00838557	0.00284183	0.0058074	0.0082918	0.0126183	0.00320647
parties	0.01337	0.00636774	0.0048059	0.00829187	0.00979491	0.0231283	0.0293474	0.0266469	0.0426926	0.0358863	0.0605653	0.0336172	0.0291519	0.0348794	0.0201713	0.0263442	0.0380399	0.045212	0.036777	0.0488301	0.0368561	0.0194543	0.0188606	0.0152814	0.0128347	0.00824231	0.00686567	0.00827476	0.00773837	0.010896	0.0133222	0.0307077	0.0299379	0.0332948	0.0311517	0.0327763	0.0340733	0.026835	0.0219865	0.0266903
en	0.0423637	0.0135184	0.00841384	0.0140849	0.00854983	0.0354633	0.0410706	0.0502509	0.0702196	0.0349686	0.0660547	0.0583283	0.0661965	0.0658715	0.0517873	0.0413449	0.0379787	0.0279113	0.0347027	0.041348	0.0264474	0.0184809	0.0117544	0.00783291	0.00615002	0.00552289	0.00330476	0.00429381	0.00506694	0.00581259	0.00674712	0.00911599	0.00564273	0.0076531	0.012392	0.00924043	0.0119362	0.00936181	0.00824109	0.0145753
forêt	0.0236458	0.0132607	0.010865	0.012772	0.0202972	0.0138628	0.0212884	0.0217451	0.0223737	0.021375	0.0329029	0.0393527	0.0614467	0.0520198	0.0426752	0.0296881	0.047779	0.0542272	0.041434	0.0511816	0.0395642	0.0245492	0.0394319	0.0160613	0.0115542	0.010363	0.0066804	0.00428509	0.00624763	0.00785519	0.0104857	0.0166543	0.0139519	0.0260143	0.0279427	0.0219319	0.0246426	0.0221	0.0177905	0.0177009
les	0.0235139	0.0119069	0.0102682	0.011654	0.00817885	0.0105078	0.0158701	0.0131302	0.0262671	0.0407244	0.0457932	0.0591227	0.0641394	0.0580261	0.0510844	0.0427191	0.0669224	0.0536951	0.0754546	0.0858605	0.0552929	0.0436435	0.0391232	0.0148458	0.00609391	0.00414714	0.00290363	0.00176845	0.0024756	0.00262154	0.00312045	0.00266163	0.00297322	0.00432092	0.00362489	0.00325442	0.0070975	0.00833203	0.00992712	0.00693325
autres	0.0308929	0.0193866	0.0204609	0.0137663	0.0121488	0.00962729	0.0127623	0.00989697	0.0103346	0.012038	0.0130262	0.020152	0.0253912	0.0260407	0.0247641	0.0203283	0.0522122	0.0778664	0.0601527	0.0744715	0.0585124	0.0405787	0.0471613	0.0197051	0.019713	0.0203527	0.0183007	0.0118569	0.0106371	0.0146039	0.00964804	0.0126213	0.0165561	0.0280769	0.0163912	0.0255817	0.0251519	0.0219711	0.0172327	0.0196276
sont	0.0244069	0.0115589	0.0102927	0.00651744	0.00590193	0.00687943	0.00963512	0.00985306	0.015542	0.0179208	0.0200923	0.0270458	0.0297372	0.0266764	0.0224575	0.0198963	0.0240055	0.0240551	0.0295809	0.0323333	0.0303425	0.0269044	0.0396475	0.0293288	0.027198	0.0236303	0.0222969	0.0247533	0.0249184	0.0246788	0.0243611	0.0276668	0.0300629	0.0345542	0.0309979	0.0441464	0.0480814	0.041257	0.0391967	0.0315882
restées	0.045591	0.0349283	0.030788	0.0169736	0.019554	0.0202824	0.0196087	0.0245794	0.0200063	0.0235737	0.0236018	0.0285832	0.025245	0.0270819	0.0236242	0.0193118	0.0204004	0.0221554	0.0179253	0.0254297	0.0198639	0.0127026	0.0228791	0.0156341	0.0144794	0.0162639	0.0124956	0.0128627	0.0146642	0.0197484	0.0169119	0.031618	0.0391776	0.0488059	0.0257743	0.0407848	0.0395824	0.0321212	0.0261735	0.0482124
