 	a15	a66	a87	a23	a30	a4	a70	a94	a21	a47	a24	a41	a85	a92	a79	a90	a15	a69	a41	a47	a31	a88	a94	a90	a25	a69	a7	a84	a87	a23	a87	</S>
celui	0.0244945	0.033078	0.0263968	0.0509876	0.0295688	0.0283728	0.0616344	0.049251	0.0637598	0.0688278	0.0538527	0.0422806	0.06214	0.0378631	0.0240845	0.0220404	0.0189217	0.0193595	0.0161841	0.00727699	0.0140629	0.0109931	0.0215852	0.0227189	0.037928	0.0309415	0.0235284	0.0194705	0.0149061	0.01461	0.0182168	0.0306637
qui	0.0797037	0.0521745	0.0329461	0.0253548	0.0173435	0.0158321	0.0138586	0.0130086	0.0126077	0.0161237	0.00734592	0.0149854	0.0118881	0.0168843	0.0164563	0.0155174	0.0189319	0.0205222	0.0236813	0.0289913	0.020492	0.0319977	0.0286666	0.027875	0.0367911	0.0423586	0.0430733	0.045922	0.0538314	0.0557087	0.0722534	0.0868731
attaque	0.0695389	0.039804	0.0254367	0.0184858	0.0147902	0.0167556	0.0152232	0.0162277	0.0134182	0.0212967	0.00512801	0.0128672	0.00835537	0.0159111	0.0093823	0.00644131	0.0157444	0.0136047	0.017888	0.0256794	0.0191298	0.0259273	0.013875	0.0131474	0.0161679	0.0216344	0.030964	0.0761712	0.0744584	0.0807794	0.114608	0.131158
cet	0.0181455	0.012945	0.0104554	0.0104294	0.0147276	0.00806606	0.00416041	0.00748738	0.00439315	0.00490365	0.00313762	0.00259344	0.00329486	0.0113747	0.035682	0.0358035	0.0896101	0.101057	0.0946692	0.0915194	0.0334293	0.0462467	0.0299599	0.0402417	0.0415636	0.0354537	0.0314771	0.0289589	0.032505	0.0296903	0.0490869	0.0369315
enfant	0.0478555	0.0347236	0.0204857	0.0140482	0.00946704	0.00939876	0.0149456	0.0161851	0.014026	0.0243548	0.0153031	0.0249187	0.0233198	0.0327341	0.0422747	0.0271976	0.0410441	0.0407046	0.030927	0.0274557	0.0255299	0.0328424	0.043214	0.0416735	0.0360331	0.0282571	0.024511	0.0325718	0.0487007	0.042119	0.0794608	0.053717
mystiquement	0.0757712	0.0491273	0.0429655	0.0372091	0.0196292	0.0259332	0.0478642	0.034445	0.0623696	0.0433939	0.0406351	0.0290372	0.0149111	0.0162622	0.0112871	0.016182	0.012684	0.00830904	0.00689639	0.00730513	0.00805019	0.00703997	0.0117225	0.0227491	0.0324905	0.0329295	0.0487529	0.0587751	0.0497269	0.0448864	0.0380433	0.0426164
c'	0.0714144	0.0409439	0.0361531	0.0451045	0.0430375	0.0394532	0.0314299	0.0165314	0.0120454	0.00741536	0.00833696	0.00916453	0.0110278	0.0144943	0.013168	0.0134063	0.0113597	0.0114327	0.0243845	0.0339164	0.0224843	0.0402685	0.043881	0.0340547	0.0356565	0.0402996	0.0447076	0.0413759	0.0443617	0.0455038	0.0404948	0.0726917
est	0.0780302	0.0411841	0.0320888	0.0331847	0.0233689	0.0332192	0.0412771	0.0461862	0.0388933	0.0333247	0.0496488	0.039334	0.0448919	0.0242109	0.0146791	0.0112409	0.00547031	0.00402862	0.00539368	0.0110151	0.0118544	0.0193922	0.0267092	0.0344539	0.0305612	0.0403417	0.0363879	0.0335128	0.0410041	0.0460772	0.0343466	0.0346884
son	0.0780312	0.0547228	0.0400678	0.037855	0.0245665	0.0205576	0.0188811	0.0153612	0.0149081	0.0133998	0.00947059	0.00852032	0.0133674	0.0104293	0.0110184	0.008555	0.0120024	0.0171147	0.0156207	0.0198586	0.0185245	0.0207525	0.0415313	0.0453862	0.0436667	0.0463626	0.0491302	0.0536075	0.0485614	0.055413	0.058221	0.0745345
ami	0.0311922	0.019635	0.0139443	0.0161706	0.0136534	0.013387	0.0129467	0.00790765	0.0108957	0.0128686	0.00840544	0.00920761	0.00809094	0.0100867	0.00838054	0.00610376	0.00638826	0.00790162	0.0085876	0.0127998	0.0110133	0.02154	0.0281425	0.0358478	0.0650372	0.0589858	0.0828915	0.0753508	0.0805168	0.0888997	0.0809825	0.132239
</S>	0.0839555	0.043242	0.0232543	0.0260175	0.0115121	0.00832534	0.00863166	0.00759259	0.0124382	0.0191208	0.0103582	0.0123355	0.00970622	0.00989405	0.00611341	0.00520907	0.00263224	0.00425692	0.00854684	0.0128399	0.00972607	0.0197319	0.0394616	0.0367277	0.0546302	0.045326	0.0476824	0.0487874	0.0567536	0.059064	0.0767139	0.179413
