 	a66	a87	a23	a79	a54	a92	a85	a47	a37	a47	a36	a37	a79	a56	a54	a92	a37	a85	a37	a47	a88	a71	a9	a99	a87	a23	a87	</S>
il	0.0671178	0.0497439	0.0465938	0.0374571	0.0642462	0.0645501	0.101377	0.0490767	0.0337451	0.0223514	0.0150902	0.00891484	0.0180352	0.0121169	0.00953833	0.0124841	0.00427868	0.0102922	0.01186	0.0171108	0.0216461	0.0332352	0.0299707	0.0501315	0.0384145	0.0474131	0.0535879	0.0696205
lance	0.0112922	0.0126285	0.0121544	0.022063	0.024763	0.0293	0.0276566	0.0344574	0.029906	0.0371116	0.0436011	0.0263865	0.0256905	0.0388958	0.0481338	0.0291231	0.0213821	0.0296351	0.0344095	0.0411278	0.0357283	0.0349049	0.0600475	0.0453579	0.057726	0.0616609	0.0844774	0.0403793
les	0.0352506	0.0288842	0.0275628	0.0288495	0.0297042	0.0303765	0.025591	0.0222966	0.0191661	0.026296	0.0380431	0.0337168	0.018081	0.0108933	0.012473	0.0144972	0.0134741	0.0195007	0.0222448	0.0328172	0.0203601	0.0337606	0.0569552	0.0532228	0.0568512	0.0601835	0.121332	0.107616
cailloux	0.0603171	0.0636226	0.0457494	0.023313	0.0141131	0.0118431	0.00593428	0.00618679	0.00992302	0.0110034	0.0231878	0.0477741	0.0392747	0.045905	0.0613102	0.0486369	0.0530693	0.0779505	0.0543284	0.0402051	0.0787221	0.0268735	0.0301012	0.0239953	0.0150376	0.0185741	0.017416	0.0456325
sur	0.0208115	0.0177392	0.0213513	0.0170552	0.0140893	0.00825097	0.00551694	0.00586336	0.00506405	0.0074208	0.0100932	0.0143217	0.0250501	0.0279145	0.032847	0.0384228	0.0297161	0.0337954	0.0699003	0.0659042	0.123332	0.0985232	0.0977499	0.05043	0.0298931	0.061116	0.0398305	0.0279973
le	0.0397614	0.0562058	0.0562739	0.0628761	0.0377107	0.027533	0.0273785	0.0222258	0.0150972	0.0178634	0.027906	0.0192203	0.0302249	0.0195134	0.0218247	0.0222058	0.01766	0.0295626	0.0495639	0.0556999	0.0521868	0.0473593	0.0451603	0.0403365	0.0399224	0.0372087	0.0411801	0.0403386
toit	0.0538149	0.0601265	0.0308202	0.0275739	0.0298524	0.0310559	0.067506	0.062671	0.0494077	0.0743395	0.0807538	0.0338532	0.0394629	0.0309689	0.0240722	0.0281926	0.0234516	0.0176157	0.0229554	0.0214454	0.0237618	0.0308554	0.0262462	0.0204289	0.0223503	0.0210103	0.01685	0.0285574
de	0.0625648	0.0595779	0.0377834	0.0180554	0.0138474	0.0189547	0.0140288	0.018561	0.00886946	0.00724762	0.00337623	0.00205114	0.00269364	0.00430926	0.0106808	0.0102613	0.00446624	0.00890938	0.0235917	0.0493937	0.0414981	0.0782326	0.0924789	0.112656	0.0922764	0.084474	0.0588771	0.0602831
la	0.0859101	0.0580986	0.0456954	0.0393859	0.0237379	0.0174394	0.00988441	0.0138474	0.007054	0.0165599	0.00946961	0.00953124	0.00551693	0.0047558	0.00630762	0.0068151	0.00437948	0.00962483	0.0168824	0.0485587	0.0353348	0.0719895	0.0771581	0.084839	0.0783384	0.063735	0.0735393	0.0756114
maison	0.0830206	0.0384669	0.0253949	0.0192724	0.0151649	0.010464	0.00521608	0.00758517	0.00314348	0.00825694	0.00873913	0.0131765	0.00723429	0.00753354	0.0130383	0.00742823	0.00724305	0.00804304	0.0115248	0.0302293	0.0240994	0.0528245	0.071715	0.0868659	0.0874725	0.107318	0.104449	0.13508
</S>	0.0495978	0.0325633	0.0295864	0.0321458	0.0240649	0.0197939	0.009073	0.0213621	0.00873977	0.0148865	0.00790996	0.00780702	0.00292341	0.00344274	0.00555816	0.0038791	0.00495531	0.00567669	0.0151345	0.0333436	0.031645	0.0564358	0.0740131	0.0971917	0.098277	0.0891164	0.0956249	0.125252
