 	a66	a87	a23	a99	a38	a75	a6	a37	a98	a6	a92	a56	a34	a47	a31	a24	a9	a53	a93	a56	a75	a5	a0	a12	a18	a25	a97	a87	a97	a10	a97	a87	a23	a87	a23	</S>
dieu	0.0491675	0.0556496	0.0673131	0.0401677	0.0668252	0.0848067	0.0573009	0.0670633	0.0731229	0.0490623	0.0443685	0.0328858	0.0246794	0.0184021	0.0126019	0.0212151	0.0177537	0.0194409	0.0201309	0.0155829	0.0097434	0.00914927	0.0104896	0.00799297	0.011487	0.0105902	0.007723	0.00747904	0.00782752	0.00807873	0.00848466	0.00884225	0.0099468	0.00970427	0.0104008	0.0245203
est	0.028759	0.0156989	0.0170481	0.0197522	0.0233507	0.0234418	0.0484675	0.018135	0.0234335	0.0174084	0.0235933	0.0314657	0.0204848	0.0186152	0.0136547	0.0123134	0.0128843	0.0120771	0.0209738	0.0283956	0.018266	0.0297094	0.0297214	0.0335366	0.04071	0.0298437	0.0315211	0.0331014	0.0392826	0.042184	0.0381959	0.0295597	0.042345	0.0429623	0.0446352	0.0444727
le	0.0938666	0.0503107	0.0428464	0.0463119	0.0514769	0.0477638	0.0442645	0.0413882	0.036772	0.0304316	0.0298024	0.0277254	0.0190694	0.0199281	0.0282691	0.0203649	0.0127495	0.0117582	0.00817387	0.0106933	0.00757239	0.00720351	0.00766232	0.0104821	0.0126314	0.0108608	0.01307	0.011487	0.0207838	0.0206043	0.0205371	0.0222244	0.0305319	0.0332948	0.048276	0.0488114
créateur	0.0647869	0.081037	0.0428168	0.0391945	0.0428585	0.0351537	0.0184443	0.0240537	0.0193933	0.0232658	0.0328054	0.0482117	0.0833062	0.0880545	0.0638166	0.0318859	0.0394621	0.0129331	0.00515806	0.00653905	0.00633786	0.00528921	0.00460459	0.00711043	0.00705973	0.00793589	0.0165178	0.0109625	0.0158292	0.0195433	0.0164028	0.0206343	0.0170235	0.0137159	0.0140972	0.0137587
du	0.124813	0.0685305	0.0303511	0.0322065	0.0207378	0.0141388	0.011496	0.0133729	0.0140146	0.0116824	0.0188657	0.0259745	0.0250879	0.0363775	0.0414252	0.0444599	0.0441243	0.0397157	0.0137838	0.0216336	0.01837	0.0142496	0.00889874	0.0187086	0.0243671	0.00870928	0.020666	0.0137706	0.0219239	0.0182139	0.032278	0.0330706	0.0318043	0.0293565	0.033323	0.0194983
ciel	0.0875135	0.0465612	0.0244762	0.0270632	0.0160154	0.0130167	0.0129899	0.0102144	0.00904251	0.00943377	0.0135371	0.0236719	0.0196887	0.0260631	0.0369023	0.046364	0.0521928	0.0548394	0.0267647	0.038663	0.0458524	0.0464568	0.0269555	0.0465065	0.0589891	0.0227855	0.034335	0.0147772	0.0196484	0.0109936	0.0159653	0.0125989	0.0131721	0.0132716	0.00780645	0.0148719
et	0.100474	0.0593793	0.0607584	0.0563256	0.0401828	0.0323339	0.0321442	0.0186983	0.0249497	0.018798	0.0228151	0.025226	0.0175053	0.0156052	0.0167526	0.0220653	0.0213026	0.0201745	0.00788487	0.0078271	0.00979914	0.0169152	0.0158839	0.020486	0.0370148	0.0144223	0.0297835	0.030792	0.021981	0.0207371	0.0278633	0.0287839	0.0260867	0.0328998	0.0211027	0.0242455
de	0.078295	0.0247916	0.0205073	0.0165058	0.0275	0.019382	0.0163704	0.00937654	0.00748998	0.00355963	0.00443005	0.00424466	0.00398242	0.00401528	0.00457409	0.0091811	0.0066891	0.00885706	0.0091372	0.00850165	0.0124444	0.015003	0.0196869	0.0207177	0.0351961	0.0377656	0.0380392	0.0656092	0.0437019	0.0498924	0.0561512	0.041509	0.0513812	0.0795568	0.0656777	0.080277
la	0.0641373	0.0265404	0.0271399	0.0217819	0.0281532	0.0182417	0.012608	0.00922114	0.00799475	0.00477047	0.00698529	0.00566837	0.00564229	0.0061013	0.0072337	0.00999802	0.00956383	0.0117494	0.010809	0.0144522	0.0236428	0.0246122	0.0237494	0.0241713	0.0330036	0.0377563	0.0324737	0.0453601	0.0378244	0.0424919	0.0456339	0.0392656	0.0487323	0.0731473	0.069571	0.0897723
terre	0.0729229	0.0354014	0.0301364	0.0278814	0.0264947	0.0233867	0.0156889	0.0113663	0.0131476	0.00917757	0.0107207	0.011328	0.0100032	0.0121796	0.0178222	0.0163017	0.0189066	0.0169771	0.0179352	0.0136183	0.0212313	0.0182032	0.0140753	0.0215308	0.0275749	0.025754	0.0327844	0.0262081	0.0368329	0.036672	0.0628556	0.0747457	0.0422266	0.0512914	0.053899	0.0427185
</S>	0.0884132	0.0410037	0.0324879	0.0355151	0.0354955	0.0299583	0.0241666	0.0126246	0.0160664	0.00839045	0.00996996	0.0120892	0.00624178	0.00764802	0.00909139	0.0107357	0.0100255	0.012019	0.00759418	0.00730974	0.0123931	0.0176611	0.0172217	0.0172779	0.0329573	0.0205583	0.022343	0.0282711	0.0295599	0.0276487	0.0417314	0.0410357	0.0495716	0.0860559	0.0938452	0.0450218
