 	a66	a87	a10	a87	a23	a13	a50	a70	a4	a53	a90	a98	a85	a6	a0	a75	a12	a96	a21	a12	a43	a21	a12	a61	a75	a5	a0	a11	a75	a5	a18	a62	a88	a31	a47	a88	a31	a47	a18	a90	a69	a58	a84	a87	a23	a87	</S>
cette	0.0259534	0.0322281	0.0382124	0.0358577	0.0159482	0.0300035	0.038169	0.0904705	0.0438873	0.0204975	0.0182282	0.028699	0.0108796	0.00520623	0.00523784	0.00944025	0.0204383	0.0124266	0.0140695	0.0217745	0.0146199	0.013444	0.0127081	0.0142362	0.0178043	0.0133707	0.0170728	0.0137357	0.013915	0.0143831	0.0233568	0.0286245	0.0302954	0.0244333	0.0144322	0.0108666	0.0134549	0.00815549	0.0113377	0.0118826	0.015161	0.0117052	0.0239095	0.0315364	0.0197458	0.0164323	0.0417529
femme	0.00595171	0.00918622	0.0329452	0.0187041	0.0773445	0.0510982	0.081894	0.0738665	0.12099	0.0828476	0.0870331	0.0559055	0.0520601	0.0320661	0.0117143	0.0163598	0.0195778	0.00725365	0.0164388	0.0239955	0.0211421	0.0190136	0.0142611	0.0110385	0.00540747	0.00459749	0.00265263	0.00381089	0.00285414	0.00297679	0.00290551	0.00319675	0.00242107	0.00169741	0.00146663	0.00121716	0.000991459	0.000479527	0.000902913	0.000901541	0.00238306	0.00140919	0.00257052	0.00379234	0.00288802	0.00381877	0.00197105
est	0.0269573	0.0161153	0.0144497	0.0227205	0.0398443	0.0669474	0.058879	0.0419459	0.0502017	0.0266245	0.0228836	0.0299619	0.0284874	0.0324719	0.0207854	0.0336603	0.042343	0.0284755	0.0579949	0.0656777	0.0495875	0.0165225	0.0101799	0.00541001	0.00587185	0.00415455	0.0035356	0.00156125	0.00151841	0.00414349	0.00322344	0.00216643	0.00191093	0.00172788	0.00368703	0.0034047	0.00613765	0.00820673	0.00769792	0.010662	0.0124322	0.0205203	0.0152451	0.0166022	0.0137377	0.03891	0.00381582
en	0.0253452	0.00660509	0.00278514	0.00261436	0.00373695	0.00393813	0.00528424	0.00441945	0.0145781	0.020916	0.0197838	0.0137032	0.0321009	0.0475726	0.0813082	0.0646342	0.0234653	0.104165	0.0333198	0.0237866	0.0215126	0.0274334	0.0291111	0.0365537	0.0327016	0.0353701	0.0272223	0.0229175	0.020968	0.0176909	0.0149417	0.0164166	0.0152776	0.0187881	0.00774161	0.00611881	0.0124119	0.0107006	0.00914072	0.0108005	0.0108516	0.0137188	0.00775738	0.00984827	0.00871453	0.0105208	0.0107069
train	0.0148593	0.0103944	0.0140327	0.0154009	0.0148753	0.0116502	0.00979539	0.012364	0.0106732	0.0198654	0.0120632	0.0181288	0.0268117	0.0394901	0.0407325	0.0449778	0.0158328	0.0323937	0.017106	0.0115093	0.00894948	0.0146083	0.0195502	0.0234679	0.0226751	0.0327309	0.0342514	0.0456181	0.0337904	0.0357796	0.0323633	0.0314517	0.0331339	0.0322165	0.0258767	0.0217894	0.0155838	0.0142043	0.0156879	0.0151852	0.0308745	0.0103924	0.0144534	0.0167618	0.00938466	0.00737465	0.00888808
de	0.00536191	0.00278735	0.00226188	0.00338872	0.00171594	0.00421267	0.00625159	0.0109811	0.0110348	0.0112813	0.0110562	0.0266343	0.026428	0.0178676	0.0253378	0.0522905	0.0690389	0.0360185	0.0430756	0.0388745	0.0304593	0.0173276	0.0173128	0.00942595	0.0118064	0.00599542	0.00845103	0.00380598	0.00525724	0.0139748	0.014811	0.0170087	0.0130426	0.0182045	0.0236346	0.0281237	0.0202685	0.0203108	0.0290852	0.0296207	0.0327937	0.0314007	0.0400426	0.0591201	0.0297459	0.0305854	0.0324856
me	0.00657693	0.00394638	0.00326273	0.00273718	0.00238532	0.00426311	0.00647189	0.00825843	0.011066	0.00949745	0.00730684	0.0147602	0.0361738	0.0324016	0.0444474	0.047667	0.0364325	0.0409948	0.0398106	0.0534964	0.0387844	0.037079	0.0266696	0.0349021	0.0409249	0.0289727	0.0336022	0.0166618	0.0194634	0.0303495	0.0257246	0.0280442	0.0157621	0.020146	0.0220316	0.0213342	0.0168745	0.00963454	0.0117471	0.00785271	0.0145049	0.0124073	0.02114	0.0178838	0.0154922	0.0119795	0.00807475
harceler	0.00812755	0.00400685	0.00304025	0.00348407	0.00418614	0.00668637	0.0123405	0.0107795	0.0129764	0.00852195	0.00889073	0.0130762	0.0391629	0.0513339	0.0547322	0.0605153	0.0475001	0.0499527	0.0345894	0.0403133	0.0263156	0.0248936	0.0170482	0.0175825	0.019948	0.0169663	0.0195106	0.0141008	0.0183564	0.026891	0.021631	0.0229377	0.012423	0.0165316	0.0294963	0.0171962	0.0121798	0.0106362	0.011867	0.00996765	0.0199424	0.0248622	0.0247954	0.0309743	0.0255842	0.0203664	0.0127796
parce	0.0180062	0.00784542	0.00772955	0.0114681	0.0128493	0.00978506	0.0113623	0.00937771	0.00811744	0.0159497	0.0195046	0.0203723	0.0280483	0.0255517	0.036124	0.040458	0.0379709	0.0328146	0.0320909	0.0152209	0.0115309	0.010453	0.0107453	0.00969974	0.00717244	0.00768026	0.00949087	0.00619272	0.00978542	0.0146301	0.0115616	0.0109754	0.00805474	0.0140001	0.0163644	0.0168947	0.0226447	0.029847	0.0235609	0.0242596	0.0287328	0.0491912	0.0401159	0.0623023	0.04979	0.0495831	0.044094
que	0.0411696	0.0328049	0.0262598	0.0354732	0.040235	0.0345302	0.0339426	0.0152857	0.014309	0.0101856	0.00871138	0.00957322	0.0133367	0.0168384	0.0352168	0.0305924	0.0275082	0.0599706	0.0303443	0.0252508	0.0239821	0.0258543	0.022684	0.0240532	0.0266421	0.0206167	0.0231924	0.0168418	0.016061	0.0136809	0.00873306	0.0105692	0.00817616	0.00926547	0.0083338	0.00709166	0.0117181	0.0165671	0.0162093	0.0149476	0.0116058	0.0214256	0.0135415	0.019701	0.022324	0.0242839	0.0203601
je	0.0271465	0.0361037	0.0331538	0.0426232	0.0515491	0.0625698	0.0531623	0.0285332	0.0316346	0.0183679	0.0111565	0.0155941	0.0240794	0.0214889	0.0314593	0.0297978	0.025027	0.0239018	0.0217171	0.0206355	0.014956	0.0227109	0.0199276	0.0209953	0.0229747	0.023237	0.0250333	0.0208325	0.0190336	0.0186816	0.0121921	0.0131739	0.00869432	0.0104649	0.0113775	0.0104054	0.00979423	0.00695877	0.00808905	0.0078799	0.0102421	0.0104919	0.0113751	0.0132217	0.0149585	0.0125272	0.0100695
lui	0.0515114	0.0634286	0.057342	0.0742278	0.0769695	0.0968079	0.0833118	0.059241	0.0471199	0.0140965	0.008192	0.00772721	0.00703264	0.00575154	0.00774652	0.00630086	0.00794639	0.0128411	0.00966034	0.0113933	0.00944435	0.0132882	0.0113302	0.0129733	0.0127016	0.0109998	0.0112346	0.00918498	0.00836054	0.0072727	0.00482566	0.00595487	0.00409318	0.00426178	0.00613406	0.00531947	0.00722313	0.00653962	0.0111867	0.0114152	0.0129855	0.0143914	0.0156105	0.0162931	0.0205916	0.0202878	0.0174479
dois	0.0523747	0.0637215	0.0796233	0.0829557	0.0733011	0.0560426	0.0553289	0.049217	0.0325879	0.0121109	0.00607603	0.00738312	0.00684883	0.00762788	0.0100595	0.00836787	0.00907447	0.0180904	0.0110149	0.011337	0.0107455	0.0155426	0.0147748	0.0175595	0.0146496	0.0141496	0.013352	0.0137495	0.0134231	0.00920581	0.00590586	0.00849225	0.00586089	0.00646475	0.00749473	0.00712105	0.00981449	0.01031	0.0119987	0.0139652	0.0128556	0.0171155	0.0134487	0.0125033	0.0192148	0.019985	0.0271534
de	0.0325729	0.0522377	0.0581261	0.077917	0.0681139	0.0694165	0.0605517	0.0529002	0.0352563	0.0177205	0.0120161	0.015733	0.00948721	0.00827559	0.0103247	0.011416	0.0176612	0.0245704	0.0183868	0.0187559	0.0160841	0.0175599	0.0158435	0.016324	0.0169641	0.013608	0.0133973	0.0119171	0.0113508	0.0103074	0.00661891	0.00966815	0.00561698	0.0065734	0.00759439	0.0055985	0.00787017	0.00868327	0.00993102	0.0103817	0.00996499	0.0117712	0.0128519	0.0128197	0.0220443	0.013857	0.0233583
l'	0.0322535	0.0403841	0.0445406	0.0521441	0.0565779	0.0383364	0.0322756	0.0216145	0.0194415	0.0110012	0.0082554	0.0114231	0.0107462	0.0129148	0.0176841	0.0179408	0.0212115	0.0403945	0.0295702	0.0275176	0.0262744	0.0283469	0.0255572	0.0274222	0.0240724	0.0188202	0.018942	0.0192358	0.0201576	0.0133569	0.00866602	0.0128783	0.00885013	0.0110936	0.00953248	0.00835386	0.0121175	0.0156877	0.0143228	0.0133128	0.0113442	0.0169809	0.0114273	0.0141098	0.0238824	0.0178953	0.0211319
argent	0.0361821	0.0246242	0.0195267	0.020603	0.0226852	0.0154384	0.0119172	0.0112383	0.00951898	0.00813574	0.00815222	0.0133798	0.0153834	0.0169302	0.0182758	0.0180747	0.0190793	0.0299175	0.0211568	0.0220323	0.0275569	0.0268262	0.0222618	0.0191349	0.0182479	0.0167578	0.0149524	0.0198102	0.0239366	0.0169528	0.0124895	0.0155453	0.0140031	0.0186901	0.0207352	0.0150483	0.0287904	0.0358504	0.0242303	0.021326	0.0234554	0.0359915	0.025065	0.0282517	0.0403718	0.0364494	0.0350172
</S>	0.0272975	0.0181468	0.0111516	0.0137024	0.00760055	0.0101133	0.00849198	0.00938543	0.00567981	0.00379165	0.00551191	0.0125556	0.0105192	0.0117517	0.00904061	0.0102194	0.0120412	0.0193698	0.0125084	0.0128056	0.0134667	0.0182431	0.0192358	0.0163251	0.0196665	0.0212055	0.0192599	0.0239475	0.0204823	0.0259294	0.0229955	0.0195328	0.0173396	0.0233343	0.0302967	0.0225711	0.0365105	0.042389	0.0326007	0.0299178	0.0350061	0.0441848	0.0362235	0.0361322	0.0492057	0.0439945	0.0483191
