 	a23	a20	a44	a20	a30	a73	a84	a57	a4	a94	a54	a14	a44	a84	a38	a12	a96	a94	a76	a41	a5	a43	a21	a98	a44	a98	a73	a69	a58	a82	a87	</S>
il	0.0176069	0.0222923	0.0249454	0.0360431	0.0765296	0.0494646	0.0400732	0.10329	0.0529395	0.0511098	0.0291142	0.0690251	0.0424778	0.0385639	0.0658009	0.0326807	0.0251655	0.0165255	0.0126215	0.0111669	0.00886113	0.00825219	0.00945913	0.0136074	0.0141719	0.0135761	0.0224896	0.0192106	0.0248872	0.0162838	0.0123084	0.0194557
est	0.00345683	0.00442208	0.00894244	0.0114814	0.0134695	0.0280421	0.023255	0.0233423	0.0172622	0.0430061	0.053383	0.0532633	0.0918945	0.0660262	0.120503	0.0888877	0.0679791	0.0437041	0.0481732	0.029611	0.0179916	0.0170947	0.0170391	0.00936579	0.00519439	0.00485625	0.00540394	0.00898268	0.0146151	0.0232297	0.019152	0.0169692
attentif	0.00874255	0.00952825	0.0145479	0.00921293	0.00641141	0.0234512	0.0262377	0.0308644	0.0130205	0.0421632	0.0301035	0.0385129	0.0718388	0.0739355	0.0958334	0.0458274	0.0335827	0.0120815	0.0148214	0.0152968	0.00704025	0.00575739	0.00951808	0.0132364	0.0231662	0.0277817	0.0750106	0.0644355	0.0387235	0.036264	0.0458887	0.0371639
à	0.0479964	0.0479803	0.0286149	0.0255228	0.0274399	0.0269324	0.0203813	0.0279465	0.0152566	0.0172578	0.016572	0.0132885	0.0129675	0.0130127	0.0152112	0.0145534	0.0206233	0.0321167	0.0242514	0.0258731	0.0575888	0.0656093	0.064704	0.0352572	0.0424499	0.0405164	0.0413201	0.022735	0.0296368	0.0312419	0.0315376	0.0636044
ce	0.0818624	0.0599721	0.0470818	0.0503852	0.0454051	0.0333398	0.0174829	0.0174714	0.024697	0.0334057	0.0242418	0.00685161	0.0173569	0.0194515	0.0145766	0.0111688	0.023543	0.0252437	0.0203231	0.0320821	0.0472616	0.0502513	0.0415761	0.0327663	0.014329	0.0167548	0.0190411	0.0225556	0.0311612	0.0336769	0.0394384	0.0452452
qu'	0.0613383	0.0408012	0.0639986	0.0689368	0.0294978	0.0273038	0.0376783	0.024936	0.0347316	0.0249353	0.0434169	0.032188	0.0465054	0.0200398	0.0560353	0.0195465	0.0648248	0.0511588	0.0262086	0.0287071	0.0246062	0.0196322	0.0172924	0.010116	0.00739056	0.011244	0.0183994	0.0191772	0.0191152	0.0187171	0.0170826	0.0144381
on	0.0405597	0.0554472	0.0433858	0.0333287	0.0291267	0.027854	0.0175866	0.0222971	0.0200024	0.0301842	0.0595777	0.0663988	0.0303796	0.0530479	0.0805248	0.0165752	0.0211133	0.00839942	0.0150184	0.0138743	0.0236503	0.0288748	0.022104	0.0212191	0.021752	0.0261488	0.0286535	0.0126619	0.0196467	0.0201703	0.0413449	0.0490916
lui	0.0233299	0.0202255	0.0197819	0.0159392	0.0103325	0.00806994	0.00797027	0.0109112	0.0100228	0.0348269	0.0641626	0.0560145	0.06274	0.044488	0.0675357	0.0253125	0.034519	0.0184386	0.0227416	0.0236236	0.0124608	0.0246259	0.0261723	0.0358177	0.0214728	0.0503927	0.0451306	0.0340309	0.0332464	0.0509264	0.0462073	0.0385297
dit	0.0296686	0.0363661	0.0252044	0.0196748	0.0123089	0.00590273	0.0076791	0.0107919	0.0124083	0.0192553	0.0213162	0.0155224	0.0172272	0.0216159	0.0288937	0.01671	0.02	0.0144282	0.00930342	0.0126108	0.0120838	0.0172758	0.0292928	0.0430054	0.0438895	0.0552204	0.0610403	0.0757765	0.0816576	0.0580996	0.057479	0.108291
</S>	0.014265	0.0234166	0.0325682	0.0206762	0.013199	0.0162855	0.0134332	0.023482	0.0109571	0.0341409	0.0139959	0.0296304	0.0234617	0.0190207	0.0288328	0.00501164	0.00312326	0.00202406	0.00613926	0.00653933	0.00397671	0.0115946	0.00876439	0.0215426	0.0188459	0.032321	0.0396113	0.0428008	0.0529927	0.0648028	0.105195	0.25735
