 	a66	a87	a40	a6	a36	a21	a5	a61	a0	a24	a50	a75	a85	a6	a37	a79	a44	a98	a85	a92	a56	a94	a93	a44	a75	a79	a7	a26	a13	a57	a3	a87	a23	a87	</S>
on	0.0579414	0.028293	0.0173798	0.0213114	0.0240978	0.0545638	0.0569748	0.047167	0.035381	0.0194142	0.0111878	0.0134648	0.00930096	0.00978098	0.0114419	0.0157127	0.0172356	0.0287832	0.027194	0.037655	0.0343302	0.0300491	0.0317597	0.0151224	0.0220684	0.0441091	0.024137	0.0292781	0.0394079	0.0326166	0.0320629	0.0256791	0.0396804	0.0247415	0.0306767
a	0.0314639	0.0328499	0.0314534	0.0279901	0.038059	0.0427497	0.0378035	0.0241695	0.0174554	0.0118967	0.0128233	0.0249758	0.0775505	0.0554733	0.0446427	0.0392571	0.0261967	0.0155864	0.00837395	0.00731363	0.0158389	0.014952	0.0217126	0.0365399	0.0209609	0.034279	0.0284843	0.0417879	0.0338104	0.0270092	0.0308038	0.0207622	0.0175505	0.0198554	0.0275687
démi	0.0416479	0.020321	0.00895816	0.0109386	0.0490495	0.0348757	0.0488208	0.0359141	0.0312707	0.0233982	0.0327769	0.0449178	0.0553354	0.0341466	0.0387998	0.0298221	0.0192314	0.00740057	0.00493296	0.00493787	0.00591871	0.0120419	0.0124353	0.0173425	0.0177367	0.018247	0.0203789	0.02687	0.0312737	0.0302339	0.0525353	0.0463614	0.0295883	0.0563786	0.0451617
cet	0.0136575	0.00289365	0.00166595	0.00189269	0.00381225	0.0033071	0.00452623	0.00640766	0.0156379	0.0222831	0.0276001	0.0211521	0.0125536	0.0306493	0.0500937	0.0391998	0.0690431	0.0854001	0.120184	0.0810341	0.0759441	0.0422334	0.0393111	0.0272245	0.0174549	0.00835715	0.0189006	0.0200568	0.0317573	0.0206028	0.0228661	0.0200282	0.0115086	0.0123294	0.0184309
homme	0.0294025	0.01215	0.0071118	0.0101697	0.0199533	0.0360177	0.0471114	0.0378388	0.0689457	0.0485494	0.0577661	0.0585744	0.0273155	0.0354589	0.0493027	0.0325495	0.0372001	0.0461004	0.0403513	0.0281851	0.0349597	0.0314971	0.0274274	0.0152997	0.0157758	0.0112869	0.0127588	0.0125576	0.0169849	0.0153503	0.0178204	0.0161329	0.0124813	0.0151209	0.0144921
du	0.0741589	0.0395843	0.0222029	0.0324265	0.044377	0.0674575	0.093477	0.090705	0.0581509	0.0427515	0.0301274	0.0274986	0.023901	0.0180263	0.027168	0.0101862	0.0131493	0.0144019	0.015785	0.0155308	0.0166263	0.0140755	0.0117119	0.00834484	0.0108565	0.00760931	0.00862709	0.00853805	0.0133788	0.0193104	0.018201	0.0154414	0.012491	0.0207251	0.052997
poste	0.0449241	0.019193	0.0116629	0.0136152	0.0149154	0.022633	0.0348163	0.0356999	0.0567462	0.030957	0.0585033	0.0389848	0.0228869	0.0384736	0.0385679	0.0240021	0.0301934	0.0226072	0.0190368	0.0163497	0.0362641	0.0338919	0.032504	0.0142893	0.0186518	0.0152371	0.0221551	0.0149636	0.0207354	0.0423194	0.0430786	0.0266852	0.0329992	0.0264326	0.0250239
de	0.117843	0.0686875	0.0331673	0.0372084	0.00628444	0.00835824	0.013458	0.00770147	0.00608141	0.00552648	0.00242658	0.00897433	0.0239333	0.0145586	0.0147947	0.0171085	0.013725	0.0128988	0.0111383	0.0153944	0.0147549	0.0168196	0.0205224	0.0195341	0.0355194	0.021876	0.037075	0.0288149	0.039066	0.0460905	0.0498736	0.0378669	0.037895	0.0448309	0.110192
chef	0.0575736	0.0265276	0.0111127	0.0106951	0.00486498	0.00338007	0.00813697	0.00935042	0.00757967	0.00906268	0.00499081	0.0142204	0.0281859	0.020059	0.0217818	0.0258609	0.019504	0.0130298	0.0106532	0.0153193	0.0159051	0.0183877	0.0198033	0.012195	0.0209814	0.0225962	0.0231837	0.0278084	0.0430328	0.0605133	0.0602447	0.0746655	0.0620906	0.0656083	0.151095
de	0.0615542	0.0236621	0.0133884	0.0116377	0.00428407	0.00261421	0.00820897	0.00786696	0.00654161	0.00916858	0.003998	0.0168461	0.0436883	0.0175876	0.0276814	0.0233395	0.0156663	0.0142412	0.0102114	0.0154686	0.0192507	0.0184558	0.0236969	0.0150236	0.0253823	0.0256795	0.0310859	0.0425033	0.0573458	0.0575209	0.0673979	0.0641032	0.0573279	0.0522911	0.10528
village	0.060469	0.025966	0.0134919	0.00841211	0.00315104	0.00157541	0.00664513	0.00422011	0.00211457	0.00351373	0.00185739	0.0115812	0.023232	0.00835967	0.0127266	0.00985326	0.0102101	0.0101235	0.0079208	0.0164869	0.0135932	0.020377	0.0242687	0.0260671	0.0334864	0.0266283	0.0347125	0.0608125	0.0624969	0.0637537	0.0874423	0.0850941	0.0631804	0.0737903	0.0823862
</S>	0.0396601	0.0189794	0.0122039	0.00806865	0.00352204	0.00147868	0.00661166	0.00437187	0.00209303	0.00365775	0.00261448	0.0100139	0.0135351	0.00646375	0.00764132	0.00530159	0.00571138	0.00730007	0.00582909	0.0116765	0.010748	0.0155455	0.018419	0.0219259	0.0337855	0.0223506	0.0418966	0.0652464	0.0583222	0.0756609	0.101302	0.10357	0.080183	0.0900685	0.0842417
