 	a66	a10	a87	a10	a75	a85	a5	a21	a85	a37	a85	a21	a75	a93	a13	a9	a24	a62	a21	a85	a47	a36	a57	a87	a23	a62	a83	a9	a82	a93	a75	a61	a47	a70	a61	a21	a12	a96	a21	a85	a5	a18	a70	a24	a83	a38	a27	a30	a10	a87	a23	a87	</S>
dans	0.0493759	0.0345354	0.0351831	0.0196945	0.0273	0.0350651	0.0407825	0.0288789	0.0342668	0.0258847	0.0360452	0.0165139	0.0104521	0.00714777	0.00737592	0.0129806	0.0289545	0.0340839	0.0171649	0.0228345	0.0124351	0.0144129	0.0286772	0.0244731	0.0292003	0.0362634	0.0533902	0.0290119	0.0239591	0.0271057	0.0246158	0.0220791	0.0129552	0.00755327	0.00947958	0.011158	0.00578931	0.00746498	0.00630545	0.00452362	0.00504384	0.0066735	0.00425809	0.00355113	0.00430116	0.00449661	0.00406712	0.00849025	0.00465011	0.00511527	0.00884352	0.00841223	0.0167234
le	0.0135022	0.0264244	0.0281563	0.0266507	0.0136851	0.0213137	0.0349042	0.0762174	0.0209375	0.0307651	0.0184977	0.0131678	0.00859303	0.00439087	0.0141486	0.00988281	0.0219299	0.020632	0.0212087	0.0259779	0.0300518	0.0400561	0.0337353	0.0325381	0.0392462	0.0225519	0.0254666	0.0254399	0.00826636	0.00771657	0.00873497	0.00361812	0.00480372	0.00676445	0.00863308	0.0090203	0.0101979	0.00926762	0.00949346	0.0109548	0.00908961	0.00924555	0.00851565	0.00724419	0.0140055	0.0163984	0.0144365	0.01292	0.0194965	0.0172756	0.0193173	0.0310648	0.0234473
partage	0.0291257	0.0234366	0.0196872	0.0117114	0.0225821	0.0474265	0.07301	0.0992155	0.0858605	0.0460197	0.0207714	0.0196846	0.015207	0.00761481	0.0150435	0.0198471	0.0208981	0.0362973	0.0382234	0.0333193	0.046358	0.0219095	0.0167292	0.00799862	0.0134703	0.00967682	0.00573767	0.0133671	0.0114116	0.012872	0.0186347	0.0167899	0.0125471	0.0138468	0.0150398	0.0129849	0.00534133	0.0080704	0.00971278	0.0058638	0.00564919	0.00476446	0.00341011	0.00389353	0.00244021	0.00210379	0.00152421	0.00346446	0.00144412	0.00176491	0.00238571	0.00195853	0.00185275
du	0.0298284	0.0304728	0.0204666	0.0128014	0.0164165	0.0202356	0.0233514	0.0130825	0.01771	0.0360757	0.0124421	0.0135941	0.0233602	0.0182615	0.0345271	0.00996915	0.0244856	0.0138514	0.0103219	0.0161963	0.0222413	0.0208438	0.0120147	0.0112388	0.0192626	0.0203045	0.02136	0.0246448	0.00891567	0.00727	0.0156551	0.0120509	0.0181524	0.0116984	0.0115862	0.0291255	0.0201624	0.00963136	0.00902349	0.0102232	0.0136252	0.0186714	0.0234777	0.0156779	0.0187772	0.0175761	0.0243732	0.0268208	0.0250489	0.0353333	0.0278731	0.0319435	0.00794628
gibier	0.0883179	0.0358921	0.0164544	0.0127535	0.0139885	0.0262203	0.0105753	0.00485377	0.00590706	0.0051331	0.00819878	0.00575525	0.00995486	0.0246425	0.0430861	0.0392859	0.0247397	0.0215592	0.0738723	0.0187938	0.0494683	0.0240185	0.0206802	0.0200796	0.0137269	0.0161383	0.0185383	0.017229	0.0158281	0.0159021	0.0298018	0.031202	0.0328678	0.0201946	0.024531	0.0242535	0.0156715	0.029992	0.0224087	0.00502906	0.00420736	0.00387801	0.00362497	0.0036408	0.00517165	0.00514244	0.00486105	0.00470571	0.00354699	0.00437302	0.00780111	0.0062564	0.00524502
de	0.0134747	0.00512153	0.00333877	0.00465227	0.0025294	0.00443636	0.00289089	0.00397141	0.0029778	0.00902829	0.0110864	0.0181638	0.0172417	0.0219428	0.0382846	0.0358307	0.0331196	0.0338035	0.122077	0.0460714	0.08357	0.0605379	0.0307214	0.0321369	0.0379291	0.0290244	0.0397264	0.0317115	0.0231937	0.0291185	0.0280745	0.0215023	0.0171207	0.0208138	0.0119649	0.0103916	0.0098291	0.0095755	0.00519291	0.0033243	0.00454587	0.00425523	0.00305365	0.00150888	0.00150141	0.000981628	0.000995047	0.0024403	0.00118246	0.00172868	0.00508633	0.00337616	0.00384211
chasse	0.0222013	0.014058	0.00940095	0.0109512	0.00249088	0.0039181	0.00446373	0.00513631	0.00334537	0.00868883	0.00912907	0.0124679	0.0117856	0.0103476	0.0195332	0.014123	0.0266742	0.0258421	0.0353639	0.0327443	0.0401798	0.049127	0.0349535	0.0543149	0.0497575	0.0500122	0.0771665	0.0575001	0.0304394	0.0293525	0.0312815	0.0120716	0.0167721	0.0104703	0.0116988	0.013612	0.0104739	0.010984	0.0101505	0.00617453	0.00602478	0.00628935	0.00330276	0.0025535	0.00520587	0.00329827	0.00429747	0.00950798	0.00599703	0.00836939	0.0179407	0.0153296	0.022725
un	0.0182676	0.0112056	0.00962892	0.00927764	0.00272125	0.00390356	0.00499473	0.00294711	0.00258847	0.00458247	0.00589751	0.00771738	0.00928942	0.011478	0.0239948	0.0177553	0.0398444	0.0300061	0.0314962	0.0427575	0.0476034	0.0543291	0.0670867	0.0593784	0.0611196	0.0539952	0.0537756	0.0352201	0.0142069	0.0112376	0.00999086	0.00507512	0.00632324	0.00504949	0.00528358	0.00571894	0.00732794	0.00622909	0.00543314	0.00540948	0.00590934	0.00704935	0.00798061	0.00518385	0.0121364	0.0106956	0.0128435	0.0172444	0.0202381	0.0251424	0.0204059	0.0210419	0.0239812
gigot	0.0148305	0.00821474	0.00734334	0.00717788	0.00359653	0.00505873	0.00458289	0.0033118	0.00324241	0.00561603	0.00888097	0.00860037	0.0118791	0.0301561	0.0355581	0.0315716	0.0433948	0.0256536	0.047696	0.0295076	0.0530042	0.047682	0.0624345	0.0373547	0.0412125	0.0500956	0.0431348	0.0301456	0.0222006	0.0193783	0.0227716	0.0206335	0.0202504	0.0173881	0.0153149	0.0142163	0.0124129	0.0107841	0.00677163	0.0037902	0.00299857	0.00429237	0.0037927	0.00459018	0.00616257	0.00567745	0.00667233	0.00796923	0.00892653	0.00980033	0.0137366	0.0194342	0.0190974
revient	0.0277057	0.0151575	0.0102936	0.0074355	0.00366203	0.00615023	0.00462489	0.00318827	0.00328719	0.0037641	0.00765196	0.00857552	0.0131383	0.028514	0.0322441	0.0260414	0.0233963	0.0166674	0.0361596	0.0189819	0.0371714	0.0309002	0.0281466	0.0265901	0.0279407	0.0379312	0.0347771	0.0313395	0.0272168	0.0241223	0.0268382	0.0221369	0.0248071	0.019868	0.0152723	0.015589	0.018214	0.0130098	0.0135723	0.0108264	0.0122257	0.0133642	0.0116772	0.00837746	0.0137571	0.0093047	0.010723	0.0171721	0.0176028	0.0190956	0.0229225	0.021458	0.0394103
de	0.0279675	0.0166582	0.0133491	0.0102885	0.00766544	0.0131146	0.0102558	0.00726023	0.00735703	0.00722688	0.0142479	0.0144573	0.0183466	0.034682	0.0375555	0.0313545	0.0273408	0.0197483	0.0444216	0.0260648	0.0419583	0.0330955	0.0297527	0.0298653	0.0305932	0.0312482	0.0313468	0.0274456	0.0125579	0.0139447	0.0138017	0.00921136	0.0112469	0.0115068	0.0139608	0.011895	0.0101065	0.0166473	0.0142028	0.0089762	0.00930763	0.0111832	0.00975113	0.0091356	0.0129817	0.0090214	0.00798648	0.0135587	0.0155916	0.0162395	0.022766	0.0245414	0.0452096
droit	0.013675	0.00695991	0.00744241	0.00540079	0.00426701	0.00352663	0.00555844	0.00898262	0.0109154	0.0132047	0.0117395	0.0148804	0.0206125	0.0240624	0.0289027	0.0307049	0.0336064	0.0197576	0.022434	0.0255638	0.0390674	0.0353253	0.0334448	0.0290507	0.0254248	0.0256443	0.0289481	0.0246899	0.00911673	0.00748528	0.01046	0.00559857	0.00920022	0.00815164	0.00847481	0.00719792	0.00754296	0.0086904	0.0074233	0.00746962	0.00750488	0.0102287	0.0112554	0.0139921	0.0213814	0.0245498	0.024268	0.0308487	0.0391702	0.0381654	0.0410343	0.0397576	0.04724
au	0.0161813	0.00606356	0.00575151	0.00464627	0.00354381	0.00254284	0.00407999	0.00686	0.00983156	0.0164931	0.0176181	0.0207609	0.0249492	0.0261066	0.0275854	0.0304382	0.0317367	0.0221882	0.0195134	0.0237855	0.0292087	0.0316745	0.0270725	0.0322249	0.0277298	0.0319933	0.0363639	0.0354949	0.012548	0.00936089	0.0139925	0.00779997	0.0115284	0.0102234	0.0105032	0.0077263	0.00672266	0.00951707	0.00793227	0.00757291	0.00654689	0.00967073	0.00960133	0.0119481	0.0196976	0.0193147	0.0181941	0.0303306	0.0314448	0.0323232	0.0417826	0.0388688	0.0424102
notable	0.0185084	0.0105635	0.00814612	0.00723719	0.00499139	0.00550228	0.00698025	0.011748	0.013516	0.00904483	0.00954999	0.0122054	0.0145822	0.0200615	0.016703	0.0235245	0.0272687	0.0190966	0.0255259	0.0190686	0.0250171	0.0230456	0.0212891	0.0203183	0.016423	0.017193	0.0194564	0.0168911	0.0105477	0.00910839	0.0136383	0.0118182	0.0136073	0.0124097	0.0130203	0.0101243	0.011761	0.0189605	0.0171526	0.0131062	0.0130029	0.0189097	0.0227075	0.0278111	0.0380562	0.0321898	0.0222843	0.0439138	0.0371306	0.031976	0.0447655	0.036321	0.0322188
de	0.0324031	0.0193268	0.0142611	0.0103013	0.0111925	0.0102283	0.0132756	0.0134935	0.0161944	0.0144866	0.016671	0.0197736	0.0287128	0.0247968	0.0218775	0.0294288	0.0331153	0.0233971	0.0157163	0.0257355	0.0229921	0.0271766	0.0220121	0.0264674	0.0209261	0.016522	0.0261318	0.0228051	0.0120544	0.00942918	0.0125727	0.00936057	0.0105751	0.00534445	0.00559385	0.00765624	0.00655032	0.00783188	0.011184	0.00863831	0.00951983	0.0115187	0.0139134	0.0136787	0.0188887	0.022596	0.0197834	0.0315911	0.0284871	0.0283241	0.0383536	0.0360796	0.0410537
la	0.0401132	0.0132969	0.0108141	0.00806278	0.00770905	0.010774	0.0105685	0.0139887	0.010923	0.0136905	0.0131209	0.0150443	0.018402	0.0157853	0.0162095	0.0307427	0.0397179	0.0277061	0.0294051	0.0213002	0.0262674	0.0302761	0.0292325	0.0264999	0.0194206	0.0213702	0.0310709	0.0207254	0.0111599	0.00913104	0.0165704	0.0168203	0.0158345	0.0118327	0.011033	0.0143501	0.0122306	0.0204887	0.026624	0.0148402	0.0144102	0.0141642	0.00997654	0.0161373	0.0182124	0.0179027	0.0173853	0.0264832	0.0182374	0.0171755	0.0226041	0.0199511	0.0342067
