 	a66	a87	a23	a83	a75	a5	a75	a85	a47	a7	a93	a4	a66	a93	a56	a98	a92	a12	a47	a88	a66	a4	a93	a4	a13	a3	a87	a23	a99	a87	</S>
les	0.0239141	0.030751	0.0261681	0.0242713	0.0246224	0.0347861	0.0481536	0.0509865	0.0518718	0.0513102	0.0737048	0.0568696	0.0466748	0.046214	0.0256176	0.0171072	0.0124734	0.00869112	0.0134487	0.0163818	0.0163372	0.0223004	0.0436107	0.0406373	0.0297248	0.0338514	0.0290476	0.024487	0.026927	0.0153536	0.0337051
habitants	0.00698047	0.0110168	0.0168355	0.0233014	0.0339577	0.0988582	0.10472	0.151651	0.12479	0.0883538	0.0838154	0.0287076	0.0148073	0.023066	0.0250721	0.0229522	0.0156624	0.0133246	0.0139556	0.0184247	0.0167392	0.00858743	0.0111333	0.00505631	0.00420449	0.00263608	0.00535551	0.00638792	0.0056291	0.0118936	0.00212393
de	0.0398425	0.0328154	0.0297925	0.0387822	0.0543614	0.0901582	0.122233	0.0786809	0.0710773	0.023176	0.0254095	0.0257233	0.0234259	0.0276182	0.0242143	0.0352277	0.0135686	0.0112005	0.00906547	0.00710786	0.00498193	0.00571051	0.00456994	0.00679271	0.00492106	0.0220621	0.0248794	0.0276301	0.0364103	0.0469788	0.0315827
mbese	0.0236428	0.0118953	0.0107472	0.0159449	0.0144128	0.0147439	0.0315192	0.0421061	0.0444792	0.0417011	0.0254609	0.023441	0.0216393	0.012017	0.0193462	0.0191278	0.022753	0.0207888	0.0269819	0.0271307	0.0317112	0.025761	0.0251884	0.0395451	0.0639748	0.0513131	0.0470284	0.0623184	0.047213	0.0823423	0.0537253
ont	0.100704	0.0677181	0.0395852	0.080542	0.0583902	0.0459566	0.0501989	0.0436286	0.0725995	0.0801582	0.0781808	0.0338695	0.0153765	0.0205893	0.018159	0.0298229	0.0149537	0.0159691	0.0165172	0.0121774	0.0114398	0.00780681	0.00726648	0.00500976	0.00531901	0.00834936	0.00880868	0.00751026	0.0125466	0.0166764	0.0141698
revêtu	0.0873188	0.0656753	0.0397652	0.050222	0.0491436	0.028518	0.0325328	0.0384706	0.0660702	0.0621136	0.0747571	0.0300991	0.0296177	0.0346369	0.0304998	0.0432319	0.0371071	0.0278027	0.0260416	0.0235303	0.0268566	0.0116915	0.0134969	0.00765247	0.00592972	0.0147144	0.00760352	0.00515444	0.0131194	0.00723035	0.0093962
leur	0.0745936	0.055309	0.0360849	0.0410353	0.0325326	0.0284485	0.0322208	0.0347845	0.0329499	0.0324645	0.0272986	0.0291679	0.0300237	0.0341209	0.0219102	0.033336	0.0302362	0.03451	0.0371532	0.0255648	0.0365672	0.022259	0.033963	0.019959	0.0232105	0.0391182	0.031076	0.0199429	0.0265545	0.0158054	0.0277991
route	0.0510471	0.0474493	0.0475099	0.048642	0.0514766	0.0450147	0.0298935	0.0241963	0.0436315	0.0333105	0.0446005	0.0530703	0.0518894	0.0671634	0.0264859	0.0535713	0.0570257	0.0388101	0.0466089	0.0222805	0.0152418	0.0164851	0.0179827	0.00695113	0.00743927	0.0119045	0.00645311	0.00592499	0.0101774	0.00875095	0.00901175
de	0.060427	0.048952	0.04031	0.0378319	0.0357876	0.0315381	0.0295406	0.035706	0.0380201	0.0249564	0.0218817	0.017262	0.0152303	0.0169106	0.0133771	0.0184088	0.0123281	0.0108547	0.0176013	0.0142506	0.0188047	0.0145506	0.0206713	0.0197207	0.0245451	0.0552076	0.0601626	0.0500927	0.0565093	0.05775	0.0808107
petites	0.0429719	0.0221089	0.0220771	0.0236987	0.0107207	0.0130341	0.0110995	0.0154548	0.0201625	0.0251218	0.0269418	0.0270487	0.0266043	0.0288128	0.0237079	0.0272666	0.0290692	0.0260651	0.0512316	0.0310885	0.0410937	0.0211871	0.0259739	0.0275866	0.051909	0.0575997	0.0465542	0.0628934	0.0611928	0.0601633	0.0395603
termitières	0.0592828	0.0271601	0.0301515	0.0348364	0.0155583	0.0225946	0.015156	0.0197435	0.0253437	0.0172096	0.0186624	0.014148	0.0115695	0.0124443	0.00907609	0.0100695	0.0115016	0.00928214	0.022613	0.0172218	0.0262784	0.0154778	0.0271678	0.0315245	0.0579974	0.0754677	0.0669182	0.0784078	0.0807805	0.0697118	0.0666433
noires	0.0421451	0.0189595	0.0209599	0.0210965	0.0122464	0.0142984	0.0115257	0.014179	0.0204615	0.0150383	0.0185266	0.00947403	0.0130967	0.0154052	0.0140453	0.0173745	0.0217299	0.0231064	0.0319484	0.032019	0.0318311	0.0360563	0.0480819	0.0497026	0.0769879	0.0657982	0.0462623	0.0606556	0.0702605	0.0598943	0.0668329
</S>	0.0460841	0.0188674	0.020432	0.0229767	0.0125315	0.0131857	0.00921253	0.011718	0.0102301	0.00950462	0.00805166	0.00750609	0.00784282	0.00885724	0.0106518	0.0115005	0.0195288	0.025361	0.0480176	0.042505	0.0460314	0.0438503	0.0477378	0.0587934	0.0692308	0.0635864	0.0554048	0.0707975	0.0719422	0.0560026	0.0520578
